exp:x/lambda	exp:y/lambda	exp:z/lambda	theory:x/lambda	theory:y/lambda	theory:z/lambda
0.804404809	-0.001222147	0.029158283	-0.812534846	-0.000133274	0.033368184
0.813874416	-0.001319017	0.028607696	-0.80324633	-0.000137456	0.033369622
0.820734207	-0.000765842	0.02820885	-0.793957991	-0.000141791	0.03337113
0.829367887	-0.0015297	0.029576966	-0.784669843	-0.000146287	0.033372711
0.836418847	-0.00176585	0.030811153	-0.775381886	-0.00015095	0.033374369
0.844742838	-0.001338962	0.031844656	-0.766094137	-0.000155786	0.033376108
0.849520336	-0.003344718	0.032220705	-0.756806598	-0.000160803	0.033377933
0.860438051	-0.002037454	0.033080065	-0.747519281	-0.000166009	0.033379849
0.869822426	-0.00232872	0.033594995	-0.738232194	-0.000171411	0.033381861
0.876559741	-0.00452622	0.033815106	-0.728945351	-0.00017702	0.033383974
0.88531993	-0.003009253	0.034101306	-0.719658755	-0.00018284	0.033386194
0.89502272	-0.002909264	0.033475624	-0.710372426	-0.000188885	0.033388528
0.901540038	-0.006142657	0.032026071	-0.701086366	-0.00019516	0.03339098
0.910082975	-0.003915555	0.03012599	-0.691800597	-0.00020168	0.033393561
0.91713159	-0.004625629	0.029412664	-0.682515119	-0.000208449	0.033396274
0.925055403	-0.005201374	0.030513959	-0.673229961	-0.000215484	0.033399131
0.937081956	-0.004097855	0.032185475	-0.663945121	-0.000222791	0.033402136
0.942141409	-0.005355431	0.032693624	-0.654660625	-0.000230387	0.033405303
0.950973297	-0.005041748	0.033146853	-0.64537648	-0.000238279	0.033408638
0.957740087	-0.006314345	0.033494107	-0.636092708	-0.000246485	0.033412152
0.96832494	-0.004581361	0.033891414	-0.62680932	-0.000255013	0.033415856
0.974030361	-0.005337287	0.034074742	-0.617526339	-0.000263884	0.033419762
0.980874101	-0.004951362	0.034294647	-0.608243776	-0.000273105	0.033423882
0.989442778	-0.004549652	0.034377226	-0.598961659	-0.000282699	0.03342823
0.999721074	-0.006169226	0.034337418	-0.589679999	-0.000292675	0.033432818
1.007189526	-0.004363696	0.034308493	-0.580398823	-0.000303056	0.033437665
1.01597537	-0.004679552	0.034277348	-0.571118149	-0.000313853	0.033442782
1.023572778	-0.004557244	0.034253399	-0.561838004	-0.000325091	0.033448192
1.03058459	-0.006774519	0.034231296	-0.552558406	-0.000336784	0.033453909
1.038028971	-0.00449885	0.034485335	-0.543279385	-0.000348956	0.033459955
1.048784037	-0.004588721	0.035365077	-0.534000965	-0.000361623	0.03346635
1.056225693	-0.005222352	0.035973788	-0.524723177	-0.000374812	0.03347312
1.064431126	-0.006188261	0.036364295	-0.515446042	-0.00038854	0.033480284
1.072020785	-0.005527563	0.036621602	-0.506169598	-0.000402835	0.033487873
1.081341314	-0.006158368	0.036937589	-0.496893873	-0.00041772	0.033495914
1.090326819	-0.005680174	0.037858988	-0.4876189	-0.000433219	0.033504435
1.096881368	-0.005692266	0.038732894	-0.478344713	-0.000449362	0.03351347
1.106352646	-0.007219369	0.039995682	-0.469071349	-0.000466172	0.033523053
1.113780196	-0.00495505	0.040106039	-0.459798839	-0.000483681	0.033533221
1.122354564	-0.007031325	0.039616938	-0.450527234	-0.000501915	0.033544016
1.129805391	-0.004555711	0.039191927	-0.44125656	-0.000520909	0.033555477
1.136987768	-0.006200545	0.039152151	-0.431986873	-0.00054069	0.033567653
1.143419737	-0.004949874	0.039280971	-0.422718211	-0.000561294	0.033580594
1.154601946	-0.005849461	0.039504927	-0.413450617	-0.000582752	0.033594351
1.162591805	-0.005144598	0.039550622	-0.404184148	-0.000605104	0.033608985
1.171340602	-0.004056662	0.039549911	-0.394918838	-0.000628378	0.03362455
1.179209418	-0.004372831	0.039874764	-0.385654767	-0.000652622	0.033641127
1.187430033	-0.003585706	0.041208302	-0.376391943	-0.000677857	0.033658766
1.195632486	-0.005737336	0.042538894	-0.36713048	-0.000704143	0.033677571
1.203284909	-0.003076185	0.043471898	-0.357870381	-0.000731492	0.033697597
1.213229069	-0.002147822	0.042376721	-0.348611747	-0.000759975	0.033718958
1.218460981	-0.003566837	0.041800516	-0.339354602	-0.000789598	0.033741726
1.22714854	-0.004669772	0.040843732	-0.330099044	-0.000820436	0.033766028
1.23588925	-0.002839547	0.040693164	-0.320845109	-0.000852494	0.033791954
1.245236709	-0.004012943	0.040869907	-0.311592886	-0.000885845	0.033819644
1.252968056	-0.003300099	0.041021212	-0.302342416	-0.000920496	0.033849204
1.259848677	-0.002851796	0.041234134	-0.293093795	-0.000956512	0.033880798
1.269809942	-0.0019377	0.041542388	-0.283847056	-0.000993905	0.033914545
1.27825659	-0.002543538	0.04151778	-0.274602295	-0.001032726	0.033950631
1.28751644	-0.000396513	0.040572172	-0.265359562	-0.001072992	0.033989202
1.294672523	-0.000247269	0.039841398	-0.256118922	-0.001114727	0.034030456
1.304089413	-0.001428028	0.038879753	-0.246880459	-0.001157963	0.034074585
1.31108273	0.000508318	0.038875577	-0.237644167	-0.001202684	0.034121771
1.319312302	0.001034314	0.039002529	-0.228410177	-0.001248933	0.034172265
1.328017219	-0.002361821	0.039101623	-0.219178454	-0.00129665	0.034226257
1.337412169	-0.00032045	0.038730583	-0.209949104	-0.001345878	0.034284026
1.344905061	-0.002326465	0.038434663	-0.200722089	-0.001396514	0.034345783
1.352676628	-5.23321E-05	0.038446373	-0.1914975	-0.001448585	0.034411851
1.360107071	-8.77987E-05	0.038570828	-0.182275249	-0.001501944	0.034482423
1.370540333	-0.000868961	0.038745578	-0.173055397	-0.001556582	0.034557864
1.379067356	0.000184951	0.038731321	-0.16383784	-0.001612304	0.034638378
1.383954261	-0.000285839	0.038646477	-0.154622556	-0.00166905	0.034724319
1.393110565	5.09003E-05	0.03848751	-0.145409394	-0.001726569	0.034815882
1.402398159	0.001020643	0.038326264	-0.136198308	-0.001784723	0.03491344
1.410273618	0.000970953	0.037791622	-0.12698908	-0.0018432	0.035017171
1.418841818	0.000587402	0.037195016	-0.117781596	-0.001901789	0.035127406
1.428279606	0.000344073	0.037269084	-0.108575505	-0.001960101	0.035244254
1.434334415	0.001186967	0.03785515	-0.099370635	-0.002017826	0.035367993
1.444183168	0.000136746	0.038808447	-0.09016661	-0.002074506	0.035498712
1.451942402	0.001384268	0.039109956	-0.080963115	-0.00212972	0.035636553
1.459519705	-0.00085313	0.038627893	-0.071759745	-0.002182955	0.03578155
1.467248565	-0.000611638	0.038136189	-0.062556007	-0.002233682	0.035933658
1.477378272	-0.000759683	0.037902466	-0.053351454	-0.002281327	0.036092823
1.484523796	0.000936733	0.038163859	-0.044145551	-0.002325286	0.036258869
1.494683129	0.001536484	0.038535501	-0.034937738	-0.00236493	0.036431579
1.501442483	0.001655265	0.036912149	-0.025727455	-0.002399606	0.036610649
1.50930249	0.001194861	0.034212717	-0.016514051	-0.002428658	0.036795671
1.517951798	0.00082003	0.031892265	-0.007296911	-0.00245142	0.036986184
1.526122339	0.000774977	0.032329947	0.001924579	-0.002467278	0.037181669
1.531895721	-0.000223364	0.032639218	0.011151034	-0.002475469	0.037381559
1.542257455	0.002708833	0.033207049	0.02038301	-0.002475368	0.037585045
1.548435821	0.000954262	0.033615984	0.029621254	-0.002466448	0.037791424
1.558084087	0.001240455	0.034254585	0.038866335	-0.002448143	0.037999879
1.56644787	0.000340744	0.034808169	0.048118842	-0.002419859	0.038209441
1.574336278	0.000166567	0.033886857	0.057379213	-0.002381171	0.038419245
1.580613194	0.001877027	0.032351811	0.066648067	-0.002331586	0.038628114
1.591739572	-0.000992745	0.029937072	0.075925737	-0.00227083	0.038835093
1.599893655	-0.002828411	0.030062953	0.085212674	-0.002198522	0.039038918
1.607017202	-0.000310981	0.030172924	0.094509096	-0.002114549	0.03923859
1.615937218	-0.001870141	0.030191132	0.103815391	-0.002018709	0.03943268
1.622846071	-0.002374191	0.029626074	0.113131637	-0.001911027	0.039620129
1.631577943	-0.0022697	0.028911917	0.122457962	-0.001791496	0.039799534
1.639878865	-0.00321371	0.028233005	0.1317943	-0.001660292	0.039969793
1.646912635	-0.000151567	0.027910462	0.141140625	-0.001517642	0.040129616
1.656052212	-0.000749593	0.028112777	0.150496765	-0.001363892	0.040277796
1.662716305	-0.001561052	0.028260295	0.159862443	-0.001199446	0.040413258
1.671130187	-9.41538E-05	0.027711453	0.169237286	-0.001024846	0.040534767
1.681463381	-0.000940985	0.02687615	0.178620881	-0.000840654	0.040641413
1.687582084	-0.001966955	0.026381533	0.188012703	-0.000647581	0.040732149
1.69663581	-0.000587588	0.026553788	0.197412179	-0.000446366	0.040806144
1.705300747	-0.001860762	0.027325184	0.206818652	-0.000237834	0.04086256
1.712700414	-0.001513338	0.027942752	0.216231416	-2.29E-05	0.040900703
1.721196127	-0.001574286	0.027891778	0.225649727	0.000197626	0.040919935
1.72964232	-0.001607606	0.0278411	0.235072717	0.000422627	0.040919685
1.736965955	-0.00436381	0.027872466	0.244499589	0.00065123	0.040899577
1.7476786	-0.002184414	0.028274907	0.253929354	0.000882369	0.040859082
1.754358919	-0.001972199	0.028525867	0.263361585	0.00111468	0.040798061
1.763215902	-0.001537236	0.028808973	0.27279495	0.001347392	0.040716291
1.768057651	-0.002977881	0.02850177	0.282228621	0.00157945	0.040613618
1.778764434	-0.003795781	0.027822437	0.291661736	0.001809693	0.040490028
1.785268012	-0.002585923	0.027647926	0.301093433	0.002037079	0.040345592
1.794012976	-0.001801169	0.028319421	0.310522872	0.002260569	0.040180454
1.801487798	-0.003822188	0.028893386	0.319949201	0.002479121	0.039994861
1.810045793	-0.004878291	0.029550525	0.329371677	0.002691802	0.039789178
1.817741173	-0.004039099	0.028870972	0.33878951	0.002897611	0.039563807
1.825074674	-0.003704571	0.02811511	0.348202064	0.003095701	0.039319353
1.834509497	-0.00512735	0.027142666	0.357608674	0.00328521	0.039056314
1.843428313	-0.005610757	0.027869475	0.367008789	0.003465341	0.038775547
1.849574962	-0.00505511	0.02841793	0.376401913	0.003635371	0.03847769
1.858538377	-0.005669033	0.029217719	0.385787616	0.003794625	0.038163694
1.867478947	-0.005590397	0.027696355	0.395165553	0.00394246	0.037834401
1.876123889	-0.006104962	0.026095615	0.404535449	0.004078378	0.037490795
1.884859886	-0.004120138	0.025134445	0.413897051	0.004201814	0.037133853
1.89203143	-0.005712718	0.026147284	0.423250224	0.004312349	0.036764684
1.899005624	-0.006549248	0.027132252	0.432594987	0.004409593	0.036384285
1.907430094	-0.006848308	0.028225019	0.441931219	0.004493156	0.035993839
1.917690258	-0.006923438	0.02851062	0.45125904	0.004562769	0.035594315
1.925099435	-0.004517608	0.028716862	0.460578524	0.004618153	0.03518696
1.934060794	-0.004984572	0.028727533	0.469889804	0.004658986	0.034772821
1.940470845	-0.005503921	0.0280058	0.479193185	0.0046852	0.034353094
1.949714052	-0.006325977	0.02696507	0.488488771	0.004696438	0.033928854
1.957148554	-0.005022051	0.026775305	0.497776902	0.00469268	0.033501314
1.965279302	-0.006428274	0.027677303	0.507057869	0.004673671	0.033071494
1.974841093	-0.007970631	0.028738056	0.516331989	0.004639319	0.032640717
1.981556923	-0.005041157	0.029423601	0.525599715	0.004589552	0.032209983
1.990995484	-0.006327892	0.029887839	0.534861218	0.004524158	0.031780572
1.998713788	-0.006655933	0.030267466	0.544116987	0.004443103	0.031353608
2.005949659	-0.006200487	0.03076069	0.553367359	0.004346262	0.03093026
2.01512411	-0.007618388	0.031497756	0.562612713	0.004233589	0.030511865
2.024598059	-0.00907699	0.032258884	0.571853454	0.004105043	0.030099488
2.032176345	-0.009585765	0.032020827	0.581089793	0.003960505	0.029694553
2.040125556	-0.007400868	0.031383263	0.590322267	0.003800061	0.029298261
2.050105896	-0.006296341	0.030582793	0.599551072	0.003623636	0.028911962
2.055879106	-0.006934578	0.030119755	0.608776515	0.00343134	0.028537064
2.065199425	-0.007146632	0.030731323	0.617998943	0.003223276	0.028174872
2.073336011	-0.006282	0.031336554	0.627218569	0.002999541	0.027826844
2.081841781	-0.007893552	0.031876898	0.636435724	0.002760467	0.027494363
2.090596628	-0.007685821	0.032307652	0.645650524	0.002506276	0.027178967
2.098940238	-0.005034998	0.032718173	0.654863211	0.00223744	0.026881989
2.104235535	-0.006706648	0.032978711	0.664073969	0.001954448	0.026604986
2.113736122	-0.006580924	0.031633291	0.673282988	0.001657967	0.026349261
2.120362741	-0.007769323	0.030617478	0.682490387	0.001348746	0.026116248
2.12992938	-0.007692416	0.030224671	0.691696345	0.001027761	0.025907175
2.139321835	-0.00599111	0.031053255	0.70090097	0.000696029	0.025723286
2.147380511	-0.00781284	0.031764175	0.710104434	0.000354823	0.025565619
2.154885263	-0.008215222	0.032231319	0.719306855	5.46E-06	0.025435145
2.165830171	-0.006194652	0.032856685	0.728508363	-0.00035057	0.025332632
2.170998286	-0.007787488	0.033151979	0.737709109	-0.000711673	0.02525873
2.179033649	-0.005538188	0.033339019	0.746909274	-0.001076208	0.025213858
2.188495413	-0.007325067	0.032749603	0.756109052	-0.001442508	0.025198376
2.196875367	-0.006465944	0.032227579	0.765308148	-0.001808349	0.025212293
2.205399327	-0.007868097	0.032392686	0.774507139	-0.002172404	0.025255545
2.214543201	-0.006452937	0.032732144	0.783706101	-0.00253283	0.025327886
2.22057289	-0.006606114	0.032955991	0.792905146	-0.002887913	0.025428868
2.229142041	-0.007902053	0.032806747	0.802104417	-0.00323602	0.025557842
2.239162866	-0.005330492	0.031914544	0.811304069	-0.003575649	0.025714051
2.246429343	-0.00584104	0.031267574	0.820504257	-0.003905413	0.025896492
2.254276964	-0.005519207	0.030974182	0.829705161	-0.00422405	0.026104128
2.261985447	-0.005539355	0.030919994	0.838906912	-0.004530508	0.026335701
2.271238267	-0.005370507	0.03085495	0.848109789	-0.004823772	0.026589952
2.279467927	-0.005736991	0.030664391	0.857313935	-0.005103089	0.026865453
2.287782316	-0.003833712	0.030229778	0.866519606	-0.005367767	0.027160875
2.295610726	-0.006845954	0.029820569	0.87572701	-0.005617276	0.027474607
2.304979694	-0.005905749	0.029743313	0.884936452	-0.005851139	0.027805302
2.314552384	-0.005927832	0.030183368	0.894148157	-0.006069101	0.028151362
2.32213102	-0.00417969	0.030531757	0.903362529	-0.006270811	0.028511433
2.328758538	-0.005990096	0.030681786	0.912579829	-0.006456194	0.028884028
2.336421354	-0.008250633	0.030776907	0.921800505	-0.006625042	0.029267751
2.344187428	-0.005809096	0.030873311	0.931024932	-0.006777324	0.029661188
2.354832283	-0.007543586	0.031033992	0.940253499	-0.006913045	0.030063042
2.364662087	-0.004370753	0.031184911	0.949486699	-0.007032089	0.030471982
2.370360264	-0.006455322	0.031272397	0.958724878	-0.007134595	0.030886616
2.379690289	-0.00503428	0.031587192	0.967968644	-0.007220526	0.031305825
2.386698665	-0.006953434	0.031968022	0.977218363	-0.007289969	0.031728181
2.393008203	-0.003565249	0.032310877	0.986474531	-0.00734299	0.032152625
2.404438864	-0.004971559	0.032848281	0.99573764	-0.007379595	0.032577844
2.411588953	-0.005461096	0.033124062	1.005008135	-0.00739997	0.033002623
2.420061914	-0.004739103	0.033450865	1.014286506	-0.007404118	0.033425829
2.429413074	-0.005720347	0.033239448	1.023573112	-0.007392204	0.033846184
2.439015101	-0.006337068	0.033014395	1.032868384	-0.007364346	0.03426261
2.444585082	-0.007790818	0.032855321	1.042172858	-0.007320568	0.03467379
2.453767634	-0.006062287	0.032515507	1.051486675	-0.007261205	0.035078593
2.462973797	-0.007069344	0.03217482	1.060810281	-0.007186269	0.035475786
2.468476498	-0.00508944	0.031971185	1.070143836	-0.007096079	0.035864245
2.478938509	-0.006682821	0.03236292	1.079487686	-0.006990792	0.036242657
2.486826235	-0.004685269	0.032698527	1.088841938	-0.006870718	0.036609977
2.494879329	-0.005999689	0.033041169	1.098206687	-0.006736171	0.036964884
2.503669569	-0.006331593	0.032558417	1.107581957	-0.006587507	0.037306343
2.511798028	-0.006179176	0.032060578	1.116967776	-0.0064251	0.037633133
2.516809417	-0.004671485	0.031753649	1.126363914	-0.006249484	0.03794419
2.52868	-0.004014337	0.031382847	1.135770381	-0.006061109	0.038238379
2.535592529	-0.004947602	0.03133471	1.145186755	-0.005860617	0.038514709
2.54598193	-0.004252346	0.031428454	1.154612803	-0.005648585	0.03877216
2.552856875	-0.007034568	0.031807515	1.164048041	-0.005425741	0.039009891
2.560652656	-0.006569994	0.032237347	1.173491993	-0.005192847	0.039226972
2.569573686	-0.005620735	0.032604499	1.182944101	-0.004950722	0.039422703
2.577735893	-0.006471255	0.032110642	1.192403757	-0.00470023	0.039596323
2.586682205	-0.005846011	0.031569341	1.20187023	-0.004442316	0.039747284
2.595151701	-0.007479333	0.031056891	1.211342852	-0.0041779	0.039875047
2.603326639	-0.005806778	0.031914521	1.22082072	-0.003908056	0.039979166
2.612904227	-0.006707405	0.032975041	1.230303134	-0.003633746	0.040059301
2.621022528	-0.005575839	0.033596816	1.239789092	-0.003356105	0.040115182
2.628446535	-0.006149179	0.032458153	1.249277769	-0.003076095	0.040146647
2.636204063	-0.005996077	0.031268335	1.258768153	-0.00279485	0.040153457
2.645055031	-0.00381669	0.030235293	1.268259771	-0.002513783	0.040135761
2.653594197	-0.005855494	0.030359625	1.277751275	-0.002233643	0.040093536
2.660123239	-0.006276281	0.030454689	1.287241842	-0.001955576	0.040026875
2.668309454	-0.005657243	0.030494764	1.296730622	-0.001680676	0.039935983
2.678458361	-0.005600345	0.030457881	1.306216742	-0.00141005	0.039821152
2.686224221	-0.006340974	0.030429658	1.315699403	-0.001144669	0.039682733
2.693984208	-0.006627366	0.029937261	1.325177756	-0.000885587	0.039521177
2.700479079	-0.004479345	0.029421314	1.334651104	-0.000633698	0.039337044
2.709203387	-0.008090986	0.028728263	1.344118695	-0.000389953	0.039130884
2.71894231	-0.004453801	0.028298044	1.353579916	-0.000155189	0.038903494
2.727250182	-0.005587538	0.028397421	1.363034179	6.98E-05	0.038655541
2.734972005	-0.005295453	0.028489789	1.372480956	0.000284278	0.038387995
2.742607068	-0.005855974	0.028494714	1.381919814	0.000487561	0.03810164
2.749511098	-0.004053273	0.028371019	1.39135041	0.000679049	0.03779762
2.759297996	-0.004804199	0.028195675	1.400772451	0.000858136	0.037476836
2.766514987	-0.004826487	0.028066373	1.410185788	0.001024419	0.037140483
2.777403435	-0.00470686	0.028886907	1.419590194	0.001177327	0.036789551
2.782718776	-0.007051593	0.029349375	1.428985653	0.001316603	0.036425291
2.792610736	-0.005656162	0.029699568	1.438372123	0.001441814	0.036048698
2.800932135	-0.005696036	0.029395614	1.447749711	0.001552737	0.035661161
2.807962292	-0.005943035	0.029138825	1.45711858	0.00164908	0.035263632
2.818631498	-0.006632858	0.029375212	1.466478875	0.001730652	0.034857502
2.826401639	-0.004844078	0.03024226	1.475830772	0.00179722	0.034443778
2.835311596	-0.006003772	0.031236496	1.485174677	0.001848741	0.034023768
2.840853646	-0.005825985	0.031413479	1.494510825	0.001884946	0.033598617
2.850053933	-0.005157333	0.031414534	1.503839587	0.001905816	0.033169506
2.856523608	-0.008896874	0.031415275	1.513161381	0.001911225	0.03273764
2.868484772	-0.004290567	0.031014241	1.522476513	0.001901051	0.032304167
2.874790593	-0.005097293	0.030442332	1.531785551	0.001875324	0.031870288
2.885417431	-0.006113084	0.029478526	1.541088787	0.001833847	0.031437233
2.892383678	-0.006573766	0.029664615	1.550386853	0.001776738	0.031006153
2.901160355	-0.005557569	0.030345589	1.559680056	0.001703833	0.030578317
2.90921412	-0.004793676	0.030970473	1.568968859	0.001615139	0.030154961
2.917870862	-0.003267398	0.031048997	1.578253851	0.001510731	0.029737312
2.924877586	-0.004161426	0.03082782	1.587535296	0.001390496	0.029326728
2.933742512	-0.006835828	0.030547987	1.596813763	0.001254621	0.028924399
2.941352713	-0.004881472	0.030323631	1.606089619	0.00110308	0.028531793
2.950461446	-0.006394603	0.030198712	1.615363318	0.000936042	0.028150139
2.960817208	-0.005576255	0.030056692	1.624635202	0.000753673	0.027780983
2.968536949	-0.006783697	0.029829242	1.633905707	0.000556237	0.027425631
2.97596405	-0.00696223	0.029574618	1.643175111	0.000343999	0.02708554
2.98318413	-0.00531165	0.02932709	1.652443807	0.000117424	0.026762164
2.994581768	-0.005061863	0.028444331	1.661712135	-0.000122962	0.026456913
3.002188841	-0.005872207	0.027574439	1.670980352	-0.000376552	0.026171209
3.008470563	-0.006612064	0.026856104	1.680248835	-0.000642525	0.02590637
3.018598027	-0.007604067	0.027758447	1.68951783	-0.000919999	0.025663748
3.027163157	-0.004912173	0.029139176	1.69878769	-0.001207865	0.025444464
3.03440759	-0.005824497	0.030307004	1.708058676	-0.001504904	0.025249675
3.041885753	-0.007218555	0.02974877	1.717331111	-0.001809701	0.025080289
3.050358509	-0.007196174	0.029023926	1.726605267	-0.002120763	0.024937095
3.058899551	-0.006105913	0.028293242	1.735881484	-0.002436395	0.024820709
3.067556338	-0.005476509	0.028831977	1.745160091	-0.002754879	0.024731536
3.073989121	-0.007179052	0.029281652	1.754441481	-0.003074426	0.024669775
3.082546598	-0.008786689	0.02987985	1.7637256	-0.003392826	0.024635604
3.089387505	-0.005897449	0.029851035	1.773013042	-0.003708371	0.024628569
3.099148516	-0.005724305	0.028846806	1.782304134	-0.004019241	0.024648433
3.107542359	-0.005066379	0.027983234	1.791599133	-0.004323481	0.024694526
3.116063271	-0.005806022	0.029256313	1.800898275	-0.004619342	0.024766021
3.125313226	-0.006856515	0.030683941	1.810201901	-0.004905119	0.024861845
3.135030118	-0.003836966	0.032160185	1.819510205	-0.005179334	0.024980788
3.142214059	-0.005349164	0.032081412	1.82882346	-0.005440599	0.025121436
3.151943018	-0.005812338	0.031974732	1.838141845	-0.005687765	0.02528215
3.16027341	-0.003584063	0.031596083	1.847465567	-0.005919839	0.025461291
3.167674866	-0.004666939	0.030558656	1.856794799	-0.006136031	0.025656936
3.175285866	-0.004969215	0.029491858	1.866129654	-0.006335741	0.025867323
3.180955382	-0.003946245	0.028697189	1.875470199	-0.00651859	0.026090389
3.190310589	-0.004097358	0.029293423	1.88481653	-0.00668432	0.026324331
3.199596551	-0.005889086	0.030334418	1.894168576	-0.006832932	0.026567081
3.206554381	-0.006065098	0.031114419	1.903526392	-0.006964467	0.026816868
3.214709999	-0.003830954	0.031106058	1.912889803	-0.007079264	0.027071802
3.223911781	-0.005201579	0.03016166	1.922258808	-0.007177614	0.027330212
3.232502258	-0.005697359	0.029280002	1.931633106	-0.007260143	0.027590381
3.242201901	-0.003224425	0.02919528	1.941012581	-0.007327331	0.027850877
3.249114813	-0.005028364	0.029196791	1.950396847	-0.007380016	0.028110198
3.257753383	-0.006694327	#VALUE!	1.959785748	-0.00741886	0.028367204
3.267992601	-0.004025353	#VALUE!	1.969178772	-0.007444803	0.028620621
3.272563801	-0.004362374	#VALUE!	1.978575656	-0.007458649	0.028869531
3.282441232	-0.006041212	#VALUE!	1.987975926	-0.007461389	0.029112979
3.29117591	-0.006701472	#VALUE!	1.997379163	-0.007453879	0.029350241
3.299399371	-0.005262408	#VALUE!	2.006784841	-0.007437098	0.029580617
3.307310151	-0.004642825	#VALUE!	2.016192657	-0.007411996	0.02980351
3.315445147	-0.004201043	#VALUE!	2.025602123	-0.007379568	0.030018585
3.325881844	-0.00673964	#VALUE!	2.035012736	-0.007340589	0.030225423
3.334627638	-0.007958401	#VALUE!	2.044424043	-0.007295947	0.030423736
3.340666569	-0.005039358	#VALUE!	2.053835629	-0.007246516	0.030613327
3.351318564	-0.006397968	#VALUE!	2.063247142	-0.00719303	0.030794131
3.358223437	-0.00538482	#VALUE!	2.072658125	-0.007136296	0.030966047
3.365842299	-0.005402363	#VALUE!	2.082068304	-0.007076925	0.031129191
3.37304817	-0.006086823	#VALUE!	2.091477244	-0.007015613	0.031283574
3.383314312	-0.005202208	#VALUE!	2.100884781	-0.006952866	0.031429454
3.389920351	-0.006635209	#VALUE!	2.110290537	-0.00688926	0.031566949
3.399929047	-0.004675643	#VALUE!	2.119694367	-0.006825187	0.031696383
3.407680975	-0.006176969	#VALUE!	2.129096041	-0.006761099	0.031817995
3.417079905	-0.00568425	#VALUE!	2.138495432	-0.006697296	0.031932148
3.424835783	-0.004894452	#VALUE!	2.147892382	-0.006634109	0.032039124
3.432609317	-0.005268114	#VALUE!	2.157286844	-0.006571761	0.03213934
3.441895781	-0.004628997	#VALUE!	2.16667874	-0.006510485	0.032233092
3.449926301	-0.004770316	#VALUE!	2.176068	-0.00645043	0.032320769
3.456262067	-0.006115168	#VALUE!	2.185454619	-0.006391745	0.03240268
3.466767785	-0.005615746	#VALUE!	2.194838599	-0.006334526	0.032479221
3.473125828	-0.005822305	#VALUE!	2.204219963	-0.00627887	0.032550685
3.483100587	-0.005697344	#VALUE!	2.213598728	-0.006224815	0.032617422
3.493320586	-0.006694867	#VALUE!	2.222974913	-0.00617242	0.032679696
3.499335108	-0.004567387	#VALUE!	2.232348609	-0.006121682	0.032737854
3.508782364	-0.005566291	#VALUE!	2.241719833	-0.006072633	0.032792123
3.517555225	-0.00573161	#VALUE!	2.251088672	-0.006025246	0.032842801
3.52466336	-0.005474201	#VALUE!	2.260455179	-0.005979529	0.032890112
3.533441604	-0.005089245	#VALUE!	2.269819455	-0.00593544	0.032934311
3.54253615	-0.007569596	#VALUE!	2.279181527	-0.00589297	0.032975586
3.55015494	-0.005022206	#VALUE!	2.288541515	-0.005852069	0.033014166
3.55630239	-0.004480462	#VALUE!	2.297899438	-0.005812713	0.03305021
3.56515317	-0.005211184	#VALUE!	2.307255423	-0.005774853	0.033083918
3.575209107	-0.005909799	#VALUE!	2.316609516	-0.005738452	0.033115445
3.584005596	-0.005182703	#VALUE!	2.325961787	-0.005703466	0.033144935
3.589447776	-0.00584279	#VALUE!	2.335312315	-0.005669848	0.03317254
3.599108739	-0.007180931	#VALUE!	2.344661168	-0.005637558	0.03319838
3.608802915	-0.006623066	#VALUE!	2.354008413	-0.005606544	0.033222588
3.616299958	-0.004253596	#VALUE!	2.36335412	-0.005576772	0.033245268
3.624258598	-0.005527026	#VALUE!	2.372698342	-0.005548181	0.033266529
3.633066949	-0.005203746	#VALUE!	2.38204115	-0.005520745	0.033286464
3.641437143	-0.005645939	#VALUE!	2.391382604	-0.005494401	0.033305171
3.648803369	-0.006487911	#VALUE!	2.400722756	-0.005469127	0.033322723
3.65895231	-0.004690388	#VALUE!	2.41006167	-0.00544486	0.033339209
3.666507804	-0.00796956	#VALUE!	2.419399388	-0.005421584	0.033354689
3.676113304	-0.008374492	#VALUE!	2.428735982	-0.005399235	0.033369243
3.682658071	-0.006042885	#VALUE!	2.438071473	-0.005377799	0.033382918
3.692038607	-0.006011085	#VALUE!	2.447405934	-0.005357217	0.033395786
3.699825727	-0.006057366	#VALUE!	2.45673939	-0.005337475	0.033407887
3.709579635	-0.005975211	#VALUE!	2.466071902	-0.00531852	0.033419282
3.716488456	-0.005674205	#VALUE!	2.475403493	-0.005300335	0.033430007
3.723817797	-0.005460697	#VALUE!	2.484734224	-0.005282876	0.033440115
3.731748956	-0.007092326	#VALUE!	2.49406411	-0.005266123	0.033449637
3.742472754	-0.006026685	#VALUE!	2.503393211	-0.005250038	0.033458616
3.749466879	-0.006469182	#VALUE!	2.512721543	-0.005234599	0.033467084
3.758565987	-0.006502645	#VALUE!	2.522049151	-0.005219775	0.033475073
3.767294376	-0.004148786	#VALUE!	2.531376061	-0.005205544	0.033482614
3.775023481	-0.006614377	#VALUE!	2.540702302	-0.005191878	0.033489734
3.784290882	-0.005751575	#VALUE!	2.550027907	-0.005178755	0.03349646
3.791519757	-0.005461138	#VALUE!	2.559352901	-0.005166152	0.033502814
3.799505695	-0.004642973	#VALUE!	2.568677315	-0.005154045	0.033508822
3.806289274	-0.006235862	#VALUE!	2.578001167	-0.005142418	0.033514501
