exp: x/lambda	exp: y/lambda	theory: x/lambda	theory: y/lambda
1.995105866	-0.016184297	0.422587247	0.00573494
1.998952996	-0.016618625	0.431539398	0.00588173
2.00774745	-0.013512749	0.4404774	0.006010267
2.016906122	-0.016571624	0.449401222	0.006119771
2.021745422	-0.008211383	0.45831098	0.006209514
2.03171815	-0.016532846	0.467206934	0.006278814
2.043529746	-0.016501923	0.476089496	0.006327029
2.045895871	-0.015613463	0.484959229	0.006353553
2.051667793	-0.015644686	0.493816872	0.00635784
2.055342884	-0.013468244	0.502663342	0.006339393
2.070419954	-0.016475662	0.511499735	0.006297774
2.078335454	-0.018260932	0.520327326	0.006232596
2.078348961	-0.016464208	0.529147585	0.006143534
2.082072006	-0.018066857	0.537962176	0.006030325
2.095038285	-0.012781836	0.546772944	0.005892769
2.102858143	-0.016346602	0.555581926	0.005730736
2.114032035	-0.013988531	0.564391333	0.005544161
2.119127746	-0.012889206	0.573203546	0.005333056
2.123933787	-0.013560164	0.582021112	0.005097517
2.135825749	-0.016269124	0.590846774	0.004837724
2.140714759	-0.014791003	0.599683531	0.004553936
2.150900697	-0.013107521	0.608534956	0.00424651
2.147717712	-0.016229159	0.617406328	0.003915907
2.160136384	-0.018503121	0.626305785	0.003562688
2.173357337	-0.016363952	0.635173298	0.003191042
2.174236182	-0.016159734	0.644052347	0.002799281
2.186466902	-0.012935567	0.652944913	0.002388353
2.18309827	-0.010190552	0.661852684	0.001959297
2.193392578	-0.012335618	0.67077699	0.001513252
2.201231544	-0.016467251	0.679718726	0.00105145
2.214830736	-0.015689708	0.688678313	0.000575217
2.221857849	-0.013341468	0.697655632	8.60E-05
2.226689158	-0.015966733	0.706650014	-0.000414804
2.23690813	-0.01441041	0.715660209	-0.000925517
2.245786841	-0.013211274	0.724684413	-0.001444523
2.246726405	-0.011888003	0.733720298	-0.001970113
2.260691358	-0.015933394	0.742765081	-0.002500525
2.262545034	-0.014075526	0.751815607	-0.003033958
2.272583321	-0.00995628	0.760868469	-0.003568586
2.278529302	-0.01319819	0.769920124	-0.004102567
2.288691864	-0.010147376	0.778967039	-0.004634062
2.298083055	-0.012463546	0.788005819	-0.005161244
2.305236713	-0.006930771	0.797033337	-0.005682319
2.308598826	-0.01160796	0.806046848	-0.006195531
2.316771053	-0.005210151	0.815044083	-0.006699178
2.326278278	-0.011207339	0.824023311	-0.007191625
2.324831572	-0.007484659	0.832983382	-0.007671307
2.332159234	-0.009915733	0.841923739	-0.008136742
2.34765417	-0.008119101	0.85084441	-0.008586537
2.355269986	-0.01037784	0.859745971	-0.009019389
2.360266291	-0.012328558	0.868629505	-0.00943409
2.368246154	-0.012117032	0.877496533	-0.009829531
2.375110845	-0.013083451	0.886348954	-0.010204699
2.380462693	-0.009008592	0.895188968	-0.01055868
2.389246367	-0.002105043	0.904019012	-0.010890656
2.397608863	-0.015475479	0.91286705	-0.011201423
2.401081986	-0.008378981	0.921694079	-0.011487976
2.411193374	-0.009834324	0.930506496	-0.011749892
2.415708127	-0.010089147	0.939308345	-0.011986847
2.423841427	-0.009560286	0.948102925	-0.012198609
2.436011986	-0.012598324	0.956893179	-0.01238503
2.440354299	-0.006556886	0.965681881	-0.012546044
2.444495247	-0.004462063	0.974471617	-0.012681661
2.459977983	-0.009465681	0.983264772	-0.012791963
2.46838416	-0.004816717	0.992063546	-0.012877101
2.471561519	-0.007245987	1.000869936	-0.012937289
2.477742361	-0.012256911	1.009685736	-0.012972804
2.478326943	-0.008517772	1.018512538	-0.012983981
2.489515957	-0.012054037	1.027351735	-0.01297121
2.498247376	-0.006200268	1.036204524	-0.012934934
2.504632517	-0.00937848	1.045071911	-0.012875649
2.512118121	-0.009204097	1.053954718	-0.012793897
2.519489685	-0.009309879	1.062853595	-0.012690267
2.528560466	-0.009286132	1.07176902	-0.012565391
2.539791424	-0.00323065	1.080701313	-0.012419946
2.542668883	-0.014579683	1.089650643	-0.012254649
2.548650258	-0.009233537	1.098617038	-0.012070255
2.557990426	-0.009209084	1.107600393	-0.011867555
2.564674217	-0.009842721	1.116600477	-0.011647377
2.573280942	-0.007969085	1.125616944	-0.011410582
2.578854498	-0.006338497	1.134649338	-0.011158062
2.584680333	-0.006402532	1.143697106	-0.010890739
2.596669991	-0.00949869	1.1527596	-0.010609563
2.595752653	-0.009227503	1.161836087	-0.010315511
2.606285049	-0.014219015	1.170925759	-0.010009583
2.614503438	-0.006260088	1.180027735	-0.009692804
2.620307384	-0.011800032	1.189141075	-0.009366217
2.629342203	-0.009022285	1.198264779	-0.009030883
2.641234166	-0.008991152	1.207397797	-0.008687882
2.644127893	-0.009056149	1.216539038	-0.008338309
2.647050223	-0.010376325	1.225687373	-0.007983268
2.657148446	-0.012923339	1.234841643	-0.007623877
2.66938526	-0.014764475	1.244000662	-0.00726126
2.674283441	-0.011914894	1.25316323	-0.006896548
2.679221497	-0.010207843	1.26232813	-0.006530879
2.691767046	-0.008632764	1.271494141	-0.006165387
2.691701385	-0.011828484	1.28066004	-0.005801212
2.697750049	-0.011850218	1.289824613	-0.005439486
2.706538231	-0.014618163	1.298986651	-0.005081342
2.720927821	-0.009781225	1.308144969	-0.004727903
2.721701746	-0.012142923	1.317298401	-0.004380283
2.727462269	-0.008772373	1.326445811	-0.004039586
2.734983967	-0.014601034	1.335586099	-0.003706904
2.74381008	-0.012099781	1.344718209	-0.003383312
2.752077456	-0.016739367	1.353841128	-0.003069869
2.757269456	-0.008687372	1.362953901	-0.002767613
2.765971395	-0.01463359	1.372055632	-0.002477563
2.772539794	-0.014089746	1.381145496	-0.002200713
2.774338394	-0.019570787	1.390222739	-0.001938032
2.787066356	-0.014252854	1.399286689	-0.001690461
2.791811802	-0.016658625	1.408336765	-0.001458912
2.801405059	-0.017495716	1.417372479	-0.001244268
2.805784959	-0.011707056	1.426393448	-0.001047376
2.816444336	-0.01574939	1.435399399	-0.000869049
2.819613607	-0.023308143	1.444390179	-0.000710062
2.831505569	-0.017301003	1.45336576	-0.000571155
2.834467235	-0.014431249	1.462326249	-0.000453022
2.842777715	-0.019615318	1.471271894	-0.000356318
2.852348171	-0.017306824	1.480203093	-0.000281651
2.855289495	-0.02323815	1.489120401	-0.000229585
2.866176015	-0.022506571	1.498024537	-0.000200634
2.872829393	-0.018386535	1.506916387	-0.000195258
2.885019402	-0.023179254	1.515797016	-0.00021387
2.888905247	-0.017965604	1.524667667	-0.000256821
2.890028403	-0.019194346	1.533529763	-0.000324407
2.902857346	-0.017408916	1.542384915	-0.000416863
2.910386232	-0.013848755	1.55123491	-0.00053436
2.913826425	-0.020008412	1.560081718	-0.000677001
2.916565634	-0.020194068	1.568927478	-0.00084482
2.92832351	-0.016654266	1.577774485	-0.001037775
2.935783693	-0.023202971	1.586625195	-0.001255748
2.948673198	-0.01623641	1.595482214	-0.001498539
2.950324663	-0.017078869	1.604348265	-0.001765861
2.956223257	-0.021473452	1.613226386	-0.002057336
2.965027019	-0.017192037	1.622120317	-0.002372488
2.971323698	-0.026339	1.631036037	-0.002710737
2.974209122	-0.020011386	1.639935644	-0.003067746
2.980261746	-0.019986788	1.648845031	-0.003445371
2.992361142	-0.01836239	1.657766154	-0.003842655
3.001069124	-0.022841911	1.66670069	-0.00425854
3.006177264	-0.024370515	1.67564998	-0.004691878
3.011847041	-0.023863509	1.684614962	-0.005141425
3.024696768	-0.0197299	1.69359612	-0.005605844
3.024861458	-0.022770507	1.70259344	-0.006083712
3.036028013	-0.019849544	1.711606381	-0.006573521
3.042583525	-0.022733563	1.720633861	-0.007073687
3.055662741	-0.019723518	1.729674269	-0.007582555
3.055399611	-0.019309669	1.738725501	-0.008098408
3.064218951	-0.021370717	1.747785015	-0.00861948
3.072410663	-0.022925197	1.756849917	-0.009143963
3.081236787	-0.022696056	1.765917058	-0.009670025
3.08868981	-0.024482967	1.774983155	-0.010195819
3.093128749	-0.016656354	1.784044917	-0.010719497
3.099989365	-0.021612701	1.793099169	-0.011239227
3.110966693	-0.022415037	1.802142978	-0.011753204
3.118942828	-0.017577487	1.811173754	-0.012259663
3.123148597	-0.022115705	1.820189346	-0.01275689
3.128804638	-0.022389876	1.829188103	-0.013243238
3.134750619	-0.016607307	1.838168916	-0.013717127
3.137839792	-0.019583001	1.847131236	-0.014177062
3.150662204	-0.017404143	1.856075065	-0.014621633
3.161580901	-0.019244819	1.865000933	-0.01504952
3.170426507	-0.019497689	1.873909849	-0.0154595
3.176709096	-0.02068587	1.882803252	-0.015850446
3.18231847	-0.025311635	1.891682945	-0.016221328
3.189226072	-0.021740187	1.900551029	-0.016571215
3.200458267	-0.025365047	1.909442187	-0.016902437
3.205644628	-0.023383074	1.918307416	-0.017210198
3.21500177	-0.019294158	1.927155172	-0.017493957
3.224132299	-0.019170484	1.935989465	-0.017753278
3.22809074	-0.023271052	1.944813821	-0.017987823
3.229986344	-0.019454747	1.953631319	-0.018197341
3.242817943	-0.015745613	1.962444805	-0.018381673
3.250601629	-0.022316411	1.971256937	-0.018540739
3.247724265	-0.019295324	1.980070217	-0.018674536
3.263632046	-0.021278438	1.98888697	-0.018783135
3.269006331	-0.019239607	1.997709337	-0.018866678
3.272215888	-0.018459306	2.006539269	-0.018925369
3.28323089	-0.016314673	2.015378521	-0.018959478
3.297549881	-0.020098568	2.024228654	-0.018969331
3.298166655	-0.013027097	2.033091035	-0.018955313
3.31313006	-0.01317811	2.041966839	-0.018917863
3.317585995	-0.018945324	2.050857057	-0.01885747
3.322272204	-0.016020881	2.0597625	-0.018774672
3.33084373	-0.013014578	2.068683806	-0.018670055
3.336908933	-0.012869612	2.077621449	-0.01854425
3.345684613	-0.022024656	2.086575745	-0.01839793
3.350001315	-0.016385606	2.095546863	-0.018231811
3.360294977	-0.020636711	2.104534831	-0.018046646
3.366684389	-0.017447724	2.113539545	-0.017843225
3.372858229	-0.017091764	2.122560778	-0.017622377
3.382482868	-0.015133657	2.131598187	-0.017384962
3.382371564	-0.015001472	2.140651323	-0.017131872
3.39613773	-0.014218403	2.149719637	-0.016864029
3.400423845	-0.010857576	2.158802487	-0.016582384
3.408265762	-0.012929045	2.16789915	-0.016287915
3.411162884	-0.012821935	2.177008823	-0.015981624
3.426103706	-0.016036534	2.186130634	-0.015664534
3.429308981	-0.012873954	2.195263649	-0.015337691
3.435970405	-0.014549113	2.204406878	-0.015002158
3.443968373	-0.012835575	2.213559279	-0.014659016
3.456489582	-0.01435335	2.222719771	-0.014309359
3.462899862	-0.015269402	2.231887233	-0.013954296
3.471420597	-0.014133631	2.241060514	-0.013594943
3.479617538	-0.021689498	2.25023844	-0.013232428
3.48556352	-0.01573898	2.259419819	-0.012867883
3.486540829	-0.010189973	2.268603443	-0.012502444
3.495437795	-0.014820598	2.277788102	-0.01213725
3.501955531	-0.014503158	2.286972584	-0.011773439
3.507541563	-0.012089148	2.296155682	-0.011412146
3.515293426	-0.012648846	2.305336202	-0.011054504
3.53313137	-0.009614705	2.314512966	-0.010701635
3.534162728	-0.013519509	2.323684819	-0.010354656
3.544926336	-0.008994256	2.332850637	-0.01001467
3.547454402	-0.013873078	2.342009332	-0.009682768
3.556915296	-0.015682996	2.351159855	-0.009360026
3.560080114	-0.018477576	2.360301209	-0.009047502
3.568764476	-0.012507889	2.369432447	-0.008746233
3.576789981	-0.010475077	2.378552688	-0.008457237
3.580442809	-0.018424267	2.387661113	-0.008181507
3.589504562	-0.021437512	2.396756982	-0.007920009
3.6018765	-0.015306507	2.405839635	-0.007673683
3.606939008	-0.013426348	2.414908498	-0.007443439
3.610429128	-0.015058434	2.423963095	-0.007230156
3.619282349	-0.018322585	2.433003053	-0.007034678
3.626825214	-0.012127538	2.442028108	-0.006857814
3.637239765	-0.015010397	2.451038112	-0.006700336
3.637299038	-0.015044215	2.460033046	-0.006562976
3.651023533	-0.016682967	2.46901302	-0.006446426
3.649168833	-0.018085778	2.477978287	-0.006351333
3.661156464	-0.021106018	2.486929244	-0.0062783
3.66791253	-0.018145386	2.495866445	-0.006227882
3.678868181	-0.018166589	2.504790602	-0.006200584
3.684066108	-0.017373031	2.513702594	-0.006196862
3.687041111	-0.018591153	2.522603471	-0.006217114
3.699618849	-0.018112264	2.531494456	-0.006261684
3.705485268	-0.020877701	2.540376951	-0.006330856
3.711870953	-0.016175627	2.549252531	-0.006424852
3.718886317	-0.015977982	2.558122947	-0.006543831
3.727609511	-0.02001196	2.566990119	-0.006687882
3.733305984	-0.020001687	2.575856125	-0.006857024
3.744427736	-0.02112672	2.584723194	-0.007051199
3.745530603	-0.01793926	2.593593695	-0.007270273
3.753132681	-0.023918146	2.602470105	-0.007514028
3.757212992	-0.0217019	2.611355046	-0.007782158
3.773751013	-0.020817047	2.620251323	-0.008074269
3.785414806	-0.023833631	2.629162145	-0.008389866
3.782862588	-0.026480573	2.638091079	-0.008728356
3.792378002	-0.020691637	2.647045863	-0.009089028
3.796804152	-0.01944164	2.655977423	-0.009466407
3.803591927	-0.026695442	2.664919817	-0.009863241
3.811492419	-0.022606041	2.67387461	-0.010278458
3.824484457	-0.026824144	2.682843038	-0.010710893
3.825147688	-0.023772088	2.691825947	-0.011159288
3.832420674	-0.019853872	2.700823746	-0.011622293
3.842322402	-0.029630629	2.709836369	-0.012098475
3.842356252	-0.019255559	2.71886325	-0.012586317
3.857098131	-0.029620814	2.727903318	-0.013084225
3.866106327	-0.026452127	2.736955011	-0.013590542
3.865703596	-0.026425995	2.746016311	-0.014103549
3.877508436	-0.023709256	2.755084805	-0.01462148
3.881274472	-0.026168531	2.764157764	-0.015142532
3.888286093	-0.023608088	2.773232242	-0.015664878
3.895836234	-0.020878844	2.782305185	-0.016186679
3.904111115	-0.028239485	2.791373549	-0.0167061
3.910959938	-0.029266818	2.800434419	-0.017221321
3.922796279	-0.023436358	2.809485121	-0.01773055
3.925566141	-0.029412696	2.818523315	-0.018232039
3.936544527	-0.025814053	2.827547083	-0.01872409
3.943204773	-0.023420537	2.836554978	-0.01920507
3.944039605	-0.027391452	2.84554607	-0.019673421
3.95061494	-0.025564635	2.854519951	-0.020127661
3.957565987	-0.024266219	2.86347673	-0.020566396
3.968038225	-0.030231857	2.872417007	-0.020988323
3.974224733	-0.030131718	2.881341831	-0.021392234
3.982482662	-0.02244592	2.890252647	-0.021777015
3.98822879	-0.026050078	2.89915124	-0.022141651
4.000013463	-0.029443097	2.908075033	-0.02248899
4.002863898	-0.032421733	2.91697111	-0.022813544
4.011671047	-0.032311968	2.925848189	-0.023114679
4.020701843	-0.026132079	2.934710257	-0.023391869
4.026782946	-0.021391652	2.943560848	-0.023644687
4.033950703	-0.023228003	2.952403018	-0.023872805
4.035592031	-0.026144131	2.961239555	-0.024075981
4.050431749	-0.026685252	2.970073133	-0.024254064
4.05456268	-0.02942543	2.97890628	-0.024406981
4.054956275	-0.031683138	2.987741371	-0.024534739
4.073267583	-0.024531676	2.996580614	-0.024637414
4.080183491	-0.024623275	3.005426044	-0.024715155
4.080161656	-0.029007965	3.01427951	-0.024768174
4.090283855	-0.026700745	3.023142678	-0.024796748
4.096183767	-0.025076862	3.032017025	-0.02480121
4.107194766	-0.028937193	3.040903838	-0.024781952
4.114575478	-0.029040939	3.049804225	-0.024739419
4.121783526	-0.028286398	3.05871911	-0.02467411
4.127835669	-0.025908544	3.067649248	-0.024586569
4.131736612	-0.029295266	3.076595224	-0.02447739
4.1466997	-0.027949282	3.085557464	-0.024347211
4.14862236	-0.031722081	3.094536242	-0.024196715
4.160309837	-0.029284644	3.103531689	-0.024026622
4.16292162	-0.026504266	3.112543798	-0.023837696
4.170726782	-0.022041242	3.121572435	-0.023630734
4.180979638	-0.027082211	3.130617347	-0.023406571
4.187189321	-0.022459195	3.139678166	-0.023166075
4.193517912	-0.028666182	3.148754423	-0.022910146
4.208056154	-0.022727156	3.157845551	-0.022639714
4.210973246	-0.028665501	3.166950894	-0.022355736
4.210965785	-0.028742899	3.176069714	-0.022059196
4.225697078	-0.024612362	3.185201197	-0.021751103
4.237718786	-0.022285763	3.194344466	-0.021432486
4.240786991	-0.028587448	3.203498577	-0.021104397
4.246646418	-0.025698775	3.212662537	-0.020767904
4.250428593	-0.026580306	3.221835301	-0.020424093
4.255760088	-0.027816879	3.231015787	-0.020074064
4.270751689	-0.021133837	3.240202876	-0.019718927
4.274902363	-0.022701737	3.249395418	-0.019359804
4.280354957	-0.02447786	3.258592245	-0.018997825
4.289410618	-0.029629594	3.267792168	-0.018634124
4.300162967	-0.019632114	3.276993989	-0.01826984
4.303748783	-0.021347168	3.286196507	-0.017906113
4.313463361	-0.02242515	3.29539852	-0.017544081
4.318000911	-0.025894523	3.304598834	-0.01718488
4.325812492	-0.020336158	3.313796267	-0.016829642
4.329892874	-0.024844893	3.322989657	-0.016479488
4.342048073	-0.024892875	3.332177868	-0.016135532
4.353676799	-0.025790585	3.341359794	-0.015798875
4.353676799	-0.019063908	3.350534364	-0.015470606
4.362684587	-0.019326896	3.359700555	-0.015151795
4.368731813	-0.022306507	3.36885739	-0.014843495
4.377388239	-0.022520597	3.378003949	-0.01454674
4.383406706	-0.022268089	3.387139375	-0.014262539
4.392509287	-0.01923815	3.39626288	-0.013991879
4.404109941	-0.019321941	3.405373751	-0.013735718
4.413136613	-0.018734315	3.414471358	-0.013494987
4.413051102	-0.020113966	3.423555161	-0.013270587
4.41597918	-0.025181139	3.432624717	-0.013063385
4.42792728	-0.019056531	3.441679685	-0.012874215
4.431470007	-0.018693373	3.450719837	-0.012703873
4.445990011	-0.019193817	3.459745063	-0.012553118
4.449928207	-0.020706732	3.468755378	-0.012422668
4.456677323	-0.019725915	3.47775093	-0.0123132
4.469757724	-0.019129239	3.486732005	-0.012225343
4.475608051	-0.019164621	3.495699039	-0.012159684
4.479617062	-0.018435085	3.504652618	-0.012116759
4.483166602	-0.016472433	3.513593486	-0.012097053
4.49043437	-0.02198789	3.522522552	-0.012101
4.502442923	-0.023225953	3.531440891	-0.012128977
4.511157139	-0.015757569	3.540349749	-0.012181302
4.511886731	-0.023208224	3.54925054	-0.012258236
4.521150928	-0.022895863	3.558144849	-0.012359973
4.529018409	-0.016274191	3.567034427	-0.012486642
4.534994953	-0.018928125	3.57592118	-0.012638302
4.543455585	-0.016476979	3.584807164	-0.012814941
4.548070834	-0.021919415	3.59369457	-0.013016467
4.564060699	-0.023692718	3.60258571	-0.01324271
4.565993572	-0.017844494	3.611482984	-0.013493415
4.57543571	-0.019577127	3.62038891	-0.013768238
4.579578063	-0.021851704	3.629306142	-0.014066742
4.588192701	-0.022826803	3.638237354	-0.014388394
4.591702854	-0.021505423	3.647186164	-0.014732555
4.600451544	-0.015753884	3.656158389	-0.015098476
4.607987743	-0.025230712	3.66511321	-0.0154806
4.618304773	-0.021653125	3.674078422	-0.015881716
4.625130741	-0.020916689	3.68305542	-0.016300715
4.628812358	-0.021555503	3.69204526	-0.016736397
4.638443552	-0.019855932	3.701048612	-0.017187469
4.646547421	-0.023690627	3.710065714	-0.017652549
4.650975867	-0.027513574	3.719096347	-0.018130174
4.657623352	-0.017976602	3.728139815	-0.018618802
4.659535659	-0.021004537	3.737194951	-0.019116818
4.674916098	-0.024409055	3.746260137	-0.019622546
4.680722462	-0.021518901	3.755333351	-0.020134254
4.692593442	-0.020971089	3.764412224	-0.02065017
4.694645773	-0.0254802	3.773494129	-0.021168487
4.701580036	-0.022031293	3.782576274	-0.021687382
4.707443747	-0.027365741	3.791655811	-0.022205025
4.717277792	-0.025091221	3.800729942	-0.022719594
4.722896951	-0.02214824	3.809796035	-0.023229287
4.728011884	-0.025696982	3.818851717	-0.023732337
4.733983373	-0.024408768	3.827894962	-0.02422702
4.748218724	-0.023149111	3.83692416	-0.024711671
4.752057551	-0.024384074	3.845938164	-0.025184688
4.763949513	-0.027217809	3.854936315	-0.025644546
4.768030665	-0.023396477	3.863918448	-0.0260898
4.772861149	-0.027339898	3.872884878	-0.026519094
4.784708097	-0.024175004	3.88183637	-0.02693116
4.786541674	-0.028335681	3.8907741	-0.027324828
4.794013457	-0.027490175	3.8996996	-0.02769902
4.805571383	-0.033054824	3.908647955	-0.028056835
4.808380021	-0.024092758	3.917569256	-0.028392437
4.817953974	-0.030832041	3.926471437	-0.028705122
4.828053377	-0.030429201	3.935358074	-0.028994296
4.828206825	-0.028092437	3.944232519	-0.029259468
4.842448354	-0.030398669	3.953097712	-0.029500244
4.843003457	-0.024857659	3.961956359	-0.029716328
4.852804161	-0.025410497	3.970811085	-0.029907507
4.855665234	-0.025717558	3.979664395	-0.030073658
4.863492295	-0.026896745	3.988518661	-0.030214734
4.870972462	-0.029833308	3.997376106	-0.030330765
4.882869141	-0.035761281	4.006238797	-0.030421854
4.886041394	-0.035841385	4.015108627	-0.03048817
4.894340032	-0.031224955	4.023987315	-0.030529948
4.904435436	-0.027584171	4.032876396	-0.030547486
4.909991093	-0.032781453	4.041777228	-0.030541138
4.914525936	-0.03099647	4.050690986	-0.030511316
4.930436992	-0.032727926	4.059618669	-0.030458486
4.928204591	-0.027580775	4.068561103	-0.030383162
4.940782968	-0.037028043	4.077518949	-0.030285911
4.948274936	-0.026735245	4.086492706	-0.030167343
4.954220917	-0.03266566	4.095482721	-0.030028115
4.960227702	-0.033018948	4.104489195	-0.029868925
4.967730749	-0.034586179	4.113512189	-0.029690512
4.975329923	-0.038644373	4.122551637	-0.029493656
4.982881502	-0.031639673	4.131607348	-0.029279169
4.986731761	-0.035430427	4.140679015	-0.029047902
4.993760283	-0.030448143	4.149766226	-0.028800739
5.001589946	-0.03443473	4.158868469	-0.028538592
5.009718577	-0.037290543	4.16798514	-0.028262406
5.016877017	-0.032832934	4.177115547	-0.02797315
5.022535548	-0.032486812	4.186258924	-0.027671821
5.033390615	-0.034781507	4.195414433	-0.027359439
5.042093543	-0.03540696	4.204581171	-0.027037044
5.046215342	-0.035352695	4.213758178	-0.026705697
5.053164129	-0.034426601	4.222944443	-0.026366477
5.061248582	-0.035359793	4.232138913	-0.026020476
5.064234549	-0.029406436	4.241340494	-0.025668801
5.077399613	-0.035434605	4.250548062	-0.025312569
5.076146435	-0.035107292	4.259760465	-0.024952908
5.087736497	-0.038262097	4.268976534	-0.024590951
5.09317147	-0.0303637	4.278195084	-0.024227835
5.108816433	-0.03820691	4.287414926	-0.023864702
5.113428239	-0.038262783	4.296634864	-0.023502692
5.117445577	-0.032238338	4.30585371	-0.023142944
5.125939408	-0.03298732	4.315070285	-0.022786592
5.13949534	-0.034479197	4.324283427	-0.022434764
5.138546339	-0.035047965	4.333491992	-0.02208858
5.144632432	-0.033712248	4.34269487	-0.021749148
5.158216013	-0.035983231	4.35189098	-0.021417563
5.164148065	-0.034192044	4.361079284	-0.021094906
5.171202919	-0.028739038	4.370258788	-0.02078224
5.180168209	-0.03207413	4.379428554	-0.020480608
5.179993351	-0.038020569	4.388587699	-0.020191032
5.195205921	-0.029015587	4.397735409	-0.01991451
5.199463348	-0.032192927	4.406870939	-0.019652015
5.210435827	-0.030049108	4.415993626	-0.019404491
5.215844097	-0.028957229	4.42510289	-0.019172853
5.22773606	-0.028815274	4.434198245	-0.018957984
5.232240602	-0.033389404	4.443279303	-0.018760734
5.235189393	-0.031822339	4.452345784	-0.018581914
5.241939725	-0.031177048	4.46139752	-0.018422302
5.251571766	-0.025897713	4.470434465	-0.018282632
5.256584586	-0.034063401	4.4794567	-0.018163599
5.269330154	-0.03339565	4.488464439	-0.018065852
5.272268713	-0.025621311	4.497458039	-0.017989997
5.282838514	-0.029665864	4.506438003	-0.017936588
5.288975238	-0.026268246	4.515404986	-0.017906132
5.295761324	-0.0270302	4.524359801	-0.017899082
5.301982878	-0.02863306	4.533303422	-0.017915836
5.305858619	-0.030262558	4.542236986	-0.017956736
5.31986714	-0.028340824	4.551161797	-0.018022063
5.325914394	-0.0257784	4.560079321	-0.018112035
5.331492365	-0.023497532	4.568991187	-0.018226805
5.340709706	-0.031653832	4.577899175	-0.018366457
5.34952397	-0.025219708	4.586805216	-0.018531002
5.353975042	-0.026926294	4.595711367	-0.018720377
5.364493631	-0.028612772	4.604619806	-0.018934438
5.370439613	-0.022687937	4.613532809	-0.019172961
5.382331575	-0.02263045	4.622452715	-0.019435632
5.385305948	-0.025338461	4.631381955	-0.019722047
5.394223538	-0.031513733	4.640323058	-0.020031706
5.398914568	-0.023415337	4.649278527	-0.02036401
5.4090969	-0.028574263	4.658251701	-0.020718254
5.415398448	-0.031458297	4.667247812	-0.021093622
5.422622106	-0.023061145	4.676273282	-0.021489192
5.429899426	-0.025614706	4.685265533	-0.02189766
5.437321604	-0.026854318	4.694269183	-0.022323209
5.44173783	-0.02380938	4.703285035	-0.02276458
5.453683352	-0.022277732	4.7123135	-0.023220424
5.462414762	-0.025389227	4.721354563	-0.02368931
5.464698706	-0.02489795	4.730407762	-0.024169725
5.470727175	-0.024902752	4.739472192	-0.024660085
5.484953623	-0.025263693	4.748546513	-0.025158738
5.489084568	-0.028512975	4.757628987	-0.025663977
5.495986672	-0.023210631	4.766717529	-0.026174049
5.505794983	-0.027517063	4.775809781	-0.026687163
5.513364987	-0.025240915	4.784903197	-0.027201508
5.519089147	-0.028224352	4.793995138	-0.027715261
5.525035128	-0.025225287	4.803082979	-0.0282266
5.532683481	-0.02553101	4.812164207	-0.028733721
5.542951325	-0.026866879	4.821236522	-0.029234846
5.55167413	-0.02812291	4.830297921	-0.029728239
5.551792488	-0.025155236	4.839346768	-0.030212213
5.563588306	-0.021923134	4.848381848	-0.030685145
5.568542563	-0.02336446	4.857402398	-0.031145482
5.569734952	-0.028846808	4.866408121	-0.031591746
5.587141921	-0.028359199	4.875399181	-0.032022548
5.591599914	-0.027206224	4.884376181	-0.032436584
5.596161821	-0.02816786	4.893340127	-0.032832644
5.609034036	-0.025912816	4.902292387	-0.033209611
5.611354024	-0.025048923	4.911259572	-0.033571193
5.622026775	-0.023207972	4.920202563	-0.033910929
5.62451733	-0.024693477	4.929127122	-0.034228069
5.638008774	-0.024929522	4.938036865	-0.034521972
5.639437264	-0.024706118	4.946934562	-0.034792102
5.645365267	-0.02583534	4.955822964	-0.035038026
5.655846718	-0.022497887	4.964704701	-0.035259402
5.667738681	-0.028616726	4.973582298	-0.03545598
5.670571842	-0.025029423	4.982458196	-0.035627598
5.677723069	-0.025627899	4.991334728	-0.035774172
5.682169015	-0.025871572	5.00021409	-0.035895698
5.691522607	-0.024789423	5.009098335	-0.035992246
5.704402147	-0.027008417	5.017989354	-0.036063954
5.706300118	-0.027653189	5.026888874	-0.036111027
5.718223198	-0.027890654	5.035798446	-0.036133735
5.723630581	-0.02959288	5.044719448	-0.036132406
5.727023168	-0.030642003	5.053653083	-0.036107426
5.733144476	-0.027652071	5.062600382	-0.036059236
5.744152803	-0.029613525	5.071562204	-0.035988331
5.743319475	-0.030366864	5.080539245	-0.035895252
5.755884179	-0.033052855	5.089532045	-0.035780592
5.759946313	-0.027328532	5.098540988	-0.035644987
5.771617503	-0.027577627	5.107566315	-0.035489116
5.777816133	-0.030756655	5.116608127	-0.035313702
5.786658308	-0.030486339	5.125666396	-0.035119506
5.792846887	-0.02450192	5.13474097	-0.034907328
5.799693986	-0.034105414	5.14383158	-0.034678003
5.804428161	-0.028793907	5.152937851	-0.034432398
5.813500777	-0.02416009	5.162059308	-0.034171413
5.822334197	-0.030185189	5.171195381	-0.033895979
5.834337615	-0.027475036	5.180345412	-0.033607055
5.836331906	-0.028497518	5.189508665	-0.033305626
5.838411345	-0.032331108	5.198684333	-0.032992703
5.853598312	-0.030234059	5.207871544	-0.032669312
5.858010085	-0.03029954	5.217069367	-0.032336506
5.864188576	-0.031932266	5.226276814	-0.031995357
5.874043055	-0.03010238	5.235492857	-0.031646946
5.881701337	-0.033115679	5.244716431	-0.031292373
5.878290744	-0.036201567	5.25394643	-0.030932749
