exp: x/lambda	exp: y/lambda	theory: x/lambda	theory: y/lambda
		12.05942952	-0.033698122
		12.06842146	-0.033698122
		12.0774134	-0.033698121
		12.08640535	-0.03369812
		12.09539729	-0.03369812
		12.10438923	-0.033698119
		12.11338117	-0.033698118
		12.12237312	-0.033698117
		12.13136506	-0.033698117
		12.140357	-0.033698116
		12.14934894	-0.033698116
		12.15834089	-0.033698115
		12.16733283	-0.033698114
		12.17632477	-0.033698114
		12.18531671	-0.033698113
		12.19430866	-0.033698112
		12.2033006	-0.033698112
		12.21229254	-0.033698111
		12.22128448	-0.033698111
		12.23027643	-0.03369811
		12.23926837	-0.033698109
		12.24826031	-0.033698109
		12.25725225	-0.033698108
		12.2662442	-0.033698108
		12.27523614	-0.033698107
		12.28422808	-0.033698107
		12.29322002	-0.033698106
		12.30221197	-0.033698106
		12.31120391	-0.033698105
		12.32019585	-0.033698105
		12.32918779	-0.033698104
		12.33817974	-0.033698104
		12.34717168	-0.033698103
		12.35616362	-0.033698102
		12.36515556	-0.033698102
		12.37414751	-0.033698101
		12.38313945	-0.033698101
		12.39213139	-0.0336981
		12.40112333	-0.0336981
		12.41011528	-0.033698099
		12.41910722	-0.033698099
		12.42809916	-0.033698098
		12.4370911	-0.033698098
		12.44608304	-0.033698098
		12.45507499	-0.033698097
		12.46406693	-0.033698097
		12.47305887	-0.033698096
		12.48205081	-0.033698096
		12.49104276	-0.033698095
		12.5000347	-0.033698095
		12.50902664	-0.033698094
		12.51801858	-0.033698094
		12.52701053	-0.033698093
		12.53600247	-0.033698093
		12.54499441	-0.033698092
		12.55398635	-0.033698092
		12.5629783	-0.033698091
		12.57197024	-0.033698091
		12.58096218	-0.03369809
		12.58995412	-0.03369809
		12.59894607	-0.033698089
		12.60793801	-0.033698089
		12.61692995	-0.033698088
		12.62592189	-0.033698088
		12.63491383	-0.033698087
		12.64390578	-0.033698087
		12.65289772	-0.033698087
		12.66188966	-0.033698086
		12.6708816	-0.033698086
		12.67987355	-0.033698085
		12.68886549	-0.033698085
		12.69785743	-0.033698084
		12.70684937	-0.033698084
		12.71584132	-0.033698083
		12.72483326	-0.033698083
		12.7338252	-0.033698082
		12.74281714	-0.033698082
		12.75180909	-0.033698081
		12.76080103	-0.033698081
		12.76979297	-0.03369808
		12.77878491	-0.03369808
		12.78777685	-0.033698079
		12.7967688	-0.033698079
		12.80576074	-0.033698079
		12.81475268	-0.033698078
		12.82374462	-0.033698078
		12.83273657	-0.033698077
		12.84172851	-0.033698077
		12.85072045	-0.033698076
		12.85971239	-0.033698076
		12.86870434	-0.033698075
		12.87769628	-0.033698075
		12.88668822	-0.033698075
		12.89568016	-0.033698074
		12.9046721	-0.033698074
		12.91366405	-0.033698073
		12.92265599	-0.033698073
		12.93164793	-0.033698072
		12.94063987	-0.033698072
		12.94963182	-0.033698072
		12.95862376	-0.033698071
		12.9676157	-0.033698071
		12.97660764	-0.033698071
		12.98559959	-0.03369807
		12.99459153	-0.03369807
		13.00358347	-0.033698069
		13.01257541	-0.033698069
		13.02156735	-0.033698069
		13.0305593	-0.033698068
		13.03955124	-0.033698068
		13.04854318	-0.033698068
		13.05753512	-0.033698067
		13.06652707	-0.033698067
		13.07551901	-0.033698067
		13.08451095	-0.033698066
		13.09350289	-0.033698066
		13.10249483	-0.033698066
		13.11148678	-0.033698065
		13.12047872	-0.033698065
		13.12947066	-0.033698065
		13.1384626	-0.033698065
		13.14745455	-0.033698064
		13.15644649	-0.033698064
		13.16543843	-0.033698064
		13.17443037	-0.033698063
		13.18342231	-0.033698063
		13.19241426	-0.033698063
		13.2014062	-0.033698063
		13.21039814	-0.033698062
		13.21939008	-0.033698062
		13.22838202	-0.033698062
		13.23737397	-0.033698062
		13.24636591	-0.033698062
		13.25535785	-0.033698061
		13.26434979	-0.033698061
		13.27334173	-0.033698061
		13.28233368	-0.033698061
		13.29132562	-0.03369806
		13.30031756	-0.03369806
		13.3093095	-0.03369806
		13.31830145	-0.03369806
		13.32729339	-0.03369806
		13.33628533	-0.033698059
		13.34527727	-0.033698059
		13.35426921	-0.033698059
		13.36326116	-0.033698059
		13.3722531	-0.033698059
		13.38124504	-0.033698058
		13.39023698	-0.033698058
		13.39922892	-0.033698058
		13.40822087	-0.033698058
		13.41721281	-0.033698058
		13.42620475	-0.033698057
		13.43519669	-0.033698057
		13.44418863	-0.033698057
		13.45318058	-0.033698057
		13.46217252	-0.033698057
		13.47116446	-0.033698057
		13.4801564	-0.033698056
		13.48914834	-0.033698056
		13.49814029	-0.033698056
		13.50713223	-0.033698056
		13.51612417	-0.033698056
		13.52511611	-0.033698055
		13.53410805	-0.033698055
		13.5431	-0.033698055
		13.55209194	-0.033698055
		13.56108388	-0.033698055
		13.57007582	-0.033698054
		13.57906777	-0.033698054
		13.58805971	-0.033698054
		13.59705165	-0.033698054
		13.60604359	-0.033698053
		13.61503553	-0.033698053
		13.62402748	-0.033698053
		13.63301942	-0.033698053
		13.64201136	-0.033698053
		13.6510033	-0.033698052
		13.65999524	-0.033698052
		13.66898719	-0.033698052
		13.67797913	-0.033698052
		13.68697107	-0.033698051
		13.69596301	-0.033698051
		13.70495495	-0.033698051
		13.7139469	-0.033698051
		13.72293884	-0.033698051
		13.73193078	-0.03369805
		13.74092272	-0.03369805
		13.74991467	-0.03369805
		13.75890661	-0.03369805
		13.76789855	-0.033698049
		13.77689049	-0.033698049
		13.78588243	-0.033698049
		13.79487438	-0.033698049
		13.80386632	-0.033698049
		13.81285826	-0.033698048
		13.8218502	-0.033698048
		13.83084214	-0.033698048
		13.83983409	-0.033698048
		13.84882603	-0.033698047
		13.85781797	-0.033698047
		13.86680991	-0.033698047
		13.87580185	-0.033698047
		13.8847938	-0.033698047
		13.89378574	-0.033698046
		13.90277768	-0.033698046
		13.91176962	-0.033698046
		13.92076156	-0.033698046
		13.92975351	-0.033698046
