exp: x/lambda	exp: y/lambda	exp: z/lambda	theory: x/lambda	theory: y/lambda	theory: z/lambda
3.789802718	-0.003730918	0.027854443	2.5749763	-0.003733686	0.033535937
3.796631323	-0.00389724	0.028040092	2.584293734	-0.003726521	0.033539258
3.80613638	-0.006227136	0.026850907	2.593610842	-0.003719696	0.033542396
3.81501736	-0.004748012	0.025702534	2.602927597	-0.003713115	0.033545367
3.823459082	-0.005174555	0.024583759	2.61224407	-0.003706827	0.033548179
3.83172592	-0.003617638	0.027000245	2.621560279	-0.003700728	0.033550853
3.839786965	-0.004175373	0.030090284	2.630876179	-0.00369491	0.033553379
3.848663012	-0.003751975	0.030726768	2.640191797	-0.003689304	0.033555774
3.85767239	-0.004013855	0.030409947	2.649507288	-0.003683891	0.033558063
3.865468358	-0.003863373	0.029396684	2.658822418	-0.003678735	0.033560216
3.874862179	-0.006374524	0.028011647	2.66813742	-0.003673721	0.033562278
3.881885922	-0.004664663	0.026801866	2.677452083	-0.003668975	0.033564215
3.889985504	-0.004247444	0.02540678	2.686766669	-0.003664301	0.033566081
3.898258557	-0.003474811	0.025410543	2.696080982	-0.003659886	0.033567838
3.906051841	-0.003026174	0.025918598	2.705395156	-0.003655553	0.033569524
3.915332053	-0.002720732	0.025917682	2.714709109	-0.003651452	0.033571115
3.924748156	-0.004611898	0.025921462	2.72402292	-0.003647432	0.033572641
3.932453204	-0.004678748	0.028162272	2.733336543	-0.003643612	0.033574085
3.939731856	-0.003075558	0.030279075	2.742650017	-0.003639881	0.033575466
3.947301397	-0.003949853	0.030178627	2.751963316	-0.003636329	0.033576776
3.956061694	-0.002640462	0.02818481	2.761276539	-0.003632843	0.033578037
3.965357904	-0.004363402	#VALUE!	2.770589548	-0.003629547	0.033579226
3.973614532	-0.004028142	#VALUE!	2.77990249	-0.003626307	0.033580372
3.981644009	-0.003028112	#VALUE!	2.789215176	-0.003623265	0.033581445
3.989428472	-0.004280014	#VALUE!	2.798527839	-0.003620273	0.033582484
3.99738192	-0.004253884	#VALUE!	2.807840329	-0.003617439	0.033583465
			2.817152745	-0.003614654	0.03358441
			2.82646499	-0.003612014	0.033585303
			2.835777207	-0.003609406	0.033586168
			2.845089238	-0.003606938	0.033586982
			2.854401203	-0.003604542	0.033587764
			2.863713048	-0.003602259	0.033588507
			2.873024805	-0.003600053	0.033589216
			2.882336495	-0.003597916	0.033589898
			2.891648077	-0.003595859	0.033590546
			2.900959597	-0.003593862	0.03359117
			2.910271043	-0.003591931	0.033591766
			2.919582432	-0.003590053	0.03359234
			2.928893729	-0.003588249	0.033592887
			2.938204963	-0.003586489	0.033593413
			2.947516128	-0.0035848	0.033593915
			2.956827239	-0.003583153	0.033594398
			2.966138292	-0.003581567	0.033594861
			2.975449271	-0.003580025	0.033595304
			2.984760217	-0.003578534	0.03359573
			2.994071092	-0.003577091	0.033596139
			3.003381933	-0.003575691	0.033596532
			3.012692705	-0.003574346	0.033596907
			3.02200344	-0.003573043	0.033597268
			3.031314116	-0.003571779	0.033597614
			3.040624735	-0.003570567	0.033597944
			3.049935337	-0.003569377	0.033598265
			3.059245863	-0.003568239	0.033598569
			3.068556365	-0.003567133	0.033598863
			3.077866829	-0.003566064	0.033599146
			3.087177252	-0.003565032	0.033599416
			3.096487646	-0.003564024	0.033599678
			3.105798004	-0.003563053	0.033599929
			3.115108321	-0.003562114	0.03360017
			3.124418611	-0.003561198	0.033600402
			3.133728861	-0.003560315	0.033600625
			3.143039088	-0.00355945	0.033600841
			3.15234928	-0.003558618	0.033601047
			3.161659455	-0.0035578	0.033601248
			3.170969596	-0.003557016	0.03360144
			3.180279717	-0.003556246	0.033601626
			3.189589813	-0.003555504	0.033601805
			3.198899876	-0.003554782	0.033601977
			3.208209923	-0.003554077	0.033602143
			3.21751994	-0.003553396	0.033602303
			3.226829949	-0.003552732	0.033602458
			3.236139922	-0.00355209	0.033602607
			3.245449884	-0.003551462	0.033602751
			3.254759813	-0.003550857	0.033602889
			3.264069738	-0.003550264	0.033603024
			3.273379631	-0.003549695	0.033603153
			3.282689512	-0.00354914	0.033603277
			3.291999374	-0.003548599	0.033603397
			3.301309224	-0.003548072	0.033603514
			3.310619054	-0.003547558	0.033603626
			3.319928865	-0.003547066	0.033603734
			3.329238666	-0.003546579	0.03360384
			3.338548441	-0.003546117	0.03360394
			3.347858215	-0.003545656	0.033604038
			3.35716796	-0.003545218	0.033604132
			3.366477701	-0.003544787	0.033604223
			3.375787427	-0.003544371	0.033604311
			3.385097141	-0.003543964	0.033604397
			3.394406848	-0.003543568	0.033604479
			3.403716538	-0.003543182	0.033604559
			3.41302622	-0.003542806	0.033604637
			3.422335885	-0.003542443	0.033604711
			3.431645543	-0.003542086	0.033604784
			3.440955191	-0.003541741	0.033604854
			3.450264827	-0.003541402	0.033604922
			3.459574447	-0.003541076	0.033604987
			3.468884064	-0.003540753	0.033605051
			3.478193665	-0.003540444	0.033605112
			3.487503265	-0.003540137	0.033605172
			3.496812846	-0.003539843	0.033605229
			3.506122428	-0.003539551	0.033605285
			3.515431997	-0.00353927	0.033605339
			3.524741555	-0.003539	0.033605391
			3.534051106	-0.003538736	0.033605442
			3.543360649	-0.003538478	0.033605491
			3.552670184	-0.003538227	0.033605538
			3.561979717	-0.00353798	0.033605584
			3.571289236	-0.003537741	0.033605629
			3.580598757	-0.003537506	0.033605673
			3.589908267	-0.003537277	0.033605715
			3.599217774	-0.003537051	0.033605756
			3.608527272	-0.003536834	0.033605796
			3.61783677	-0.003536616	0.033605835
			3.627146255	-0.003536409	0.033605872
			3.63645574	-0.003536205	0.033605909
			3.645765215	-0.003536007	0.033605944
			3.65507469	-0.003535812	0.033605979
			3.664384155	-0.003535624	0.033606012
			3.673693621	-0.003535437	0.033606045
			3.683003074	-0.003535257	0.033606076
			3.692312531	-0.003535078	0.033606108
			3.701621976	-0.003534905	0.033606137
			3.710931421	-0.003534737	0.033606166
			3.720240858	-0.003534572	0.033606194
			3.729550294	-0.003534411	0.033606222
			3.738859728	-0.003534252	0.033606249
			3.748169152	-0.003534102	0.033606274
			3.757478578	-0.003533949	0.0336063
			3.766787993	-0.003533806	0.033606324
			3.776097409	-0.003533661	0.033606348
			3.785406817	-0.003533523	0.033606371
			3.794716225	-0.003533385	0.033606394
			3.804025629	-0.003533252	0.033606416
			3.813335031	-0.003533119	0.033606437
			3.82264443	-0.003532992	0.033606458
			3.831953824	-0.003532865	0.033606478
			3.841263216	-0.003532742	0.033606498
			3.850572602	-0.003532624	0.033606517
			3.859881988	-0.003532507	0.033606535
			3.869191369	-0.003532393	0.033606554
			3.878500748	-0.003532281	0.033606571
			3.887810124	-0.003532173	0.033606588
			3.897119499	-0.003532064	0.033606605
			3.906428868	-0.003531961	0.033606621
			3.91573824	-0.003531856	0.033606637
			3.925047603	-0.003531758	0.033606653
			3.93435697	-0.003531657	0.033606668
			3.943666331	-0.003531563	0.033606683
			3.952975693	-0.003531466	0.033606697
			3.962285048	-0.003531376	0.033606711
			3.971594406	-0.003531283	0.033606725
			3.980903756	-0.003531198	0.033606738
			3.990213109	-0.003531109	0.033606751
			3.999522455	-0.003531026	0.033606763
			4.008831804	-0.003530942	0.033606776
			4.018141147	-0.003530862	0.033606788
			4.027450493	-0.003530781	0.0336068
			4.036759833	-0.003530704	0.033606811
			4.046069173	-0.003530627	0.033606822
			4.05537851	-0.003530553	0.033606833
			4.064687847	-0.003530479	0.033606844
			4.073997183	-0.003530406	0.033606854
			4.083306515	-0.003530336	0.033606864
			4.092615846	-0.003530266	0.033606874
			4.101925177	-0.003530198	0.033606884
			4.111234504	-0.003530132	0.033606893
			4.120543832	-0.003530067	0.033606902
			4.129853158	-0.003530003	0.033606911
			4.13916248	-0.003529941	0.03360692
			4.148471803	-0.003529879	0.033606929
			4.157781124	-0.00352982	0.033606937
			4.167090445	-0.003529761	0.033606945
			4.176399761	-0.003529705	0.033606953
			4.185709078	-0.003529648	0.033606961
			4.195018391	-0.003529595	0.033606968
			4.204327707	-0.00352954	0.033606975
			4.213637018	-0.003529489	0.033606982
			4.222946331	-0.003529436	0.03360699
			4.23225564	-0.003529386	0.033606996
			4.241564952	-0.003529335	0.033607003
			4.250874261	-0.003529286	0.03360701
			4.260183569	-0.003529238	0.033607016
			4.269492876	-0.003529191	0.033607022
			4.278802182	-0.003529145	0.033607029
			4.288111487	-0.003529099	0.033607035
			4.297420791	-0.003529055	0.03360704
			4.306730093	-0.003529011	0.033607046
			4.316039396	-0.003528968	0.033607052
			4.325348697	-0.003528926	0.033607057
			4.334657998	-0.003528884	0.033607063
			4.343967297	-0.003528844	0.033607068
			4.353276596	-0.003528803	0.033607073
			4.362585894	-0.003528764	0.033607078
			4.371895192	-0.003528725	0.033607083
			4.38120449	-0.003528686	0.033607088
			4.390513785	-0.003528649	0.033607093
			4.399823081	-0.003528611	0.033607097
			4.409132375	-0.003528577	0.033607102
			4.418441669	-0.00352854	0.033607106
			4.427750962	-0.003528506	0.033607111
			4.437060255	-0.003528471	0.033607115
			4.446369546	-0.003528438	0.033607119
			4.455678838	-0.003528404	0.033607123
			4.464988129	-0.003528372	0.033607127
			4.474297419	-0.00352834	0.033607131
			4.483606709	-0.003528309	0.033607135
			4.492915997	-0.003528278	0.033607139
			4.502225285	-0.003528248	0.033607142
			4.511534572	-0.003528219	0.033607146
			4.520843858	-0.00352819	0.033607149
			4.530153144	-0.003528162	0.033607153
			4.539462429	-0.003528134	0.033607156
			4.548771714	-0.003528106	0.033607159
			4.558080998	-0.003528079	0.033607163
			4.567390282	-0.003528053	0.033607166
			4.576699565	-0.003528027	0.033607169
			4.586008847	-0.003528001	0.033607172
			4.59531813	-0.003527976	0.033607175
			4.604627412	-0.003527951	0.033607178
			4.613936693	-0.003527927	0.033607181
			4.623245974	-0.003527902	0.033607183
			4.632555255	-0.003527879	0.033607186
			4.641864534	-0.003527856	0.033607189
			4.651173814	-0.003527832	0.033607192
			4.660483093	-0.00352781	0.033607194
			4.669792372	-0.003527788	0.033607197
			4.679101651	-0.003527767	0.033607199
			4.688410929	-0.003527745	0.033607202
			4.697720206	-0.003527724	0.033607204
			4.707029483	-0.003527704	0.033607206
			4.71633876	-0.003527683	0.033607209
			4.725648036	-0.003527663	0.033607211
			4.734957312	-0.003527643	0.033607213
			4.744266587	-0.003527624	0.033607215
			4.753575863	-0.003527605	0.033607217
			4.762885138	-0.003527586	0.033607219
			4.772194413	-0.003527568	0.033607221
			4.781503687	-0.003527549	0.033607223
			4.790812961	-0.003527531	0.033607225
			4.800122235	-0.003527513	0.033607227
			4.809431509	-0.003527496	0.033607229
			4.818740782	-0.003527478	0.033607231
			4.828050055	-0.003527462	0.033607233
			4.837359327	-0.003527445	0.033607235
			4.846668599	-0.003527429	0.033607237
			4.85597787	-0.003527413	0.033607238
			4.865287142	-0.003527397	0.03360724
			4.874596413	-0.003527382	0.033607242
			4.883905684	-0.003527367	0.033607243
			4.893214955	-0.003527352	0.033607245
			4.902524225	-0.003527337	0.033607246
			4.911833495	-0.003527323	0.033607248
			4.921142765	-0.003527308	0.033607249
			4.930452034	-0.003527294	0.033607251
			4.939761304	-0.00352728	0.033607252
			4.949070573	-0.003527267	0.033607254
			4.958379842	-0.003527253	0.033607255
			4.967689111	-0.00352724	0.033607257
			4.97699838	-0.003527226	0.033607258
			4.986307648	-0.003527213	0.033607259
			4.995616916	-0.003527201	0.033607261
			5.004926184	-0.003527188	0.033607262
			5.014235451	-0.003527176	0.033607263
			5.023544719	-0.003527163	0.033607264
			5.032853986	-0.003527152	0.033607266
			5.042163254	-0.00352714	0.033607267
			5.05147252	-0.003527128	0.033607268
			5.060781787	-0.003527116	0.033607269
			5.070091054	-0.003527105	0.03360727
			5.07940032	-0.003527094	0.033607271
			5.088709587	-0.003527083	0.033607272
			5.098018853	-0.003527072	0.033607273
			5.107328119	-0.003527062	0.033607275
			5.116637385	-0.003527051	0.033607276
			5.12594665	-0.003527041	0.033607277
			5.135255916	-0.00352703	0.033607278
			5.144565181	-0.00352702	0.033607279
			5.153874446	-0.00352701	0.03360728
			5.163183711	-0.003527001	0.033607281
			5.172492976	-0.003526991	0.033607282
			5.18180224	-0.003526981	0.033607282
			5.191111505	-0.003526972	0.033607283
			5.200420769	-0.003526963	0.033607284
			5.209730033	-0.003526954	0.033607285
			5.219039297	-0.003526945	0.033607286
			5.228348561	-0.003526936	0.033607287
			5.237657824	-0.003526928	0.033607288
			5.246967088	-0.003526919	0.033607288
			5.256276351	-0.003526911	0.033607289
			5.265585614	-0.003526902	0.03360729
			5.274894877	-0.003526894	0.033607291
			5.28420414	-0.003526886	0.033607292
			5.293513403	-0.003526878	0.033607292
