exp: x/lambda	exp: y/lambda	exp: z/lambda	theory: x/lambda	theory: y/lambda	theory: z/lambda
0.770845217	-0.000925797	0.028710394	-0.831061144	-8.08E-05	0.033353662
0.780078703	-0.001113589	0.02879401	-0.821770625	-8.32E-05	0.033354474
0.78731783	-0.002505208	0.028738453	-0.812480269	-8.58E-05	0.033355332
0.79499886	-0.002130141	0.028992814	-0.803189976	-8.85E-05	0.033356224
0.804419333	-0.002413049	0.029866645	-0.793899822	-9.12E-05	0.033357162
0.810915891	-0.002000399	0.030224676	-0.784609775	-9.41E-05	0.033358145
0.817909513	-0.00272977	0.030479388	-0.775319835	-9.71E-05	0.033359171
0.826854167	-0.002774309	0.030256423	-0.766030048	-0.00010014	0.03336025
0.836359728	-0.002496677	0.029089463	-0.75674036	-0.000103322	0.033361378
0.842587828	-0.00278578	0.028177408	-0.747450833	-0.000106621	0.033362563
0.851503026	-0.002706979	0.026871848	-0.738161495	-0.000110094	0.033363816
0.859461082	-0.003876566	0.026372245	-0.72887228	-0.000113664	0.033365124
0.867167093	-0.002529027	0.027549512	-0.719583227	-0.000117396	0.033366501
0.87503902	-0.003382253	0.028324547	-0.71029432	-0.000121228	0.033367941
0.884043628	-0.002978198	0.028737677	-0.701005613	-0.000125243	0.03336946
0.892583557	-0.002760992	0.029340265	-0.69171708	-0.000129373	0.033371052
0.900736171	-0.003667915	0.030054979	-0.682428719	-0.000133688	0.033372727
0.90870514	-0.003283631	0.030289644	-0.673140591	-0.000138143	0.03337449
0.918017475	-0.003344222	0.030238923	-0.663852626	-0.000142798	0.033376342
0.923487841	-0.003143134	0.030252104	-0.654564854	-0.000147583	0.033378283
0.932033551	-0.003720819	0.031767578	-0.645277311	-0.000152597	0.033380332
0.940618133	-0.004679411	0.032250343	-0.635990121	-0.000157849	0.033382507
0.9489195	-0.002923729	0.032283243	-0.626703009	-0.000163262	0.033384774
0.95619817	-0.002854029	0.031896764	-0.617416332	-0.000168921	0.033387186
0.965226784	-0.003277131	0.031296641	-0.608129779	-0.000174771	0.033389709
0.974169973	-0.004976379	0.03062726	-0.598843579	-0.000180864	0.033392379
0.981681389	-0.003280235	0.029956458	-0.589557593	-0.000187156	0.033395181
0.989928359	-0.00420651	0.029277496	-0.580271949	-0.00019374	0.033398147
0.998100021	-0.003652093	0.031690998	-0.570986605	-0.000200547	0.03340127
1.005910334	-0.003238256	0.031510266	-0.56170151	-0.000207632	0.033404559
1.015230819	-0.004330477	0.031294588	-0.552416841	-0.000214994	0.033408041
1.023353152	-0.002190307	0.0313911	-0.543132468	-0.000222672	0.033411715
1.030711347	-0.003324234	0.03160596	-0.533848374	-0.000230584	0.033415576
1.038094221	-0.003384743	0.031661807	-0.524564786	-0.000238894	0.033419684
1.04688343	-0.004829781	0.031631238	-0.515281588	-0.00024753	0.033424024
1.055543997	-0.001923605	0.03240092	-0.505998888	-0.000256533	0.033428626
1.064238202	-0.005129286	0.032755362	-0.496716583	-0.000265898	0.03343349
1.071439327	-0.003685895	0.031807156	-0.487434754	-0.000275685	0.033438646
1.081009195	-0.003178231	0.031126177	-0.478153443	-0.000285932	0.033444119
1.089403793	-0.003415172	0.032762422	-0.468872693	-0.000296535	0.033449916
1.098168837	-0.003338503	0.033939129	-0.459592496	-0.000307636	0.033456071
1.105005422	-0.002519102	0.03365079	-0.450312798	-0.000319134	0.033462583
1.111862901	-0.005473276	0.033361569	-0.44103374	-0.000331181	0.033469506
1.119930789	-0.003064399	0.033332223	-0.431755344	-0.00034366	0.033476853
1.130103601	-0.003302572	0.033753496	-0.422477462	-0.000356722	0.033484643
1.13669575	-0.004523092	0.034250603	-0.413200334	-0.000370205	0.033492913
1.14565777	-0.003607948	0.034914924	-0.403923908	-0.000384363	0.033501716
1.153454087	-0.001053033	0.035404952	-0.394648216	-0.000399077	0.033511068
1.161180066	-0.002704353	0.035890559	-0.385373577	-0.000414614	0.033521086
1.169425962	-0.004173466	0.036755352	-0.37609932	-0.000430526	0.033531639
1.176719108	-0.003460633	0.037597723	-0.366826075	-0.000447301	0.033542931
1.186546489	-0.00358683	0.038629669	-0.357553573	-0.000464584	0.033554901
1.193601072	-0.002495641	0.039370452	-0.348282217	-0.000482804	0.033567723
1.201299731	-0.003290888	0.038916398	-0.339011684	-0.000501553	0.033581327
1.210316755	-0.002528725	0.037956656	-0.329742181	-0.000521207	0.033595858
1.21972713	-0.003903333	0.035566344	-0.320473652	-0.000541491	0.033611311
1.228530477	-0.002668349	0.033489445	-0.31120625	-0.000562763	0.033627834
1.235573052	-0.003345655	0.034287929	-0.301940039	-0.000584725	0.033645443
1.243729559	-0.002599175	0.035212709	-0.292674985	-0.000607652	0.033664257
1.252149838	-0.001952127	0.035472901	-0.28341126	-0.000631382	0.033684339
1.261191051	-0.001252226	0.03586249	-0.274148577	-0.000656191	0.033705783
1.269288987	-0.003121314	0.036490376	-0.264887296	-0.000681798	0.033728678
1.276815044	-0.002590618	0.036596423	-0.255627244	-0.000708357	0.033753125
1.284510183	-0.000424907	0.035560898	-0.246368502	-0.000735912	0.033779241
1.293731294	-0.00342326	0.035335448	-0.237111339	-0.000764519	0.033807189
1.30157382	-0.002871531	0.037780453	-0.22785577	-0.00079419	0.033837099
1.311211019	-0.00159459	0.03960138	-0.218601554	-0.000824881	0.033869045
1.318478133	-0.000921639	0.037167031	-0.209348766	-0.000856535	0.033903167
1.327471081	0.000647519	0.0346183	-0.200097772	-0.000889289	0.0339397
1.334113422	-0.000724709	0.037328137	-0.190848191	-0.000922877	0.033978692
1.342898894	-0.000217564	0.040636018	-0.18160038	-0.000957702	0.034020432
1.352692902	-0.001592638	0.038167355	-0.172353873	-0.000993223	0.034064928
1.360584484	-8.90138E-05	0.037145075	-0.163109621	-0.00102998	0.034112631
1.368433729	2.75191E-05	0.036765115	-0.153866431	-0.001067364	0.034163404
1.376026046	0.000117541	0.036397592	-0.14462593	-0.001105983	0.034217862
1.383734855	0.000496223	0.037274035	-0.135385974	-0.001144871	0.034275635
1.392459595	-0.00018003	0.038277734	-0.126148557	-0.001184895	0.034337476
1.40026057	0.000211236	0.038453244	-0.116911746	-0.001224486	0.034402922
1.408534213	0.000986075	0.037974041	-0.107677332	-0.001265429	0.034472896
1.418727355	4.4881E-05	0.036621588	-0.098443194	-0.001305631	0.034546752
1.42454154	-0.00075892	0.03625468	-0.089210633	-0.001346549	0.034625285
1.43329018	0.000614861	0.03661551	-0.079979061	-0.001386567	0.034708218
1.440092649	0.000430353	0.036896072	-0.070749123	-0.001426945	0.034796191
1.450817018	0.001313009	0.036938026	-0.061518435	-0.001465479	0.034888315
1.45726251	-2.35276E-05	0.036992385	-0.052288419	-0.001503642	0.034985447
1.46611196	0.001740165	0.037204922	-0.04305921	-0.001539963	0.035087402
1.476024464	-4.07489E-05	0.03728704	-0.033828611	-0.001574509	0.035193815
1.482988548	0.002040575	0.035705758	-0.024598456	-0.00160732	0.035305232
1.492737493	0.000841293	0.034276391	-0.015367603	-0.00163782	0.035421311
1.499783692	0.001596985	0.034443364	-0.006135828	-0.001664899	0.035541767
1.506512339	0.000795485	0.034473498	0.003097594	-0.001688815	0.035666497
1.517452379	0.003030717	0.033991217	0.012332889	-0.001709153	0.035795358
1.524386105	0.001510665	0.033728294	0.021569004	-0.001725961	0.035928608
1.532079713	0.000348424	0.033496092	0.030808859	-0.001738086	0.036065041
1.540508673	-0.000533827	0.032370983	0.040048575	-0.001746327	0.036205948
1.548255934	-0.000107494	0.031229338	0.049293251	-0.001748452	0.03634906
1.557003558	-0.001208729	0.030193253	0.058541722	-0.001745981	0.036494999
1.564254022	0.001215818	0.029657505	0.067793005	-0.0017373	0.036643383
1.573330325	1.28E-07	0.029420457	0.077048576	-0.001722924	0.036793677
1.58311001	-0.000671166	0.03060108	0.086307137	-0.001702122	0.036945816
1.58966207	0.000424741	0.03150063	0.09557096	-0.001674529	0.037098606
1.598791291	-0.000364809	0.033163181	0.104844038	-0.001638245	0.037249634
1.606220877	0.000744258	0.032151824	0.11411844	-0.001596116	0.037402256
1.614049664	-0.002411751	0.031086125	0.123401112	-0.001544916	0.037552356
1.62195505	-0.000527977	0.030657304	0.132687009	-0.001487956	0.037702587
1.629529307	-0.00114986	0.030391515	0.141982096	-0.001420836	0.037848442
1.638510469	-0.001707106	0.030076357	0.151281221	-0.001347167	0.037992764
1.645119428	-0.001475009	0.029045295	0.160588455	-0.001263508	0.038131957
1.65358718	-0.00075381	0.029751211	0.169904559	-0.001171294	0.038265561
1.663611603	-0.001965424	0.0305869	0.17922433	-0.001070286	0.038394946
1.670943722	-0.002468389	0.030417928	0.188553645	-0.000960675	0.0385169
1.679965551	-0.001558595	0.028310012	0.197890208	-0.000841945	0.038631376
1.687574872	-0.001522837	0.027227991	0.20723352	-0.000715499	0.038738417
1.696257234	-0.002743065	0.026959891	0.216586086	-0.000581249	0.038835884
1.702994699	-0.003996832	0.027310563	0.225943172	-0.000437197	0.03892412
1.712371346	-0.003471273	0.02831482	0.235306936	-0.000287385	0.039003189
1.719856356	-0.001976405	0.028527971	0.244683352	-0.000126036	0.039065781
1.72907496	-0.002564799	0.028725751	0.254062125	4.07E-05	0.039119515
1.735126955	-0.004176628	0.028816061	0.263453738	0.000218872	0.03915388
1.744534872	-0.00242491	0.02878456	0.272853071	0.000402569	0.039173594
1.751671183	-0.003578803	0.029026929	0.282256972	0.000596196	0.039176571
1.761950689	-0.003253853	0.029887959	0.291670827	0.000795304	0.039160524
1.770768701	-0.003266641	0.029913395	0.301092108	0.001001738	0.039123974
1.775888027	-0.003913517	0.02960432	0.310517249	0.001213708	0.039068793
1.785621056	-0.003899633	0.028419118	0.319949891	0.001429156	0.038991602
1.792666747	-0.005732826	0.027331222	0.329387109	0.0016498	0.038891229
1.803968942	-0.003320293	0.027381475	0.338819552	0.001869532	0.03877754
1.810561734	-0.003480491	0.027907687	0.348260134	0.002093357	0.038634621
1.818817746	-0.003960429	0.027915995	0.357697677	0.002316201	0.038472699
1.826360145	-0.003639867	0.027843699	0.367143232	0.002539142	0.038278743
1.834094132	-0.004559661	0.027789221	0.376583725	0.002758599	0.03806471
1.842934918	-0.004082054	0.0277347	0.386022424	0.002975182	0.037824223
1.850967786	-0.004085226	0.02736876	0.395458248	0.003183487	0.037560642
1.860490743	-0.004409387	0.026668005	0.404889179	0.003382846	0.037273653
1.868291006	-0.004352667	0.027020636	0.414313019	0.003573237	0.03696192
1.87692331	-0.005421671	0.027505235	0.423725818	0.003749533	0.036633173
1.885154664	-0.004269976	0.029823083	0.433129628	0.003913501	0.036281045
1.892610808	-0.00427962	0.031501277	0.442521163	0.004059636	0.035912859
1.901046812	-0.004367311	0.030636405	0.451901919	0.004187648	0.035523522
1.909704012	-0.004056981	0.029748855	0.461267217	0.004295352	0.035120004
1.916549328	-0.002425974	0.029711211	0.470617225	0.004380194	0.034706131
1.926760639	-0.005411206	0.029785944	0.479951918	0.004441523	0.034278611
1.935387049	-0.005903201	0.028357612	0.489266624	0.00448034	0.033842952
1.942936654	-0.005196601	0.027484368	0.498565202	0.004491731	0.033394349
1.950195996	-0.004143255	0.028586822	0.507852733	0.004468588	0.03295148
1.958693675	-0.005163414	0.029877339	0.517115709	0.004423971	0.032499261
1.967621443	-0.005371715	0.028114603	0.526362932	0.00434947	0.032050311
1.974974446	-0.004967499	0.026185663	0.535592818	0.004245755	0.031601925
1.984491756	-0.005304486	0.026148545	0.544806485	0.004113678	0.031157373
1.992251199	-0.005558282	0.028098094	0.554007587	0.00395234	0.030724697
1.999953519	-0.006028247	0.028492334	0.563194088	0.003767336	0.030307578
2.008459874	-0.005580325	0.028927729	0.572363095	0.003559207	0.029900206
2.017301375	-0.004324262	0.029165944	0.581527969	0.003326217	0.029517164
2.025499813	-0.005498936	0.029358446	0.590683548	0.003070343	0.029151677
2.034002041	-0.005398547	0.027532741	0.599834587	0.002799158	0.028815646
2.041967145	-0.004322601	0.025979631	0.608974827	0.002513036	0.028498581
2.048647581	-0.004984137	0.027147647	0.618120286	0.002215631	0.028218007
2.05893283	-0.003764974	0.028945933	0.627263995	0.001906744	0.027962989
2.065646392	-0.00479197	0.02999047	0.636413643	0.001594062	0.027744331
2.07611118	-0.004575499	0.031604456	0.645562242	0.001274754	0.02754995
2.08447225	-0.006145111	0.030738533	0.65471525	0.000956777	0.027387601
2.091775766	-0.004693138	0.029958817	0.663875751	0.000638002	0.027255659
2.100023315	-0.004857504	0.030325221	0.673039753	0.00032319	0.027151421
2.107980997	-0.00521091	0.030696122	0.682208689	1.49E-05	0.027075469
2.117250138	-0.005311818	0.029425718	0.691383901	-0.000288814	0.027025262
2.12520856	-0.004466716	0.028778979	0.700579732	-0.000581191	0.027010485
2.132543284	-0.004735253	0.030289653	0.709774017	-0.000869786	0.027012315
2.140797766	-0.004542713	0.031989761	0.718979036	-0.001144844	0.027040737
2.148714048	-0.005055499	0.032379212	0.728187807	-0.001416184	0.027086054
2.15845319	-0.004178105	0.032236911	0.737406443	-0.001671944	0.027155291
2.166170157	-0.005050182	0.032765555	0.746628701	-0.001921609	0.027239514
2.174043939	-0.004931548	0.033656271	0.755862107	-0.002156236	0.027345703
2.181511479	-0.0063088	0.032602598	0.765093695	-0.002383876	0.027462325
2.190949354	-0.004588924	0.030675714	0.774334049	-0.00259929	0.027596535
2.19898829	-0.003189116	0.030083265	0.783577973	-0.002806019	0.027743057
2.207733929	-0.004925225	0.029438734	0.792823823	-0.003002884	0.027900519
2.217019003	-0.004855476	0.030701404	0.802071808	-0.003190523	0.028068776
2.223481064	-0.00411919	0.032272893	0.811321868	-0.003368366	0.02824712
2.231825339	-0.002968193	0.032157137	0.820577318	-0.003535826	0.028436166
2.239513299	-0.003504639	0.032050485	0.829835134	-0.003693979	0.028633798
2.24893374	-0.004761404	0.032964222	0.839094837	-0.003841927	0.028839921
2.256464976	-0.005684938	0.033790317	0.848357495	-0.00398149	0.029053454
2.265454155	-0.003761019	0.031849242	0.85762209	-0.004109969	0.029274217
2.274177637	-0.003981393	0.029784391	0.866886968	-0.004232252	0.02949989
2.281956755	-0.004677328	0.030139131	0.876149999	-0.004346957	0.029730314
2.290845811	-0.004065293	0.030433476	0.885417087	-0.004451927	0.029966197
2.298831444	-0.004948261	0.029971635	0.894683311	-0.004550351	0.03020536
2.306427446	-0.003068059	0.029679869	0.903954338	-0.004639072	0.030451271
2.315754453	-0.004755308	0.029759788	0.913222978	-0.004720794	0.030698444
2.324929569	-0.00405239	0.030023226	0.922498674	-0.004792092	0.030951156
2.331689722	-0.004659711	0.030390973	0.9317724	-0.004857821	0.031205543
2.340847731	-0.00338217	0.030919773	0.941046087	-0.004916124	0.031461151
2.346693023	-0.005133919	0.031314585	0.950322642	-0.004966114	0.031719458
2.3567713	-0.00493016	0.031011986	0.959598792	-0.005010183	0.03197931
2.363717269	-0.005228112	0.029818932	0.968877952	-0.005045624	0.032240651
2.372213913	-0.003016076	0.028767934	0.978159634	-0.005073753	0.032503041
2.381558989	-0.005239086	0.030999244	0.98744393	-0.005095003	0.032765309
2.388108314	-0.004906889	0.031961314	0.996727757	-0.005108818	0.033028262
2.398524329	-0.005626638	0.030549997	1.006015979	-0.005115379	0.033291017
2.405440966	-0.003101703	0.029852244	1.01530617	-0.00511465	0.033552851
2.41412892	-0.00499479	0.029448984	1.024597267	-0.005106629	0.033814906
2.42220029	-0.004435642	0.029380513	1.033892513	-0.005090954	0.03407479
2.430034476	-0.002863691	0.030250055	1.043189532	-0.0050701	0.034333409
2.438316548	-0.004754539	0.030936515	1.05249101	-0.005039924	0.034590331
2.446435877	-0.003983366	0.029761062	1.061796794	-0.005002043	0.034843537
2.456658455	-0.003931673	0.029630984	1.071106886	-0.004956451	0.035095027
2.462734468	-0.003685085	0.030607994	1.080418976	-0.004905046	0.035343133
2.473178929	-0.003348613	0.031251924	1.08973468	-0.004846656	0.035588226
2.479479755	-0.003832674	0.029044941	1.09905761	-0.004778142	0.035828539
2.487729729	-0.003357702	0.027210154	1.108382119	-0.004705177	0.036065062
2.496574603	-0.003852171	0.030531573	1.117713164	-0.00462213	0.03629523
2.505934753	-0.004858304	0.033361395	1.127046021	-0.004533426	0.036522698
2.513380315	-0.004533117	0.034481074	1.136386195	-0.004434565	0.036741984
2.520354019	-0.004134044	0.03421564	1.145731626	-0.004330534	0.036956396
2.529263836	-0.004007876	0.032936183	1.155082354	-0.0042163	0.037162309
2.538710923	-0.004089038	0.031199258	1.164438319	-0.004095502	0.03736115
2.547712585	-0.004301616	0.028866913	1.173805611	-0.00396444	0.037549351
2.555244651	-0.002776577	0.028046959	1.183174761	-0.003826641	0.037730431
2.563722481	-0.004347879	0.028209638	1.192553999	-0.003679041	0.037899096
2.570695784	-0.004392867	0.028450045	1.201938322	-0.003524402	0.038058293
2.580823414	-0.00421758	0.028980261	1.211330487	-0.0033605	0.038205451
2.588543138	-0.003100374	0.028782076	1.220726993	-0.003192108	0.038342531
2.59620621	-0.004930798	0.027890865	1.230128364	-0.003012612	0.038466574
2.603899651	-0.004270741	0.027921771	1.239536573	-0.002828718	0.038577909
2.613527452	-0.004419177	0.029145154	1.24895815	-0.002633821	0.038669763
2.621464441	-0.004123242	0.030153689	1.258378691	-0.002434565	0.038751535
2.628602706	-0.004571081	0.030323609	1.267812513	-0.002224876	0.038811021
2.637694876	-0.005930773	0.030517358	1.277252656	-0.002010389	0.038854457
2.645219533	-0.003906128	0.030636922	1.286697567	-0.001785463	0.03887641
2.654130814	-0.003616748	0.03077852	1.296149588	-0.001557184	0.038880652
2.662193481	-0.004536021	0.029578598	1.305612005	-0.001321701	0.038858029
2.670915034	-0.004140031	0.02810499	1.315071943	-0.001082719	0.038820732
2.679434321	-0.003806419	0.029481694	1.324539799	-0.000838152	0.038756156
2.685765893	-0.004962179	0.029876006	1.334011417	-0.000591151	0.038668691
2.695118301	-0.004083943	0.030062671	1.343481499	-0.00034327	0.03856027
2.702482207	-0.00515886	0.030506603	1.352955742	-9.32E-05	0.038424883
2.712967513	-0.004511358	0.032682554	1.3624307	0.000152589	0.038266575
2.720445855	-0.004831514	0.033606301	1.371911348	0.00039907	0.038074837
2.729461006	-0.004951701	0.030862209	1.381380226	0.000640843	0.037867021
2.735949128	-0.003851927	0.030768296	1.390849363	0.00087678	0.037631425
2.745100944	-0.00322891	0.030855965	1.400314054	0.001104975	0.037371373
2.754143584	-0.003611219	0.030567344	1.409773037	0.00132436	0.037086161
2.762470993	-0.005405111	0.028707638	1.419226606	0.001529893	0.03677675
2.770681753	-0.005032817	0.027880763	1.428670724	0.00172409	0.036443491
2.777311507	-0.005310669	0.028752408	1.438101737	0.001903851	0.036091175
2.786614823	-0.004842328	0.029358871	1.447522911	0.00206444	0.035716343
2.795541645	-0.003843662	0.029212416	1.45692964	0.00220509	0.035327663
2.802976754	-0.004656363	0.02911711	1.466319596	0.002325416	0.034924553
2.812520656	-0.002093907	0.029180089	1.475695387	0.002422535	0.034506828
2.820211606	-0.004899223	0.029180989	1.485053595	0.002495504	0.034077662
2.828517359	-0.004463243	0.029123345	1.494393662	0.002544021	0.033640424
2.83796398	-0.00414308	0.029641871	1.503725036	0.002556793	0.033183864
2.844624814	-0.003774199	0.030459179	1.513030067	0.002548924	0.032734658
2.851714712	-0.005004776	0.030764775	1.522316464	0.002513205	0.032281344
2.862631384	-0.004425827	0.027461681	1.531587794	0.002447138	0.031830306
2.869404766	-0.005519691	0.028140635	1.540842526	0.002351569	0.031381176
2.876580938	-0.005033728	0.029744973	1.550082435	0.002227543	0.030939759
2.885901499	-0.004323047	0.031371327	1.559307831	0.00207579	0.030507308
2.894255946	-0.004602864	0.032199301	1.56851946	0.001898818	0.030087403
2.902784146	-0.004096744	0.03174723	1.5777218	0.001696846	0.029685729
2.909767187	-0.004543446	0.031194087	1.586914465	0.001473133	0.029302844
2.919210649	-0.00516059	0.03016	1.596103954	0.001230522	0.028947897
2.927392986	-0.004574874	0.028952904	1.605285136	0.000972164	0.028613946
2.936763561	-0.003482075	0.028907798	1.614468942	0.000699579	0.028311831
2.943643501	-0.004331536	0.029470856	1.623648115	0.000415712	0.028033159
2.952275026	-0.003588882	0.029969458	1.632834719	0.000127294	0.027791078
2.963533912	-0.003473865	0.030532883	1.642014917	-0.000168377	0.027568991
2.967709545	-0.003430605	0.030803058	1.651205343	-0.000462562	0.027384059
2.976513835	-0.002184647	0.031426603	1.66039799	-0.000759609	0.02722407
2.986437779	-0.003135543	0.031005493	1.669603917	-0.001051077	0.027099605
2.992637627	-0.005329053	0.029675468	1.678814096	-0.001340332	0.026999206
3.002361993	-0.004331244	0.028661964	1.688038224	-0.001621272	0.026930575
3.010616653	-0.004659523	0.029250823	1.697261471	-0.001898923	0.026879151
3.017130543	-0.004517196	0.029715501	1.706497492	-0.002164475	0.02685619
3.025876821	-0.004074238	0.028986626	1.715742799	-0.002421691	0.02685546
3.035782593	-0.001775847	0.028727816	1.72499902	-0.002666827	0.026877832
3.044244055	-0.003893638	0.02906699	1.73425922	-0.002903384	0.026916226
3.050922889	-0.003392465	0.029438703	1.743528428	-0.003126306	0.026974221
3.060070824	-0.004263493	0.029981804	1.752800836	-0.003341053	0.027044989
3.067761097	-0.003588802	0.030017501	1.762081098	-0.003542399	0.027131894
3.077313596	-0.00363982	0.029391733	1.771369213	-0.003733512	0.027232274
3.083865504	-0.00370043	0.030231097	1.780667315	-0.003911307	0.027347105
3.093050726	-0.002981631	0.032111269	1.789967684	-0.004079702	0.027470339
3.100954275	-0.001548215	0.032095439	1.799278776	-0.004233991	0.027606455
3.109171853	-0.003734031	0.029932949	1.808592693	-0.00437888	0.027749296
3.118472786	-0.002689396	0.027952887	1.817914356	-0.004511305	0.027901135
3.126159551	-0.004023747	0.029391191	1.827237652	-0.004633736	0.028057833
3.134767911	-0.004002549	0.029043137	1.836566581	-0.004744446	0.028220759
3.143151761	-0.005751988	0.028103038	1.845899912	-0.00484573	0.028387794
3.150252799	-0.004073474	0.027493649	1.855237178	-0.004935379	0.028558903
3.15898885	-0.003000814	0.027953242	1.864577182	-0.005017222	0.02873156
3.168288599	-0.003749447	0.027200854	1.873922782	-0.005086525	0.028907754
3.174866829	-0.004185331	0.026392123	1.883271012	-0.00514878	0.029084003
3.183933518	-0.00464965	0.026702762	1.892619869	-0.005202269	0.029259708
3.192230458	-0.004394828	0.027716382	1.901974036	-0.005246744	0.029435895
3.200193114	-0.00302974	0.028566732	1.91132851	-0.005283212	0.029610204
3.209064525	-0.004315584	0.029513563	1.920686796	-0.005311175	0.029783433
3.218029624	-0.004128483	0.029519419	1.930048388	-0.005332521	0.029954441
3.225621171	-0.00551718	0.029371414	1.939413141	-0.005345747	0.030123287
3.233843507	-0.005477146	0.029712819	1.948779325	-0.005353063	0.030288507
3.243121061	-0.004140278	0.030409841	1.958148723	-0.005352736	0.030450867
3.250627733	-0.004458317	0.029992558	1.967518254	-0.005347643	0.030608514
3.259413574	-0.003258781	0.027998022	1.976890163	-0.005337264	0.030762063
3.268961108	-0.005190868	0.027810951	1.98626253	-0.005321383	0.030910961
3.276939429	-0.002603758	0.028893373	1.995636299	-0.005301397	0.031055033
3.283865138	-0.004222818	0.028350781	2.005012458	-0.005276147	0.031194797
3.29225425	-0.004488853	0.027252481	2.01438759	-0.005248331	0.031328664
3.30152861	-0.003858332	0.02768414	2.023764615	-0.005216275	0.031457907
3.309151169	-0.002540748	0.028746774	2.0331409	-0.005182293	0.031581337
3.317529624	-0.002068245	0.027923565	2.042517271	-0.005145475	0.031699474
3.326511245	-0.002914226	0.02731522	2.051893185	-0.005107187	0.031812015
3.333533829	-0.002709397	0.027625072	2.061268613	-0.005067367	0.031919101
3.341685859	-0.002848622	0.027984757	2.070643656	-0.005026412	0.032020835
3.350171583	-0.003190403	0.027593423	2.08001631	-0.004984667	0.032116896
3.358191557	-0.003395977	0.027172112	2.089389595	-0.004941899	0.032208203
3.367014428	-0.002906889	0.026816367	2.098760444	-0.004899319	0.032294036
3.375019615	-0.00242272	0.026558291	2.10813123	-0.004855885	0.032375359
3.383859422	-0.003957089	0.027373305	2.11749952	-0.004813081	0.03245158
3.39231927	-0.003734939	0.028246281	2.126867328	-0.004769868	0.032523574
3.400775759	-0.003632146	0.028552446	2.136233696	-0.004727513	0.032591135
3.410249493	-0.003510754	0.028552557	2.145597639	-0.004686193	0.032654255
3.417755679	-0.003170522	0.027498363	2.154960198	-0.00464536	0.032713521
3.424593604	-0.005005641	0.026538021	2.164320906	-0.004605738	0.032768906
3.434229137	-0.002434351	0.027851699	2.173680206	-0.004566802	0.032820843
3.442704732	-0.004583661	0.029396011	2.183037547	-0.00452916	0.032869307
3.4500049	-0.00369003	0.029731931	2.192393084	-0.004492267	0.032914662
3.458246572	-0.004943638	0.030111174	2.201747067	-0.004456748	0.032957016
3.46745374	-0.005375398	0.030202479	2.211099132	-0.004421936	0.032996622
3.473944228	-0.003767099	0.03006513	2.220449735	-0.004388712	0.033033573
3.482416764	-0.005211168	0.029762815	2.229798894	-0.004356073	0.03306822
3.490593368	-0.005067327	0.029442603	2.239146266	-0.004324992	0.033100474
3.499041435	-0.003229392	0.030165854	2.248492336	-0.004294524	0.033130737
3.509781408	-0.005335996	0.031879261	2.257836784	-0.004265541	0.033158933
3.516621073	-0.00458232	0.030413129	2.267180104	-0.004237283	0.033185392
3.522837624	-0.003396317	0.028495025	2.276521915	-0.004210288	0.03321008
3.533919905	-0.003018731	0.02792304	2.285862365	-0.004184321	0.033233161
3.541375938	-0.003392074	0.02918012	2.295201485	-0.004159284	0.03325476
3.548214988	-0.003146395	0.029574533	2.304539394	-0.004135252	0.033274968
3.556306191	-0.004070845	0.028866521	2.313876077	-0.004112169	0.033293883
3.566302116	-0.003342413	0.027861243	2.323211839	-0.004089921	0.033311636
3.573474154	-0.004543891	0.027128281	2.33254638	-0.004068577	0.033328252
3.582795848	-0.003237774	0.026692021	2.341879921	-0.004047947	0.033343846
3.590403375	-0.002415781	0.026841264	2.351212558	-0.004028208	0.03335848
3.598169701	-0.003349369	0.027648315	2.36054372	-0.00400938	0.033372106
3.606901558	-0.003409935	0.028559343	2.36987446	-0.003991202	0.033384984
3.614975747	-0.003664036	0.028167959	2.379203946	-0.003973936	0.033396991
3.623699105	-0.004267563	0.027745107	2.388532824	-0.003957164	0.033408331
3.633592227	-0.005437109	0.026430588	2.397860636	-0.003941235	0.033418922
3.640344125	-0.004860658	0.02512501	2.407187986	-0.003925772	0.033428946
3.648648082	-0.00271576	0.026297793	2.416514235	-0.003911083	0.033438302
3.657211718	-0.004491099	0.027576033	2.425839942	-0.003896905	0.033447134
3.666046651	-0.003245505	0.027533842	2.435165013	-0.003883304	0.033455451
3.675354393	-0.003644807	0.027094109	2.444489391	-0.003870279	0.03346327
3.682280191	-0.002831921	0.027006839	2.453813115	-0.003857745	0.033470635
3.689300916	-0.005126143	0.026971735	2.463136167	-0.003845815	0.03347755
3.697388513	-0.003919489	0.026403241	2.472458731	-0.003834263	0.03348409
3.70620876	-0.003996845	0.025180824	2.481780664	-0.003823265	0.033490234
3.715854118	-0.004065383	0.026607678	2.491102207	-0.003812581	0.033496062
3.723351724	-0.003487788	0.028286715	2.500423185	-0.003802427	0.033501539
3.733601536	-0.003907794	0.027796735	2.509743846	-0.003792535	0.033506747
3.740728526	-0.00384424	0.026944934	2.51906398	-0.003783134	0.033511645
3.749097996	-0.001897772	0.026629494	2.528383723	-0.003773965	0.033516295
3.757812726	-0.003382795	0.026622764	2.537703029	-0.003765279	0.033520672
3.765451682	-0.005038327	0.026049192	2.547021928	-0.003756801	0.033524827
3.773721794	-0.0033309	0.025275971	2.556340443	-0.003748812	0.033528737
3.78185424	-0.003376412	0.026302133	2.565658544	-0.003741068	0.033532439
