exp: a=1.6 x/lambda	exp: a=1.6 y/lambda	exp: a=2.0 x/lambda	exp: a=2.0 y/lambda	theory: x/lambda	theory: y/lambda
1.62549683	0.004472376	2.108240112	-0.001623115	3.507326941	0.000795574
1.627927359	0.002200101	2.113309131	-0.003526845	3.516759507	0.000799225
1.633068063	0.004844057	2.118383722	-0.002489534	3.526189993	0.000783815
1.635301879	0.001979424	2.125100333	-0.002582348	3.535619969	0.000749179
1.640330991	0.004483889	2.129670815	-0.001413274	3.545051168	0.000695207
1.644917255	0.00516928	2.135746028	0.001187059	3.554485474	0.000621856
1.647705601	0.004463173	2.141783062	-0.000988117	3.563924911	0.000529142
1.652944692	0.00364012	2.146663407	-0.000960583	3.573371631	0.000417152
1.658663379	0.004598403	2.151883998	-0.001414689	3.582827885	0.000286036
1.663454809	0.004368586	2.158963427	-0.001376483	3.592296004	0.000136018
1.667425533	0.005459087	2.164083088	-0.001539026	3.601778357	-3.26E-05
1.671548694	0.003247069	2.169961463	-0.001804606	3.611277318	-0.000219481
1.676899726	0.004372672	2.175324325	0.000401247	3.620795208	-0.000424151
1.679805801	0.003280935	2.180707078	0.000108672	3.630397207	-0.00065916
1.684849627	0.003743226	2.188154576	-0.001012605	3.640007992	-0.000911355
1.688186765	0.003851234	2.192601163	0.000267208	3.649629643	-0.001179925
1.693703876	0.003441147	2.200009141	-0.000354422	3.659263998	-0.001463986
1.696266081	0.00158374	2.204229975	-0.001731063	3.668912588	-0.001762588
1.703293813	0.003330942	2.207451533	2.54E-05	3.67857657	-0.002074713
1.706818073	0.002987457	2.214952305	-0.002041673	3.688256672	-0.002399279
1.709190033	0.001992552	2.22209989	0.000522251	3.697953137	-0.002735144
1.716099598	0.001747307	2.227646019	0.00245139	3.707665691	-0.003081113
1.721414845	0.001900706	2.233344578	4.85E-05	3.717393511	-0.003435938
1.723229583	0.004229049	2.23993253	-0.001116197	3.727135234	-0.003798326
1.73080626	0.001964882	2.245068147	-0.000111797	3.736888972	-0.004166943
1.73108366	0.001571129	2.250642845	0.001810478	3.746652359	-0.004540422
1.738136992	0.002983526	2.255742181	0.001953305	3.75642262	-0.004917367
1.741146807	0.001819969	2.262641446	0.001025233	3.766196666	-0.005296362
1.745606249	0.001542768	2.268178199	0.002215434	3.7759712	-0.005675981
1.750441793	0.001390067	2.2743871	0.001927721	3.785742842	-0.006054791
1.754495775	0.001219979	2.278349052	0.002283347	3.795508257	-0.006431364
1.758779205	-0.00024126	2.28445554	0.001826443	3.80526428	-0.006804285
1.762983427	-0.000793184	2.290722476	0.002289015	3.815008037	-0.007172159
1.770203677	0.001665938	2.297260471	0.001856814	3.824737042	-0.007533621
1.771562175	0.000811617	2.301742917	0.00247983	3.834449283	-0.007887339
1.775827719	0.000275085	2.308847561	0.001659685	3.844143276	-0.008232025
1.781092658	0.000184699	2.312822493	0.000866917	3.853818098	-0.008566439
1.783496662	0.000584	2.320143536	0.003724362	3.863473396	-0.008889395
1.787421703	0.000825152	2.324294255	0.003705111	3.873109373	-0.009199763
1.79321955	0.000875681	2.33143101	0.003019979	3.882726754	-0.009496474
1.797132848	-0.003339564	2.335764398	0.000743499	3.892326739	-0.009778526
1.801987716	-0.000917626	2.343330343	0.003005514	3.901910941	-0.010044982
1.805633916	-0.00160315	2.346394666	0.004254224	3.911481327	-0.010294973
1.810376432	-0.000724351	2.351721483	0.003069824	3.921040141	-0.010527703
1.81406864	-0.0011668	2.359280802	0.003446626	3.930589843	-0.010742448
1.819797768	-4.84E-05	2.365083333	0.003645616	3.940055491	-0.010927034
1.824205337	-0.000931692	2.370052026	0.001664078	3.949502917	-0.011093283
1.827899746	-0.000979311	2.375311978	0.005047653	3.958934735	-0.011240843
1.831263185	-0.003268226	2.380644394	0.003520673	3.968353567	-0.011369434
1.838208325	-0.001131276	2.387881159	0.004655645	3.977761999	-0.011478853
1.839667029	-0.001442155	2.394098938	0.004542835	3.987162542	-0.011568963
1.845569014	-0.001994417	2.39774158	0.005357312		
1.850753589	-0.00267887	2.405026441	0.004990281		
1.854628864	-0.003329094	2.410687834	0.003767512		
1.859246982	-0.000551249	2.414034019	0.004840861		
1.862833915	-0.002201034	2.421265819	0.004399803		
1.868050727	-0.001691957	2.42707517	0.007146782		
1.873138495	-0.000901367	2.432782861	0.004249693		
1.875525585	-0.00055613	2.438505558	0.005616594		
1.88042811	-0.003489202	2.444144813	0.004267747		
1.88421111	-0.003016388	2.450345039	0.005258522		
1.889243577	-0.003226755	2.456075214	0.004385099		
1.893192315	-0.003585114	2.461817588	0.005399202		
1.897907583	-0.003474286	2.467693614	0.004190682		
1.901174669	-0.002145826	2.474140832	0.004054351		
1.905724123	-0.003139331	2.478937915	0.003993034		
1.910078442	-0.003519082	2.483724292	0.002977221		
1.914975548	-0.003629078	2.488672577	0.005139707		
1.918089316	-0.003226662	2.496002549	0.004956496		
1.922201676	-0.003398106	2.501742819	0.005084825		
1.927076816	-0.00379942	2.506137706	0.003992558		
1.931788356	-0.002554289	2.511308567	0.003338454		
1.936862475	-0.003951081	2.51955227	0.004979276		
1.941665298	-0.003854156	2.524762898	0.003849004		
1.946200646	-0.00381464	2.529714391	0.003095169		
1.949267283	-0.003691799	2.535883626	0.004036955		
1.953335477	-0.005382728	2.541430536	0.003260323		
1.956449559	-0.003619727	2.546306129	0.004900954		
1.961592296	-0.0038059	2.553932445	0.004595285		
1.966641013	-0.006308884	2.557023201	0.003135142		
1.971423628	-0.005173246	2.564154515	0.003231055		
1.975939196	-0.003705928	2.568772385	0.003607015		
1.981312128	-0.003748637	2.57635196	0.00523857		
1.98562003	-0.005908828	2.581184412	0.002387204		
1.988600327	-0.003828041	2.587492006	0.001168584		
1.992163474	-0.004603815	2.591857043	0.002774807		
1.996636386	-0.004577342	2.597049776	0.002315341		
2.002179555	-0.005480274	2.603485855	0.002584533		
2.005581024	-0.003768019	2.609232761	0.002868408		
2.010181665	-0.004096407	2.613872899	0.000796151		
2.015404349	-0.004154087	2.619572886	0.001417584		
2.019647664	-0.005244271	2.626743479	0.003060703		
2.023951406	-0.005258795	2.630028713	0.001158595		
2.03002105	-0.004173141	2.63829434	0.002231959		
2.032406373	-0.006701252	2.642363801	0.000651613		
2.036924446	-0.005938413	2.648101082	0.000789035		
2.040841637	-0.006744631	2.653962944	0.002565084		
2.046477371	-0.005829254	2.658742971	0.000766275		
2.049925467	-0.006421271	2.66715291	-0.000144846		
2.055295323	-0.006563718	2.671738409	0.000666659		
2.058241636	-0.005904751	2.676942878	0.000657809		
2.062134417	-0.007848191	2.682921423	0.000282315		
2.068219027	-0.005257919	2.688636799	-0.000712938		
2.068415623	-0.006466281	2.694505118	-0.001386918		
2.074053936	-0.006656486	2.700392622	-0.0013578		
2.08014511	-0.006575498	2.706543475	-0.001620494		
2.08387058	-0.004076907	2.711882703	-0.001087099		
2.088952923	-0.006709743	2.715862423	-0.001757474		
2.093784666	-0.006466397	2.7218196	0.000445034		
2.098681378	-0.004272763	2.727523816	-0.001044904		
2.103547184	-0.004137213	2.733533015	-0.001446553		
2.107669691	-0.005689462	2.739207215	0.000281168		
2.112163591	-0.004908854	2.74513644	-0.003407873		
2.116406133	-0.004346415	2.750621397	-0.001419991		
2.120651816	-0.004160591	2.753217584	-0.002216615		
2.125740243	-0.004558593	2.762305757	-0.002459332		
2.127828049	-0.006830255	2.766726774	-0.002270969		
2.132897017	-0.00320114	2.774016458	-0.001596866		
2.135891927	-0.00352781	2.779235977	-0.003897243		
2.140261914	-0.004177563	2.783864288	-0.003399453		
2.147837459	-0.004521867	2.789787773	-0.003022834		
2.149949669	-0.00426248	2.795201764	-0.003636762		
2.154025974	-0.003849015	2.801152092	-0.005520294		
2.159734854	-0.00313853	2.807613846	-0.003676238		
2.164007267	-0.00369749	2.812791025	-0.003651424		
2.167448869	-0.004466416	2.816680742	-0.005568843		
2.173405257	-0.004167611	2.824337997	-0.005278871		
2.176894914	-0.002183271	2.829964904	-0.00567955		
2.181731581	-0.004706425	2.833923265	-0.005799409		
2.185830245	-0.00425199	2.841874482	-0.003722279		
2.188895265	-0.003410447	2.846661428	-0.005940866		
2.19533493	-0.003226809	2.851639003	-0.005550989		
2.197597532	-0.002450065	2.857531469	-0.00581515		
2.204057033	-0.004219659	2.863262583	-0.00641779		
2.206391259	-0.00504822	2.870948532	-0.005548243		
2.211081717	-0.005184106	2.876229918	-0.004747121		
2.216233055	-0.004639674	2.882577344	-0.00771021		
2.220724171	-0.002458116	2.885991401	-0.004260881		
2.226677676	-0.001161874	2.891890339	-0.004914618		
2.228790215	-0.002271302	2.89781515	-0.006686958		
2.230923501	-0.004841044	2.902678442	-0.007166195		
2.235135015	-0.002169637	2.909646602	-0.005689687		
2.242399716	-0.002737501	2.914232902	-0.004537503		
2.246545162	-0.003302528	2.922939067	-0.007072359		
2.250585291	-0.002368982	2.924832906	-0.006674908		
2.256711751	-0.002113786	2.932920092	-0.007919315		
2.260377493	7.38E-05	2.935388364	-0.005151761		
2.265332666	-0.002150546	2.944408684	-0.006367651		
2.27007081	-0.002627549	2.947547979	-0.008058427		
2.272859398	-0.002176377	2.954895544	-0.005391416		
2.277565548	-3.42E-05	2.960102757	-0.005820778		
2.284985302	0.000169267	2.964773282	-0.007696898		
2.287708573	-0.001677998	2.969448089	-0.00646758		
2.290960873	-0.002525709	2.975834838	-0.006627891		
2.294853506	-0.000216097	2.982951398	-0.007029226		
2.300815873	-0.001556392	2.988182231	-0.006272346		
2.304450158	-3.87E-05	2.994989193	-0.006388518		
2.309529752	6.54E-05	2.999388648	-0.006884494		
2.3118526	-0.000100634	3.005274332	-0.009506974		
2.319236047	-0.000165619	3.011022828	-0.006885384		
2.323950362	-0.000134827	3.018246817	-0.006522369		
2.326298328	-0.000897061	3.022123088	-0.006026798		
2.329304952	0.000224553	3.028950469	-0.004415937		
2.333856435	0.000338815	3.034637441	-0.007927355		
2.339054076	-7.16E-06	3.041744939	-0.00546626		
2.343569431	-4.22E-05	3.044851715	-0.007500167		
2.348303238	0.002208505	3.051406293	-0.006151312		
2.351817961	0.0018808	3.054972622	-0.004368365		
2.357792095	0.000443009	3.063997075	-0.007975539		
2.362877106	0.001536362	3.068513685	-0.007163481		
2.365114344	0.001519664	3.074341374	-0.004559618		
2.37077772	0.000923037	3.079481661	-0.005927862		
2.37505774	0.001236908	3.082188823	-0.005977255		
2.380370113	0.003398833	3.089048122	-0.005127759		
2.384703593	0.000666036	3.096014846	-0.006349078		
2.38977164	0.001421628	3.102126598	-0.005356186		
2.392310252	0.001295303	3.105224218	-0.006392059		
2.397384684	0.002057071	3.113361617	-0.005505322		
2.401329186	0.002308393	3.119041607	-0.004365366		
2.405819628	0.001215203	3.125680673	-0.004712263		
2.410714939	0.001425106	3.130209749	-0.006484074		
2.412546254	-0.000354661	3.136631849	-0.004603492		
2.417118249	0.004796522	3.141312747	-0.004654754		
2.42182478	0.003228081	3.146935075	-0.004423122		
2.427451669	0.002380398	3.15190612	-0.002653059		
2.432023667	0.002258326	3.15935748	-0.005601534		
2.436817917	0.00176723	3.163780658	-0.002727431		
2.439742259	0.002680254	3.170118418	-0.004043021		
2.444175111	0.00347539	3.176659823	-0.004899502		
2.449034581	0.003258582	3.180134697	-0.004545983		
2.453345825	0.003006717	3.187068854	-0.004391114		
2.457662153	0.004068215	3.192567597	-0.002888126		
2.462623099	0.003929011	3.199762456	-0.00428274		
2.466229563	0.004583221	3.206359697	-0.002872301		
2.471168377	0.001579643	3.20884028	-0.001103654		
2.476304355	0.004454676	3.213749542	-0.002922344		
2.478536112	0.001842303	3.223033431	-0.000758388		
2.483664712	0.004115372	3.227201617	-0.001720424		
2.488695174	0.003086409	3.233731285	-0.001046246		
2.491020882	0.00426037	3.237444529	-0.001129329		
2.495720088	0.001908906	3.245654993	-0.001144127		
2.500518599	0.001819453	3.250451723	-0.000437277		
2.505528118	0.004284725	3.255161449	-0.001515008		
2.510355816	0.001888803	3.260309186	-0.001140076		
2.516212225	0.001395578	3.2678991	-0.000316442		
2.519852589	0.004166832	3.272075126	0.000750128		
2.524565074	0.002468605	3.277956953	-0.001183346		
2.528513814	0.002502505	3.283481078	0.002576881		
2.529863571	0.00466776	3.289498672	0.002354705		
2.537366407	0.004245083	3.295139197	0.000905285		
2.541177744	0.003747535	3.301199113	0.000668204		
2.544654895	0.003989094	3.306279508	-0.000140502		
2.54982251	0.00394991	3.311312876	0.00190066		
2.553514956	0.003029693	3.316719659	0.000941763		
2.55934347	0.00181034	3.324429413	0.000714001		
2.563939856	0.001848166	3.330417611	0.000610283		
2.565917875	0.002507571	3.333960708	0.000626929		
2.571725834	0.002790862	3.340602607	-0.000691563		
2.575658636	0.002911621	3.346555747	0.002309278		
2.580176092	0.004736063	3.35120078	0.002835936		
2.584092355	0.004126055	3.357649594	0.001928235		
2.58875485	0.001857559	3.361438937	0.000849567		
2.593848532	0.003517214	3.370026051	0.002506891		
2.596230485	0.001466933	3.378245101	0.002186722		
2.599999209	0.001325291	3.380311604	0.001509806		
2.605180907	0.0006405	3.386393818	0.002042643		
2.609390748	0.001523052	3.390342538	0.002502197		
2.615256987	0.000493218	3.396284528	0.000663101		
2.618357361	1.72E-03	3.400689358	0.002472546		
2.623232678	0.00130109	3.409019009	0.001651122		
2.627841932	1.86E-04	3.413658733	0.001372934		
2.633561133	0.00273069	3.419004355	0.001956534		
2.637431791	0.002600132	3.424330655	0.00225361		
2.640782629	0.001887582	3.43117495	0.000492331		
2.647476409	-0.000963093	3.437736382	0.000351572		
2.652765667	0.001347487	3.444201309	0.001240595		
2.657866528	-0.001120603	3.448297919	0.002941339		
2.662795404	0.000118604	3.453081962	0.004726641		
2.667369544	0.003913989	3.458160744	0.00032387		
2.670622105	0.001158314	3.465147271	0.001599688		
2.67713869	-0.001227005	3.471071608	0.002505795		
2.678923635	0.00106703	3.474896445	0.002920638		
2.686650352	-0.001350002	3.481388646	0.000252665		
2.689247808	-0.001412959	3.48750132	0.002098535		
2.693434402	0.000325888	3.49325921	0.002108335		
2.696376811	-0.00136523	3.498975777	0.004058756		
2.701353369	-0.001271278	3.504328379	0.001000073		
2.706703238	-0.001287272	3.508926303	0.002098638		
2.711577435	-1.63E-03	3.516122513	6.29E-05		
2.716304409	-1.62E-03	3.520510837	0.002023342		
2.719128655	-0.002251427	3.527895059	0.003828053		
2.726100274	-0.001801895	3.531875095	0.000142279		
2.72881498	-1.19E-03	3.537845426	0.001351598		
2.732383326	-0.001670116	3.54367158	-1.62E-05		
2.736992116	-2.09E-03	3.548099824	0.001267179		
2.742947666	-0.001792469	3.55317084	0.003064071		
2.746767868	-0.003821661	3.558810687	3.88E-06		
2.750881352	-0.00162773	3.564084568	0.001035744		
2.753139315	-0.001553025	3.571483862	-0.000705207		
2.760481665	-0.001489312	3.576244453	0.000558328		
2.765520487	-0.006408816	3.582305243	0.001749709		
2.767002802	-0.003876347	3.588721906	0.001184855		
2.772687589	-0.001208413	3.593779897	0.001538072		
2.778022172	-0.003158401	3.600079425	0.001015731		
2.781406868	-0.003072552	3.60743996	-3.39E-05		
2.785283644	-0.005104138	3.611238601	0.000331506		
2.788162327	-0.003208627	3.617294874	-0.001992846		
2.794595402	-0.004020395	3.62148954	-0.000720248		
2.799612153	-0.005266748	3.627513018	0.001864081		
2.803006365	-0.00327048	3.633916708	-0.001826187		
2.807005261	-0.006218123	3.639715988	-0.000209762		
2.810766832	-0.003919292	3.645037516	-0.001554106		
2.814237651	-0.004166809	3.651115639	-0.000181822		
2.818745278	-0.004937806	3.655612841	-0.001122255		
2.826196855	-0.004945476	3.661637538	0.000195323		
2.82927101	-0.00708732	3.667130066	-0.000826411		
2.834138954	-0.006309319	3.672815648	-0.00267625		
2.839304765	-0.006757672	3.678428702	-0.002086636		
2.841369556	-0.005560387	3.683400433	-0.00288551		
2.845408924	-0.006178651	3.688841644	-0.002217394		
2.848642062	-0.006510654	3.694574463	-0.004305413		
2.855049008	-0.006047092	3.702039735	-0.002670821		
2.860698887	-0.005655574	3.707900017	-0.00365131		
2.863321654	-0.004328549	3.71232884	-0.002484747		
2.86613635	-0.006756762	3.716092194	-0.002986592		
2.873117149	-0.006540826	3.725764144	-0.004669466		
2.877953352	-0.004368815	3.729495316	-0.004637145		
2.884373974	-0.008554684	3.733379877	-0.004682123		
2.885806929	-0.006728488	3.739213324	-0.00540457		
2.893281077	-0.006610788	3.745892663	-0.003051792		
2.894842936	-0.006757556	3.750942597	-0.004022104		
2.899669865	-0.006785191	3.758518879	-0.004673039		
2.904993248	-0.006783978	3.762502712	-0.004589411		
2.909052573	-0.005122849	3.767615335	-0.004202825		
2.912647265	-0.00685746	3.773365	-0.005550594		
2.915862294	-0.008629407	3.777972445	-0.005318825		
2.920786241	-0.00727301	3.785635369	-0.004181539		
2.92555358	-0.007597993	3.789315652	-0.006192287		
2.929568376	-0.007371273	3.79569163	-0.007362034		
2.934754685	-0.005510566	3.801374272	-0.005661029		
2.936475517	-0.006812903	3.808469281	-0.007395197		
2.943318841	-0.008249153	3.812127701	-0.00517627		
2.949026743	-0.008061305	3.818505752	-0.008830509		
2.951418314	-0.009008373	3.824091883	-0.006278658		
2.955356374	-0.008085389	3.828844711	-0.007347663		
2.95902792	-0.007555056	3.834317005	-0.006954065		
2.963886048	-0.006845292	3.839365458	-0.007405342		
2.971435299	-0.006926017	3.844902972	-0.008464442		
2.974458547	-0.007829728	3.851645013	-0.006838049		
2.978593622	-0.009467629	3.856557839	-0.00689334		
2.981060384	-0.009447427	3.865202623	-0.006509454		
2.985710876	-0.007250038	3.870246178	-0.006831186		
2.990743584	-0.006886747	3.873021903	-0.00884226		
2.994766754	-0.00941805	3.881322966	-0.008032226		
3.000572601	-0.009279655	3.884447672	-0.00694205		
3.003322896	-0.008656307	3.890747056	-0.008661292		
3.008721802	-0.007883612	3.897194086	-0.006945017		
3.012806079	-0.009750016	3.90014817	-0.009194487		
3.019819372	-0.009746087	3.908896257	-0.007408627		
3.022544357	-0.009514127	3.914033882	-0.00879657		
3.025759538	-0.009730304	3.919398248	-0.007048084		
3.029995725	-0.007034787	3.923304942	-0.009079541		
3.035155304	-0.00925445	3.931391772	-0.009290279		
3.039439763	-0.0085148	3.936887204	-0.009582403		
3.045364838	-0.010528723	3.942167348	-0.008295456		
3.047769641	-0.009002189	3.948430945	-0.009791048		
3.053121122	-0.00902267	3.952441483	-0.007537942		
3.056870446	-0.00923553	3.960059271	-0.010955742		
3.061820602	-0.008342268	3.964212972	-0.009027986		
3.065695675	-0.007681111	3.970224061	-0.008228512		
3.071294521	-0.010263988	3.975933822	-0.010029979		
3.07174159	-0.006870636	3.983438216	-0.009222207		
3.079173665	-0.007289854	3.987151059	-0.008366936		
3.08504774	-0.009753132	3.993074378	-0.009298509		
3.090213572	-0.009640639	3.99870702	-0.011103864		
3.093658855	-0.009491254				
3.096925742	-0.009382377				
3.100008111	-0.009546495				
3.106491229	-0.007236584				
3.110961452	-0.009874655				
3.114466669	-0.007738483				
3.119701831	-0.008873934				
3.124510608	-0.009385303				
3.127853437	-0.00756745				
3.133381389	-0.008575376				
3.139289143	-0.008642308				
3.14072566	-0.007677093				
3.147713053	-0.007485321				
3.150939195	-0.009193333				
3.15531049	-0.007525386				
3.159891105	-0.010029651				
3.162585383	-0.007503061				
3.167377856	-0.007493247				
3.172715653	-0.005475899				
3.177825919	-0.006207412				
3.181811225	-0.007441568				
3.186826334	-0.0080014				
3.192021738	-0.007715439				
3.196975405	-0.006599116				
3.199409223	-0.006314145				
3.204109754	-0.007562329				
3.208026509	-0.006293207				
3.210630179	-0.005739631				
3.217030476	-0.005901379				
3.220515035	-0.006147292				
3.226675512	-0.007928835				
3.230736727	-0.006305112				
3.235330503	-0.005919846				
3.238114573	-0.00495445				
3.244954641	-0.005386204				
3.247079725	-0.005301983				
3.251961791	-0.00398994				
3.256838419	-0.005402822				
3.260472891	-0.005114731				
3.265059726	-0.00294961				
3.270178059	-0.002930588				
3.275121524	-0.003644602				
3.280120972	-0.005309252				
3.281771136	-0.003136985				
3.287816516	-0.003713238				
3.292988537	-0.004868422				
3.297839161	-0.004226854				
3.302299349	-0.003006567				
3.304935703	-0.003241992				
3.309907267	-0.00327373				
3.314659283	-0.00329649				
3.319491659	-0.002860103				
3.32181592	-0.004154943				
3.326613318	-0.0022113				
3.330477481	-0.002728816				
3.336479083	-0.002036772				
3.340396506	-0.003033098				
3.345921597	-0.004144191				
3.351223738	-0.002347416				
3.355383498	-0.003115972				
3.358340105	-0.000992231				
3.361136978	-0.002401191				
3.369112604	-0.001446209				
3.373516591	-0.000778591				
3.376671336	-0.001531714				
3.380973931	0.001029804				
3.387183568	-0.001620534				
3.388730683	-0.002356424				
3.394752624	-0.002157004				
3.397676129	-0.003691196				
3.401882416	-0.001109781				
3.410015788	-0.000703297				
3.412132632	-0.002037439				
3.416189362	-0.001137446				
3.420518887	-0.000491319				
3.42412292	-0.001407035				
3.429775834	0.001269299				
3.435218821	-0.0002073				
3.437128035	0.001478833				
3.444154473	-0.003660882				
3.448434466	-0.001574781				
3.451759326	-0.003266153				
3.457882341	-0.001143362				
3.461511238	0.001202983				
3.465242451	-0.00123714				
3.46791641	-0.001035793				
3.47287307	0.000872807				
3.479473356	0.000647628				
3.481056166	0.001057669				
3.487214363	0.000816127				
3.490965398	0.001233587				
3.495400844	0.000903094				
3.49828607	9.05E-05				
3.505426248	0.00078856				
3.510601136	0.001125656				
3.514981487	0.001053802				
3.518312492	-8.73E-05				
3.521990421	-0.00022344				
3.52714186	-0.0008536				
3.530382075	-0.001373124				
3.536582654	-0.002739799				
3.539467467	-0.000381041				
3.542609667	0.001088148				
3.549644883	0.000670085				
3.552285065	0.000811306				
3.557407152	0.00064113				
3.562460199	-0.000212862				
3.563997979	0.000862908				
3.574173284	-0.001127112				
3.576813456	0.000757684				
3.581227605	-0.000180415				
3.58415657	0.000813725				
3.588781859	0.000509862				
3.591825913	-0.001489581				
3.597271845	-0.001424662				
3.602033189	-0.000481691				
3.606232623	-0.000409329				
3.612452835	-0.001994017				
3.617412129	-0.001094431				
3.620212508	-0.000443419				
3.624314862	-0.001809112				
3.62787408	-0.000342419				
3.632923765	-0.00181271				
3.633983886	-0.002283635				
3.63797352	0.000917854				
3.644199303	-0.001579215				
3.648149195	-0.003047916				
3.652881375	-0.003970127				
3.657658781	-0.001297582				
3.66215824	0.000732811				
3.668150094	-0.001487668				
3.67200803	-0.004516654				
3.677011419	-0.00447013				
3.680170756	-0.002864079				
3.683844446	-0.001559358				
3.687135728	-0.003789926				
3.69535363	-0.003085902				
3.698983713	-0.003577905				
3.704207681	-0.003220652				
3.707037888	-0.004510166				
3.712705931	-0.004220126				
3.714324637	-0.004496727				
3.7229449	-0.003514892				
3.724022263	-0.00452386				
3.729737076	-0.005836446				
3.734709385	-0.005139789				
3.738773157	-0.003214463				
3.741672272	-0.006685563				
3.748266007	-0.006231533				
3.750700717	-0.004654248				
3.755286181	-0.006972851				
3.760567553	-0.004821889				
3.764367238	-0.004593675				
3.771015575	-0.006590529				
3.772679695	-0.005667322				
3.776845462	-0.00659263				
3.781334442	-0.008959709				
3.78685022	-0.005985915				
3.790192041	-0.009431952				
3.794582078	-0.009540173				
3.801933497	-0.00704463				
3.804621882	-0.007125792				
3.809749382	-0.007171358				
3.814460198	-0.009655454				
3.818520478	-0.007633867				
3.823042017	-0.007280618				
3.827272389	-0.008316143				
3.83035537	-0.007090392				
3.835324187	-0.007432583				
3.841754498	-0.009797937				
3.8438559	-0.009839235				
3.848806781	-0.007338056				
3.853694994	-0.009766647				
3.856453708	-0.00964542				
3.863725061	-0.00979763				
3.870668638	-0.009888372				
3.873120205	-0.009902763				
3.880522189	-0.009755623				
3.883086399	-0.010085078				
3.888073129	-0.009899463				
3.894195553	-0.008052012				
3.896059601	-0.00971607				
3.902548336	-0.010122728				
3.905170773	-0.010927046				
3.910308557	-0.009685941				
3.912273351	-0.009957729				
3.91857115	-0.012309149				
3.924652965	-0.010408147				
3.927307222	-0.012408641				
3.932218263	-0.010259148				
3.937049252	-0.007574838				
3.941898758	-0.009831964				
3.944390102	-0.009277511				
3.94663879	-0.010368381				
3.954156056	-0.010243977				
3.95961092	-0.012039003				
3.962556973	-0.012452711				
3.966433996	-0.010448963				
3.971416277	-0.009848733				
3.976010331	-0.012390001				
3.981394244	-0.012287411				
3.985943502	-0.012430428				
3.991157236	-0.011007102				
3.996209058	-0.011435772				
