exp: x/lambda	exp: y/lambda	exp:z/lambda	theory: x/lambda	theory: y/lambda	theory: z/lambda								
0.695965314	0.000402428	0.026137103	-0.88698352	-0.000222057	0.033389306								
0.707127614	-0.000582602	0.028362495	-0.877698131	-0.000228954	0.03339159								
0.713473199	-0.000319132	0.030127589	-0.86841284	-0.000235932	0.033393932								
0.722343548	-0.001418138	0.028745	-0.859127986	-0.000243351	0.033396433								
0.729464731	-0.000994792	0.027413519	-0.849843376	-0.000250889	0.033399019								
0.737346304	-0.002420413	0.0271189	-0.840559178	-0.000258863	0.03340177								
0.745531061	-0.004037349	0.026812947	-0.831275178	-0.000266966	0.033404605								
0.754973079	-0.003792254	0.028932345	-0.821991687	-0.000275498	0.033407625								
0.762229345	-0.003199046	0.030660889	-0.812708368	-0.000284225	0.033410739								
0.768906979	-0.004120417	0.02896896	-0.803425599	-0.000293343	0.033414047								
0.776765662	-0.003901568	0.02590613	-0.794143134	-0.00030275	0.033417497								
0.783976527	-0.005766501	0.028179401	-0.784861194	-0.000312577	0.033421148								
0.791328594	-0.007376017	0.030658808	-0.775579648	-0.000322748	0.03342497								
0.800201929	-0.007373488	0.03101459	-0.766298479	-0.000333285	0.033428968								
0.808060223	-0.006820643	0.031329673	-0.757017887	-0.000344166	0.033433179								
0.815496489	-0.004906055	0.031741324	-0.747737707	-0.000355526	0.033437602								
0.823191303	-0.007132597	0.032236193	-0.738458019	-0.000367251	0.033442242								
0.830068654	-0.006866593	0.032558124	-0.729178696	-0.000379336	0.033447078								
0.839420495	-0.006925065	0.032297595	-0.719900018	-0.000392002	0.033452203								
0.848096778	-0.008539136	0.03221834	-0.710621944	-0.000405089	0.033457586								
0.855268331	-0.008679432	0.032355591	-0.701344649	-0.000418824	0.033463313								
0.861616357	-0.008552506	0.032903363	-0.692067812	-0.000432933	0.033469278								
0.869967473	-0.008745968	0.036345513	-0.682791603	-0.000447636	0.033475568								
0.877584946	-0.010228429	0.036159617	-0.673516147	-0.00046291	0.033482204								
0.886555839	-0.010683088	0.035940693	-0.664241557	-0.000478968	0.033489267								
0.893393938	-0.009527118	0.035773817	-0.654967493	-0.000495453	0.03349663								
0.90148341	-0.010580126	0.032908885	-0.645694501	-0.000512836	0.033504505								
0.909523271	-0.010308923	0.033385545	-0.636422099	-0.000530703	0.033512723								
0.916818884	-0.011512729	0.03502843	-0.627150847	-0.000549625	0.033521537								
0.925690886	-0.011501182	0.034993248	-0.617880155	-0.000568806	0.033530672								
0.932193374	-0.011442036	0.034967462	-0.608610667	-0.00058921	0.033540487								
0.941043566	-0.011227768	0.034932367	-0.599341646	-0.00060999	0.033550643								
0.948757772	-0.011535316	0.034649845	-0.59007423	-0.000632078	0.033561623								
0.95780181	-0.01272684	0.034217971	-0.580807768	-0.000654795	0.033573137								
0.96587751	-0.012401885	0.035148979	-0.571542375	-0.000678579	0.033585354								
0.973715619	-0.013242338	0.036117586	-0.562277935	-0.000703203	0.033598198								
0.981353616	-0.013092848	0.041529615	-0.553014779	-0.000728755	0.033611825								
0.988776601	-0.012863476	0.040833005	-0.543753472	-0.000755496	0.033626394								
0.995944065	-0.012298475	0.039685547	-0.534492754	-0.000783153	0.033641645								
1.004943241	-0.012825435	0.039126308	-0.52523415	-0.000812068	0.033657989								
1.013101291	-0.011657653	0.039560489	-0.515976146	-0.000842079	0.033675129								
1.020393742	-0.013883216	0.039948602	-0.506720332	-0.000873614	0.033693528								
1.029420852	-0.011813219	0.042123732	-0.497465069	-0.00090558	0.033712601								
1.041493966	-0.0120562	0.045171551	-0.488212576	-0.000939926	0.033733385								
1.044288306	-0.01326026	0.045867259	-0.478960557	-0.000974507	0.033754855								
1.052644859	-0.012010927	0.047947794	-0.469711708	-0.001011751	0.033778339								
1.061118391	-0.010648255	0.046622076	-0.46046362	-0.001049521	0.03380277								
1.068449184	-0.01167003	0.045023124	-0.451218882	-0.001089942	0.033829384								
1.077433653	-0.010231423	0.04510876	-0.441975434	-0.00113081	0.033857242								
1.086178653	-0.010562809	0.045014892	-0.432734234	-0.001174518	0.033887171								
1.092150898	-0.011874351	0.044569819	-0.423494652	-0.00121883	0.033918591								
1.101727858	-0.011279837	0.043782817	-0.414258528	-0.001266112	0.033952691								
1.110632703	-0.011881524	0.041345279	-0.405024197	-0.001314291	0.033988594								
1.116218327	-0.010398427	0.04354257	-0.395792998	-0.001365231	0.034027241								
1.1252004	-0.009550781	0.047356545	-0.386563625	-0.001417364	0.034068022								
1.133313408	-0.010485768	0.050801498	-0.377339457	-0.001472879	0.034112668								
1.14259154	-0.010006706	0.046209415	-0.368115625	-0.001529501	0.034159182								
1.149048085	-0.010166346	0.042505817	-0.358895835	-0.001588918	0.034209352								
1.158684552	-0.008883913	0.043302345	-0.34967824	-0.001649794	0.034262429								
1.167193883	-0.008274346	0.044404047	-0.340465163	-0.001714228	0.03431997								
1.174178986	-0.008342054	0.045080079	-0.331254198	-0.00177989	0.034380717								
1.182754295	-0.008828643	0.045883497	-0.322047567	-0.00184903	0.034446364								
1.18932623	-0.008682216	0.046249809	-0.312843933	-0.001919904	0.034516054								
1.198543821	-0.007390858	0.045645303	-0.303642806	-0.00199409	0.034590427								
1.206214751	-0.008567082	0.042164179	-0.294446812	-0.002070473	0.034670436								
1.214780329	-0.009547632	0.038308442	-0.285253748	-0.002149016	0.034755507								
1.222017367	-0.007855322	0.041012529	-0.276065273	-0.002230534	0.034846996								
1.22956136	-0.008034353	0.043831309	-0.266879773	-0.002312739	0.034943618								
1.238858684	-0.006028629	0.047181514	-0.257696887	-0.002398855	0.035047021								
1.247126495	-0.006064952	0.050127261	-0.248518064	-0.002485836	0.035156821								
1.255570795	-0.003712548	0.04809103	-0.239345159	-0.002576278	0.035276088								
1.261748717	-0.00889568	0.04655357	-0.230172933	-0.002667114	0.035400748								
1.270096691	-0.00728033	0.046997177	-0.221007524	-0.00276131	0.035536537								
1.278771515	-0.007097692	0.047792263	-0.21184509	-0.002855878	0.035680252								
1.287084801	-0.00333217	0.048430783	-0.202684571	-0.002953229	0.035834013								
1.293621294	-0.005060689	0.048700312	-0.193527931	-0.003050231	0.035996631								
1.305688747	-0.004575215	0.046699406	-0.184375951	-0.003148936	0.036172494								
1.310688916	-0.006145653	0.044822988	-0.175221549	-0.003245988	0.036354159								
1.318607286	-0.005257798	0.043301685	-0.166071257	-0.00334358	0.036549391								
1.327271302	-0.006475645	0.042571811	-0.156920912	-0.003438313	0.03675377								
1.335608778	-0.004708356	0.046423041	-0.147774979	-0.003531468	0.036971996								
1.343054758	-0.005115726	0.052463245	-0.138625166	-0.003621113	0.037198607								
1.353506363	-0.004052156	0.04518311	-0.129475369	-0.003707568	0.037436976								
1.360219841	-0.004809986	0.044818921	-0.120323959	-0.00378896	0.037686222								
1.368633317	-0.003885481	0.044411393	-0.111170647	-0.003863765	0.037945551								
1.375762171	-0.003789697	0.044066089	-0.1020133	-0.003933379	0.03821583								
1.384799434	-0.004068485	0.042236182	-0.092849967	-0.003994187	0.038492019								
1.39237928	-0.0031986	0.040427922	-0.083683537	-0.004046366	0.038779756								
1.401375217	-0.003493137	0.040316449	-0.074509311	-0.004089819	0.039073635								
1.409168842	-0.001803751	0.040219874	-0.065327988	-0.004122049	0.039373658								
1.415511032	-0.00299873	0.039881326	-0.056139146	-0.004142278	0.039679789								
1.4236878	-0.002186091	0.039239236	-0.046940094	-0.004150706	0.03998805								
1.432132356	-0.002642164	0.038576117	-0.037731319	-0.004146091	0.040299943								
1.440749632	-0.003016596	0.044295865	-0.028513137	-0.004127931	0.04061366								
1.44931555	-0.000617526	0.042411657	-0.019281725	-0.004095808	0.040926167								
1.455671701	-0.002256448	0.041013522	-0.010041556	-0.004051591	0.0412394								
1.465846117	-0.000461379	0.041122394	-0.000786409	-0.003992045	0.041548874								
1.473137958	-0.001454784	0.041288207	0.008477518	-0.003917905	0.041860397								
1.481450849	-0.000194522	0.038819434	0.017754299	-0.003827274	0.042160385								
1.489699345	-0.002418025	0.036369785	0.027044612	-0.003725772	0.042457552								
1.498659071	-0.000625884	0.035934744	0.036346254	-0.003608295	0.04274812								
1.506550731	-0.002936069	0.036405327	0.045659566	-0.003477563	0.043029694								
1.514749555	-0.001294046	0.034565135	0.054985831	-0.003332106	0.043302725								
1.521071324	-0.000666486	0.03314624	0.064323413	-0.003175093	0.043566149								
1.530442805	-0.001323469	0.032569003	0.073674415	-0.003003792	0.04381606								
1.537050996	-0.002059297	0.032330961	0.083033656	-0.002822592	0.044055743								
1.545472921	-0.001313888	0.029874611	0.092406753	-0.002627596	0.044280758								
1.553617279	-0.002169777	0.025815542	0.101788286	-0.002423745	0.04449074								
1.562315495	-0.000935326	0.029929546	0.111180137	-0.002206734	0.044683753								
1.569508363	-0.002181538	0.033142209	0.120581716	-0.001982789	0.044862326								
1.577201173	-0.002691775	0.031624502	0.129991812	-0.001748644	0.045023295								
1.58537452	-0.002739119	0.030011991	0.139411328	-0.00150655	0.045167478								
1.593770917	-0.003614464	0.030654442	0.148835194	-0.001258173	0.045290658								
1.600452387	-0.004022208	0.031257858	0.158267607	-0.001001559	0.04539574								
1.609590645	-0.003708521	0.031353169	0.167708693	-0.000739582	0.045481817								
1.616608842	-0.004383823	0.031426367	0.177157096	-0.000471261	0.045544987								
1.624365961	-0.002486625	0.029236173	0.186606678	-0.000198892	0.045590417								
1.632793995	-0.004016502	0.025948362	0.196064297	7.90E-05	0.045610243								
1.640133369	-0.004467703	0.026076103	0.2055259	0.000361115	0.04561094								
1.648576307	-0.004366565	0.027057153	0.214991128	0.000647879	0.045586824								
1.658190713	-0.004304209	0.027146931	0.224462225	0.000937837	0.045541483								
1.665339327	-0.006421573	0.025877889	0.233934053	0.001228472	0.045476675								
1.672825627	-0.005973015	0.022967587	0.243409256	0.0015227	0.045381565								
1.681887381	-0.005821031	0.019444826	0.252887733	0.001817764	0.045268394								
1.689100214	-0.005428821	0.020298626	0.262365235	0.002115223	0.045127827								
1.696469254	-0.007042808	0.029012535	0.271849052	0.002413579	0.044964108								
1.705303087	-0.0071001	0.031673454	0.281327972	0.00271157	0.044775344								
1.713387653	-0.006757178	0.026958101	0.290808962	0.00301109	0.044561609								
1.720664488	-0.006768531	0.02284529	0.300291264	0.003308062	0.044322281								
1.729117274	-0.007720757	0.01963048	0.309771869	0.003605229	0.044056466								
1.736912475	-0.008613878	0.022744586	0.319248467	0.003897464	0.043766543								
1.743852155	-0.008432478	0.025516919	0.328728238	0.004190127	0.043444048								
1.752877454	-0.010286861	0.024791771	0.338204323	0.004477665	0.043095646								
1.759720802	-0.009234246	0.024407362	0.347677332	0.004757203	0.042720489								
1.769563415	-0.008828902	0.025056463	0.357145735	0.005033175	0.04231539								
1.776940318	-0.010224534	0.025542955	0.366605148	0.005299963	0.041887095								
1.784875138	-0.010977003	0.026108923	0.3760606	0.005558158	0.041428023								
1.793023306	-0.010619587	0.027698985	0.385507575	0.005808124	0.040942594								
1.801425118	-0.011532178	0.02765131	0.394940239	0.006043284	0.04043579								
1.808431968	-0.011902902	0.024904784	0.404365484	0.006266153	0.039898979								
1.817566181	-0.011087177	0.021990452	0.413777746	0.006473396	0.039339037								
1.827012598	-0.011407471	0.020493932	0.423179599	0.006663084	0.038755941								
1.831990331	-0.011676888	0.021737962	0.432568641	0.00683213	0.038149297								
1.842272962	-0.010879968	0.024307787	0.441940816	0.006979846	0.037520086								
1.84858801	-0.011990344	0.025886037	0.451297148	0.007106269	0.036873948								
1.856080795	-0.012127903	0.025654051	0.460635186	0.007207105	0.036209992								
1.865081645	-0.01288166	0.025143942	0.469956927	0.007280757	0.035527323								
1.872632484	-0.013879797	0.027349025	0.479261745	0.007327366	0.034832838								
1.881587307	-0.011727938	0.029106289	0.488545283	0.007343717	0.034125385								
1.887805065	-0.012177998	0.02987695	0.497814171	0.00732237	0.033397333								
1.897170353	-0.012750761	0.028983964	0.507062696	0.007270571	0.032675346								
1.903865222	-0.014824009	0.025219399	0.516291737	0.007185813	0.031944797								
1.912858577	-0.013873878	0.02383504	0.525508521	0.007064337	0.031210422								
1.921258512	-0.01430683	0.025703447	0.534705967	0.006907101	0.030478103								
1.928683673	-0.015699353	0.025271753	0.543888328	0.006712549	0.029753106								
1.938069684	-0.01599463	0.023420093	0.553057502	0.006480222	0.029034925								
1.945972472	-0.015590529	0.022163415	0.562215089	0.00621288	0.028326274								
1.952713935	-0.014322864	0.022845484	0.571369228	0.005912003	0.027635853								
1.961913285	-0.01751737	0.02377623	0.580522385	0.005578984	0.026966577								
1.9689377	-0.014820966	0.021500924	0.589665273	0.005214371	0.026320757								
1.978153628	-0.015582242	0.019737083	0.598811153	0.004821219	0.025702844								
1.985250577	-0.015117611	0.02806173	0.607961107	0.004407024	0.025114641								
1.993372019	-0.016683927	0.027328246	0.617117916	0.003969723	0.024557988								
2.001992019	-0.016591134	0.026549735	0.626291148	0.003515222	0.024044676								
2.010685687	-0.016339736	0.027038772	0.635474773	0.003046427	0.023563215								
2.01792497	-0.016774362	0.029110863	0.644675219	0.002564313	0.023121494								
2.026325434	-0.015939945	0.029821925	0.653897684	0.002077224	0.022720013								
2.035796348	-0.016201909	0.029563841	0.663136087	0.001578429	0.022354686								
2.042983536	-0.017309094	0.029367989	0.672390857	0.001078333	0.022026575								
2.051178204	-0.015870041	0.02752826	0.681675565	0.000579417	0.021743949								
2.060635745	-0.01726726	0.023534944	0.690972711	7.27E-05	0.021492934								
2.068237291	-0.015798363	0.028759198	0.700297579	-0.000427021	0.021279169								
2.076730366	-0.015427108	0.031442279	0.709633583	-0.000925959	0.021102256								
2.083026523	-0.015323515	0.029273086	0.718983731	-0.001425928	0.020950639								
2.092366279	-0.016247226	0.026859332	0.728342928	-0.001925204	0.020835933								
2.101063774	-0.018197945	0.025711894	0.737719228	-0.002418775	0.020751455								
2.10864867	-0.014902955	0.024711239	0.747102155	-0.002915998	0.020698329								
2.116706724	-0.015196957	0.026237142	0.756482126	-0.003410913	0.020677694								
2.125384766	-0.016893034	0.027913078	0.765859885	-0.003907649	0.020685186								
2.132378592	-0.013581211	0.026217353	0.775240101	-0.004405574	0.020724406								
2.140932893	-0.015028939	0.025866698	0.784621683	-0.004898714	0.020791172								
2.150667388	-0.015939021	0.028113145	0.793983087	-0.005396445	0.020892509								
2.158743325	-0.016344354	0.028364377	0.803338346	-0.005893419	0.021025473								
2.16689628	-0.014801811	0.027320192	0.812682739	-0.006390275	0.021188842								
2.173621616	-0.015804629	0.027633188	0.822011699	-0.006886709	0.021390165								
2.18236516	-0.014551536	0.030600556	0.831331572	-0.007379308	0.021616414								
2.191254163	-0.016023726	0.033617289	0.840625416	-0.007876063	0.021883022								
2.198613671	-0.015509739	0.031189909	0.849896878	-0.00837277	0.022190182								
2.208702532	-0.016309782	0.026746848	0.85914737	-0.008862918	0.022529789								
2.216748701	-0.015427632	0.028658721	0.868374196	-0.009349632	0.022915803								
2.225107966	-0.014701344	0.031044088	0.87757898	-0.009830463	0.023340327								
2.232639268	-0.014668267	0.032151293	0.886768799	-0.010293555	0.023801634								
2.242160755	-0.015316682	0.03248617	0.895940078	-0.010745594	0.024304877								
2.249867672	-0.012582824	0.030565019	0.905098303	-0.01117649	0.024840179								
2.257856872	-0.016212032	0.030950984	0.914251895	-0.011590059	0.025408986								
2.265862413	-0.014200625	0.032540868	0.923393345	-0.011980848	0.026016152								
2.273627275	-0.01539412	0.033818217	0.932534045	-0.012340146	0.026648893								
2.281669015	-0.015771215	0.03434561	0.941673667	-0.012669436	0.027309267								
2.29096603	-0.01475606	0.032771062	0.950822066	-0.012966191	0.027984053								
2.296192021	-0.014810481	0.031790549	0.959969212	-0.01322684	0.028687182								
2.304375462	-0.016224654	0.030255153	0.969128581	-0.013449621	0.029402457								
2.313836451	-0.016071161	0.027466298	0.978305026	-0.013635513	0.030123342								
2.324659584	-0.01462599	0.027666569	0.987498365	-0.013782561	0.030848282								
2.329886923	-0.013765125	0.029609527	0.996710238	-0.013891583	0.031573164								
2.337879322	-0.013560591	0.030959211	1.005942856	-0.013962538	0.032294088								
2.348729099	-0.016879805	0.028330185	1.015197028	-0.013997097	0.033012658								
2.35590072	-0.014682919	0.028310727	1.024458945	-0.013980815	0.033715046								
2.363253801	-0.016104923	0.029147191	1.033754447	-0.013945089	0.034415011								
2.370798008	-0.012832	0.030838759	1.043071496	-0.013871058	0.035098994								
2.379196184	-0.014633342	0.033943891	1.052407224	-0.013763914	0.035765087								
2.387846788	-0.013513601	0.036808745	1.061766878	-0.013627832	0.036413248								
2.396094384	-0.012878886	0.037392802	1.071145461	-0.013464766	0.037044211								
2.404252849	-0.014777618	0.036247914	1.080545602	-0.01327379	0.037653486								
2.409810072	-0.012962055	0.033137027	1.089965703	-0.013058869	0.038237295								
2.421200447	-0.015270475	0.027674003	1.099400891	-0.012819823	0.038795767								
2.428581521	-0.013326454	0.028362278	1.108855788	-0.012561613	0.039322962								
2.435372582	-0.013492857	0.028995536	1.118327659	-0.012285483	0.039828517								
2.443513116	-0.013512526	0.029832411	1.127813479	-0.011991809	0.040299074								
2.451471085	-0.013940933	0.030857598	1.13731563	-0.011681711	0.040740768								
2.461112276	-0.014552205	0.028762017	1.146831775	-0.011358074	0.041155731								
2.468940475	-0.014762385	0.027233134	1.156356856	-0.011023175	0.041529923								
2.475694885	-0.01505397	0.027959054	1.165895312	-0.010676815	0.041877918								
2.486363686	-0.015095973	0.029129671	1.175437592	-0.010322858	0.042182886								
2.494859101	-0.013008912	0.03014115	1.18499179	-0.009961065	0.042467503								
2.50258794	-0.015105786	0.031061359	1.194554115	-0.009591655	0.042714872								
2.510966841	-0.015086897	0.031086426	1.204122091	-0.009218139	0.042928196								
2.518098404	-0.014362887	0.030917551	1.213701113	-0.008836177	0.043108798								
2.525098467	-0.013586219	0.030163501	1.22327952	-0.008454125	0.043254291								
2.534433084	-0.014845389	0.028267772	1.232863423	-0.008063571	0.043366007								
2.541926685	-0.014775429	0.030046748	1.242448744	-0.007677433	0.043440883								
2.55117798	-0.015196866	0.032204632	1.252042664	-0.007285294	0.043486901								
2.557403635	-0.015474371	0.029155501	1.261632701	-0.006893116	0.043496961								
2.567801584	-0.015272802	0.025545949	1.271230087	-0.006502329	0.04347577								
2.574816214	-0.012581198	0.025681465	1.280824168	-0.006107751	0.043415551								
2.58305162	-0.01443662	0.025840565	1.290417789	-0.005719074	0.043328746								
2.591527185	-0.012480325	0.025947538	1.300014319	-0.005325939	0.04320474								
2.600434207	-0.013522673	0.025821929	1.309600858	-0.004940308	0.04305037								
2.607368985	-0.014509132	0.028297913	1.319194576	-0.004551504	0.042860049								
2.614413016	-0.01530982	0.034775518	1.328783426	-0.004171122	0.042634508								
2.62478805	-0.013237324	0.033446105	1.338368739	-0.003792903	0.04237645								
2.630566708	-0.013483152	0.032215043	1.347952933	-0.003422244	0.042083785								
2.640396073	-0.014112241	0.030351568	1.35753322	-0.003058582	0.041762062								
2.648214636	-0.013534142	0.028908457	1.367103185	-0.002703987	0.041398755								
2.656585473	-0.013647812	0.0271333	1.376667674	-0.002357529	0.041008872								
2.666316746	-0.014024249	0.026667678	1.38622123	-0.002021525	0.04058339								
2.673595285	-0.013355205	0.030264281	1.3957669	-0.001697803	0.040127507								
2.681592581	-0.015789387	0.03348296	1.405306371	-0.001387105	0.039638938								
2.688477914	-0.013871467	0.031187999	1.414828691	-0.00109357	0.039122242								
2.6962656	-0.015309085	0.028592274	1.424336754	-0.00081792	0.038581552								
2.703435434	-0.014098204	0.028949349	1.433832448	-0.000560681	0.038007302								
2.712956031	-0.013320169	0.030476566	1.443314042	-0.000324103	0.037410313								
2.720418282	-0.013323719	0.031394412	1.452780164	-0.000111318	0.036787203								
2.730795246	-0.01315988	0.031321774	1.46222944	7.29E-05	0.036139134								
2.739429167	-0.012037085	0.031905509	1.471662068	0.000230775	0.035471837								
2.746467707	-0.014073031	0.032638254	1.481074153	0.000361297	0.034787342								
2.753234741	-0.014774487	0.03254729	1.490467109	0.000460481	0.034085987								
2.762295531	-0.015193876	0.030806774	1.499838868	0.000529381	0.033369502								
2.769845814	-0.01411422	0.03007652	1.509209516	0.000548167	0.032648637								
2.780437218	-0.015335433	0.030985335	1.518544789	0.000547705	0.031913668								
2.787911455	-0.015129755	0.031226475	1.527865951	0.000508445	0.031171926								
2.796511683	-0.013379669	0.031503943	1.537170317	0.000431032	0.030425854								
2.803246277	-0.014843192	0.031228614	1.546462497	0.000316929	0.029681949								
2.811596355	-0.012748767	0.030723575	1.55574041	0.000163602	0.028944021								
2.820671959	-0.014095497	0.031026394	1.565006557	-2.34E-05	0.028215908								
2.826650048	-0.014362643	0.031244342	1.574267459	-0.000248759	0.027498818								
2.83521832	-0.014781839	0.031556722	1.583519705	-0.00050491	0.026794047								
2.843599213	-0.013443093	0.032531211	1.592775319	-0.000792644	0.026114008								
2.854926951	-0.012536958	0.034225219	1.602030628	-0.001108972	0.025458086								
2.861860625	-0.013231981	0.035329443	1.611297689	-0.00144889	0.024839865								
2.868107478	-0.012230149	0.034748276	1.620572773	-0.001812433	0.02424649								
2.877410203	-0.01426527	0.031710979	1.62986238	-0.002190909	0.023689465								
2.88358305	-0.014939913	0.031151868	1.639167902	-0.002586012	0.023167272								
2.891890311	-0.013058483	0.030570631	1.648495998	-0.002992751	0.022682212								
2.902508744	-0.014698269	0.030508044	1.65785095	-0.003404438	0.022239324								
2.908285218	-0.012264255	0.03226466	1.667230979	-0.003823386	0.021830173								
2.918422742	-0.01254614	0.0308436	1.676630612	-0.004243987	0.0214555								
2.926188713	-0.013937404	0.029591395	1.686068493	-0.004660715	0.021123207								
2.933483157	-0.011425719	0.02978877	1.695533008	-0.005079665	0.020822593								
2.941564352	-0.012440257	0.033934509	1.705019576	-0.005495277	0.020553561								
2.949843875	-0.014779864	0.034297031	1.714539157	-0.005903462	0.020317686								
2.958307998	-0.012642932	0.034433935	1.724079443	-0.006308084	0.020112072								
2.964110241	-0.013500896	0.032608695	1.733641184	-0.006707937	0.019932474								
2.973506837	-0.013759818	0.026281161	1.743225638	-0.007100202	0.019780429								
2.982320326	-0.01544039	0.028692431	1.752828091	-0.007486643	0.019654941								
2.990521731	-0.014810942	0.032319412	1.762442332	-0.007871318	0.019550365								
2.997270888	-0.013494916	0.032255362	1.772074389	-0.008251484	0.019471611								
3.006314001	-0.014171	0.029571727	1.781721846	-0.008620235	0.019416802								
3.014774458	-0.013186157	0.030269657	1.791371394	-0.008991527	0.019385122								
3.021966766	-0.014920943	0.030862974	1.801027688	-0.009358254	0.019374922								
3.032258984	-0.014329014	0.029799037	1.810688795	-0.009721017	0.019384782								
3.038471727	-0.013644949	0.027758306	1.820348626	-0.010083898	0.019418175								
3.047580444	-0.014879703	0.027757113	1.830011268	-0.010440543	0.019472191								
3.05535321	-0.013101777	0.030384604	1.839662335	-0.010796333	0.019548915								
3.06432836	-0.015350333	0.031749353	1.849309091	-0.011151212	0.019650655								
3.071722427	-0.013766717	0.031024878	1.858948887	-0.011499488	0.01977628								
3.079349373	-0.013671192	0.030226659	1.868573898	-0.011847066	0.019925817								
3.088789577	-0.014568502	0.029084787	1.87819068	-0.012191043	0.02010234								
3.096386042	-0.013128257	0.030036849	1.887793767	-0.012527588	0.020299905								
3.104739648	-0.013397934	0.032011198	1.89738374	-0.012859104	0.020524144								
3.112598774	-0.015055319	0.032798334	1.906959912	-0.01318517	0.020776959								
3.120884789	-0.015459339	0.032045602	1.916522314	-0.013496873	0.021051305								
3.126677039	-0.012266341	0.031639126	1.926075722	-0.013799292	0.021350026								
3.137667232	-0.014448932	0.031386885	1.93561608	-0.014088236	0.021672776								
3.144773883	-0.012969688	0.031357296	1.945149799	-0.014356416	0.022014985								
3.153192632	-0.013133074	0.031678951	1.954670705	-0.01460855	0.02237828								
3.162820605	-0.014157435	0.031005649	1.964185615	-0.014838284	0.022757792								
3.170621074	-0.013370763	0.029566037	1.973699188	-0.015046712	0.023147968								
3.1768931	-0.01182788	0.029539323	1.98320757	-0.015232118	0.023550454								
3.185921465	-0.013492227	0.033557461	1.99271491	-0.01539244	0.023960304								
3.193539441	-0.012088411	0.03245738	2.002222273	-0.015527907	0.024375818								
3.201834747	-0.013235868	0.029019132	2.011730777	-0.015640083	0.024793691								
3.209667856	-0.012903352	0.025967908	2.021237659	-0.015725104	0.02521719								
3.217774318	-0.012561547	0.027018362	2.030750814	-0.015787936	0.025632951								
3.227012886	-0.013231529	0.028087473	2.040264371	-0.015829245	0.026046061								
3.23475403	-0.014594546	0.028827728	2.049780437	-0.01584842	0.026453382								
3.243290531	-0.014156034	0.029358141	2.059299501	-0.015846727	0.026852381								
3.251083042	-0.012956685	0.027704381	2.068819003	-0.015826069	0.027244112								
3.258850405	-0.012971184	0.026080414	2.078341072	-0.015790261	0.027623351								
3.267813981	-0.013448591	0.025251137	2.087866042	-0.015738356	0.02799255								
3.276183259	-0.013372892	0.025260701	2.097389523	-0.015675368	0.028346406								
3.283658476	-0.012499563	0.028267566	2.106915593	-0.015599849	0.028689054								
3.292189221	-0.012900082	0.028776986	2.116441098	-0.015516074	0.029015231								
3.299644966	-0.014018695	0.028774123	2.125963846	-0.015423109	0.029327222								
3.309125677	-0.012972009	0.028168165	2.135484494	-0.015325221	0.02962198								
3.315922032	-0.013444307	0.02761657	2.14500294	-0.015220202	0.029902346								
3.322958308	-0.013076261	0.027045503	2.154515756	-0.015113168	0.030164287								
3.332375989	-0.012749228	0.027705375	2.164030737	-0.01500276	0.0304169								
3.340027914	-0.014262696	0.027264249	2.173538099	-0.01489215	0.030650215								
3.348991716	-0.012204917	0.025608104	2.18304252	-0.014779351	0.030871156								
3.355936813	-0.012542685	0.024324933	2.192540628	-0.014669476	0.031075665								
3.364303053	-0.012831549	0.025808739	2.202037762	-0.014557194	0.031271389								
3.373666412	-0.012944838	0.028012553	2.211527905	-0.014449025	0.031451618								
3.380271674	-0.011078043	0.03074698	2.22101655	-0.014340067	0.031623114								
3.389093231	-0.012590295	0.031295005	2.230496589	-0.014234159	0.031780675								
3.395906731	-0.013035762	0.031557798	2.239973654	-0.014130477	0.031929177								
3.403356995	-0.013739123	0.031419948	2.249445014	-0.014028592	0.032067364								
3.412786175	-0.012085986	0.030318701	2.258909626	-0.013930652	0.032195029								
3.420690848	-0.013226269	0.029395504	2.268373152	-0.013833792	0.032316581								
3.427541014	-0.011604074	0.031171096	2.277831223	-0.013741107	0.032429239								
3.437819023	-0.012239845	0.031464135	2.287285135	-0.013650465	0.032534832								
3.445017764	-0.01313234	0.030995158	2.296734735	-0.013563623	0.032633028								
3.454480243	-0.013649471	0.031234472	2.306178159	-0.01347904	0.032724221								
3.462509387	-0.012976558	0.034453707	2.315618587	-0.013398332	0.032809424								
3.470861638	-0.011943388	0.036237588	2.325055714	-0.013319417	0.03288987								
3.480369675	-0.011649745	0.037319618	2.334487733	-0.013244333	0.032963989								
3.483993234	-0.014393641	0.03745402	2.343917065	-0.013170633	0.033034373								
3.49327688	-0.012950295	0.03147597	2.353340286	-0.013101472	0.033098296								
3.502704531	-0.013302026	0.025405191	2.362761749	-0.013034114	0.033159202								
3.511349308	-0.012726523	0.027162468	2.372179079	-0.012970341	0.033215358								
3.517465454	-0.013796093	0.027873258	2.381593265	-0.012908175	0.03326838								
3.525805844	-0.011411409	0.027783711	2.391004328	-0.012849199	0.033317569								
3.535588877	-0.013067779	0.027678677	2.400411732	-0.01279194	0.033363683								
3.542623661	-0.012717738	0.027899147	2.40981701	-0.012736814	0.033407059								
3.551413915	-0.013398815	0.028235028	2.41921878	-0.012684002	0.033447513								
3.560085515	-0.011503444	0.029532253	2.428619037	-0.012633173	0.033485778								
3.566852558	-0.011040552	0.030544565	2.438015941	-0.012584442	0.03352139								
