exp: x/lambda	exp: y/lambda	exp:z/lambda	theory: x/lambda	theory: y/lambda	theory: z/lambda								
3.57609967	-0.014243221	0.028967111	2.447411509	-0.012537769	0.033555093								
3.585259556	-0.010959087	0.026445418	2.456804051	-0.012492927	0.033586522								
3.592515762	-0.012598904	0.026871227	2.466194833	-0.012449756	0.033616238								
3.60140772	-0.013249959	0.027388189	2.475582831	-0.012408576	0.033643873								
3.607547391	-0.012442206	0.027698759	2.48496894	-0.012368647	0.033669984								
3.616351267	-0.012972235	0.028144096	2.494352757	-0.012330727	0.033694347								
3.624746337	-0.013119136	0.031095278	2.503734974	-0.012293936	0.033717381								
3.633000392	-0.013085425	0.033817932	2.513115343	-0.012259152	0.033738919								
3.642401922	-0.013048417	0.031123845	2.522494069	-0.012225282	0.033759299								
3.648351159	-0.011651789	0.029419041	2.531871115	-0.012193465	0.033778318								
3.656422195	-0.012701544	0.028362712	2.541247012	-0.012162223	0.033796478								
3.665963607	-0.01267138	0.028959312	2.550620542	-0.012132925	0.03381322								
3.674415613	-0.013842552	0.031031904	2.559993224	-0.012104225	0.033829272								
3.681568659	-0.012900199	0.032785967	2.569364256	-0.012077279	0.033844198								
3.689578883	-0.011250979	0.033108308	2.578734564	-0.012050727	0.033858575								
3.697513821	-0.011816203	0.033028063	2.588103409	-0.012025535	0.033872026								
3.705232436	-0.01288077	0.030792669	2.597471059	-0.012001074	0.033884784								
3.712631417	-0.013591211	0.025586301	2.606837536	-0.011977683	0.033896811								
3.721099732	-0.013665934	0.025924029	2.616203404	-0.011954973	0.033908317								
3.729953065	-0.013337111	0.03004365	2.625567447	-0.011933416	0.033918978								
3.739733676	-0.013307844	0.029905665	2.634931055	-0.011912612	0.033929193								
3.745606297	-0.013310377	0.028900691	2.644293322	-0.011892734	0.033938751								
3.754058268	-0.012673478	0.026884076	2.653654933	-0.011873582	0.033947868								
3.761340698	-0.014199765	0.025574242	2.663015745	-0.01185509	0.033956518								
3.769438063	-0.011568376	0.026861806	2.672375478	-0.011837473	0.033964646								
3.778026624	-0.012098338	0.028227474	2.681734678	-0.011820374	0.033972402								
3.785894922	-0.012547431	0.030172018	2.69109301	-0.011804077	0.033979726								
3.794366674	-0.012265827	0.032290367	2.700450898	-0.011788117	0.033986754								
3.802992181	-0.01332547	0.031712703	2.709807595	-0.011773149	0.033993279								
3.810831909	-0.012757503	0.030903302	2.71916388	-0.01175844	0.033999557								
3.819126601	-0.012100371	0.028558181	2.728519376	-0.011744633	0.034005439								
3.826491789	-0.011795593	0.026475855	2.737874241	-0.011731086	0.034011056								
3.836186842	-0.014549392	0.02920352	2.747228404	-0.011718386	0.034016323								
3.842862837	-0.013729528	0.032444986	2.756582215	-0.011705857	0.034021406								
3.853106153	-0.012412095	0.031972979	2.765935499	-0.011693975	0.03402621								
3.858377747	-0.011707659	0.031172953	2.775288236	-0.011682372	0.034030797								
3.867760287	-0.013200796	0.02878089	2.784640474	-0.011671303	0.034035142								
3.874626942	-0.012411018	0.026016736	2.793992152	-0.011660615	0.03403927								
3.884995179	-0.013570171	0.026788378	2.803343553	-0.01165028	0.034043231								
3.891880776	-0.012617753	0.027359184	2.812694427	-0.011640389	0.034046978								
3.899489107	-0.012827349	0.02827117	2.822044894	-0.011630827	0.034050551								
3.908826219	-0.011608842	0.029426304	2.831394961	-0.011621602	0.034053957								
3.916135321	-0.014301133	0.030188856	2.840744602	-0.011612743	0.034057185								
3.922290445	-0.012603205	0.030820292	2.850093891	-0.011604179	0.034060273								
3.932693627	-0.01448999	0.031036868	2.859442847	-0.011595964	0.034063208								
3.940270075	-0.013216609	0.031074777	2.86879134	-0.011588047	0.03406599								
3.94850439	-0.014081215	0.029071985	2.87813976	-0.011580354	0.034068687								
3.957331592	-0.013601882	0.026634705	2.887487649	-0.011572984	0.034071222								
3.964633851	-0.014223734	0.027136838	2.896835359	-0.011565831	0.034073664								
3.973118542	-0.013677497	0.031152834	2.906182759	-0.011558934	0.034075993								
3.982536197	-0.013823108	0.033845751	2.915530038	-0.011552185	0.03407825								
3.989935394	-0.013612563	0.033896943	2.924876869	-0.011545764	0.034080369								
3.996477568	-0.013687997	0.033538	2.934223526	-0.011539513	0.034082411								
			2.943569864	-0.011533516	0.034084351								
			2.952916058	-0.011527686	0.034086218								
			2.962261921	-0.011522111	0.034087987								
			2.971607659	-0.011516687	0.034089695								
			2.98095316	-0.01151144	0.034091326								
			2.99029843	-0.011506394	0.034092879								
			2.999643603	-0.011501467	0.034094386								
			3.008988454	-0.011496781	0.034095801								
			3.018333197	-0.011492192	0.034097172								
			3.027677722	-0.011487817	0.034098473								
			3.037022121	-0.01148353	0.034099731								
			3.046366302	-0.011479469	0.03410092								
			3.055710338	-0.011475472	0.034102068								
			3.065054248	-0.011471672	0.034103165								
			3.074398	-0.011467938	0.03410422								
			3.083741587	-0.011464381	0.034105223								
			3.093085115	-0.011460857	0.034106203								
			3.102428509	-0.01145749	0.034107137								
			3.111771777	-0.011454196	0.034108037								
			3.121114935	-0.011451024	0.034108901								
			3.13045797	-0.011447947	0.03410973								
			3.1398009	-0.011444964	0.034110529								
			3.14914377	-0.011442053	0.034111302								
			3.158486487	-0.011439261	0.034112038								
			3.167829094	-0.011436545	0.034112745								
			3.177171641	-0.011433901	0.034113429								
			3.186514067	-0.011431351	0.034114084								
			3.195856429	-0.011428861	0.034114717								
			3.205198676	-0.011426483	0.03411532								
			3.214540878	-0.011424125	0.034115909								
			3.223882975	-0.011421888	0.034116469								
			3.233225011	-0.011419678	0.034117013								
			3.242566963	-0.011417573	0.034117532								
			3.251908847	-0.011415495	0.034118036								
			3.261250661	-0.01141351	0.034118518								
			3.270592411	-0.011411554	0.034118986								
			3.27993407	-0.011409693	0.03411943								
			3.289275697	-0.011407848	0.034119865								
			3.298617244	-0.011406086	0.034120279								
			3.307958768	-0.011404343	0.034120686								
			3.317300201	-0.011402673	0.034121072								
			3.326641594	-0.011401032	0.034121448								
			3.335982928	-0.011399457	0.034121808								
			3.345324226	-0.011397907	0.034122159								
			3.354665457	-0.011396423	0.034122494								
			3.364006659	-0.011394957	0.034122821								
			3.373347817	-0.011393542	0.034123136								
			3.382688933	-0.011392156	0.034123442								
			3.39203001	-0.011390807	0.034123738								
			3.401371023	-0.011389505	0.034124021								
			3.410712015	-0.011388227	0.034124297								
			3.420052952	-0.011386995	0.034124562								
			3.42939387	-0.011385784	0.03412482								
			3.438734728	-0.011384621	0.034125066								
			3.448075567	-0.01138348	0.034125307								
			3.457416354	-0.011382387	0.034125536								
			3.466757121	-0.011381307	0.034125761								
			3.47609784	-0.01138027	0.034125976								
			3.485438538	-0.011379251	0.034126185								
			3.494779204	-0.011378267	0.034126386								
			3.504119832	-0.011377308	0.034126581								
			3.513460445	-0.011376368	0.034126771								
			3.522801027	-0.011375447	0.034126955								
			3.53214159	-0.011374557	0.034127134								
			3.54148212	-0.011373686	0.034127306								
			3.550822636	-0.011372835	0.034127474								
			3.560163115	-0.011372012	0.034127636								
			3.569503578	-0.011371205	0.034127793								
			3.578844014	-0.011370425	0.034127945								
			3.588184427	-0.011369658	0.034128092								
			3.597524809	-0.011368917	0.034128234								
			3.606865186	-0.011368186	0.034128373								
			3.616205523	-0.011367484	0.034128506								
			3.625545854	-0.011366791	0.034128637								
			3.634886154	-0.011366122	0.034128762								
			3.644226445	-0.011365463	0.034128884								
			3.653566713	-0.011364828	0.034129003								
			3.662906972	-0.011364199	0.034129118								
			3.672247204	-0.011363593	0.034129229								
			3.681587428	-0.011363	0.034129338								
			3.690927629	-0.011362423	0.034129443								
			3.700267817	-0.011361861	0.034129545								
			3.70960799	-0.011361305	0.034129644								
			3.718948148	-0.011360768	0.03412974								
			3.72828829	-0.011360239	0.034129834								
			3.73762842	-0.011359729	0.034129924								
			3.746968544	-0.01135922	0.034130014								
			3.756308647	-0.011358733	0.034130099								
			3.765648741	-0.011358248	0.034130183								
			3.774988818	-0.011357783	0.034130264								
			3.784328886	-0.011357318	0.034130343								
			3.793668938	-0.011356877	0.034130419								
			3.803008984	-0.011356436	0.034130494								
			3.812349011	-0.011356014	0.034130566								
			3.821689033	-0.011355594	0.034130637								
			3.83102905	-0.011355185	0.034130706								
			3.840369048	-0.011354783	0.034130773								
			3.849709041	-0.011354393	0.034130838								
			3.85904902	-0.011354011	0.034130901								
			3.868388993	-0.011353638	0.034130962								
			3.87772895	-0.011353276	0.034131021								
			3.887068906	-0.011352918	0.03413108								
			3.896408849	-0.011352571	0.034131136								
			3.905748783	-0.01135223	0.034131192								
			3.915088702	-0.011351901	0.034131244								
			3.924428623	-0.011351573	0.034131297								
			3.933768526	-0.011351259	0.034131347								
			3.943108437	-0.011350942	0.034131397								
			3.952448324	-0.011350642	0.034131445								
			3.961788216	-0.011350339	0.034131492								
			3.971128092	-0.01135005	0.034131537								
			3.980467971	-0.011349758	0.034131583								
			3.989807833	-0.011349483	0.034131626								
			3.999147697	-0.011349203	0.034131668								
			4.008487547	-0.011348939	0.034131709								
			4.017827396	-0.011348672	0.03413175								
			4.02716723	-0.01134842	0.034131788								
			4.036507068	-0.011348166	0.034131827								
			4.045846892	-0.011347924	0.034131863								
			4.055186715	-0.011347682	0.0341319								
			4.064526529	-0.011347448	0.034131935								
			4.073866339	-0.011347217	0.034131969								
			4.083206146	-0.011346991	0.034132003								
			4.092545947	-0.011346768	0.034132036								
			4.101885742	-0.011346551	0.034132068								
			4.111225532	-0.011346338	0.034132099								
			4.120565318	-0.011346131	0.034132129								
			4.129905097	-0.011345929	0.034132159								
			4.139244877	-0.011345726	0.034132188								
			4.148584646	-0.011345533	0.034132216								
			4.157924415	-0.011345339	0.034132244								
			4.167264174	-0.011345155	0.03413227								
			4.176603933	-0.011344969	0.034132296								
			4.185943684	-0.011344792	0.034132322								
			4.195283438	-0.011344613	0.034132347								
			4.20462318	-0.011344443	0.034132371								
			4.213962925	-0.01134427	0.034132395								
			4.223302662	-0.011344106	0.034132418								
			4.2326424	-0.011343939	0.034132441								
			4.241982129	-0.011343781	0.034132463								
			4.251321858	-0.011343623	0.034132485								
			4.260661581	-0.011343471	0.034132506								
			4.270001303	-0.011343319	0.034132527								
			4.279341022	-0.011343172	0.034132547								
			4.288680737	-0.011343026	0.034132567								
			4.298020449	-0.011342882	0.034132586								
			4.30736016	-0.011342741	0.034132605								
			4.316699866	-0.011342602	0.034132624								
			4.32603957	-0.011342467	0.034132642								
			4.335379272	-0.011342333	0.03413266								
			4.344718969	-0.011342204	0.034132677								
			4.354058665	-0.011342075	0.034132694								
			4.363398355	-0.011341951	0.03413271								
			4.372738046	-0.011341827	0.034132726								
			4.382077731	-0.011341709	0.034132742								
			4.391417418	-0.011341589	0.034132757								
			4.400757098	-0.011341474	0.034132772								
			4.410096779	-0.011341358	0.034132787								
			4.419436456	-0.011341247	0.034132802								
			4.428776132	-0.011341136	0.034132816								
			4.438115804	-0.011341029	0.03413283								
			4.447455475	-0.011340922	0.034132843								
			4.456795142	-0.011340819	0.034132856								
			4.466134809	-0.011340716	0.034132869								
			4.475474472	-0.011340617	0.034132882								
			4.484814135	-0.011340517	0.034132894								
			4.494153794	-0.011340422	0.034132906								
			4.503493453	-0.011340326	0.034132918								
			4.512833111	-0.011340232	0.03413293								
			4.522172765	-0.01134014	0.034132941								
			4.531512419	-0.011340049	0.034132952								
			4.54085207	-0.011339961	0.034132963								
			4.55019172	-0.011339873	0.034132974								
			4.559531367	-0.011339788	0.034132985								
			4.568871013	-0.011339703	0.034132995								
			4.578210657	-0.011339621	0.034133005								
			4.587550301	-0.011339539	0.034133015								
			4.596889941	-0.01133946	0.034133024								
			4.606229581	-0.011339381	0.034133034								
			4.615569218	-0.011339305	0.034133043								
			4.624908855	-0.011339229	0.034133052								
			4.634248489	-0.011339155	0.034133061								
			4.643588123	-0.011339081	0.034133069								
			4.652927756	-0.011339009	0.034133078								
			4.662267387	-0.011338938	0.034133086								
			4.671607016	-0.011338868	0.034133094								
			4.680946644	-0.0113388	0.034133102								
			4.690286271	-0.011338733	0.03413311								
			4.699625896	-0.011338667	0.034133118								
			4.708965521	-0.011338603	0.034133125								
			4.718305143	-0.01133854	0.034133133								
			4.727644765	-0.011338477	0.03413314								
			4.736984385	-0.011338416	0.034133147								
			4.746324005	-0.011338355	0.034133154								
			4.755663623	-0.011338295	0.034133161								
			4.765003241	-0.011338235	0.034133167								
			4.774342857	-0.011338178	0.034133174								
			4.783682475	-0.01133812	0.03413318								
			4.793022088	-0.011338064	0.034133187								
			4.802361703	-0.011338008	0.034133193								
			4.811701314	-0.011337954	0.034133199								
			4.821040927	-0.011337901	0.034133205								
			4.830380536	-0.011337848	0.034133211								
			4.839720146	-0.011337796	0.034133217								
			4.849059754	-0.011337746	0.034133222								
			4.858399363	-0.011337695	0.034133228								
			4.867738969	-0.011337647	0.034133233								
			4.877078576	-0.011337598	0.034133238								
			4.88641818	-0.01133755	0.034133244								
			4.895757785	-0.011337503	0.034133249								
			4.905097388	-0.011337457	0.034133254								
			4.91443699	-0.011337411	0.034133259								
			4.923776592	-0.011337366	0.034133263								
			4.933116193	-0.011337322	0.034133268								
			4.942455794	-0.011337278	0.034133273								
			4.951795393	-0.011337236	0.034133277								
			4.961134993	-0.011337193	0.034133282								
			4.97047459	-0.011337152	0.034133286								
			4.979814189	-0.01133711	0.034133291								
			4.989153784	-0.011337071	0.034133295								
			4.998493381	-0.011337031	0.034133299								
			5.007832975	-0.011336992	0.034133303								
			5.01717257	-0.011336954	0.034133307								
			5.026512164	-0.011336916	0.034133311								
			5.035851757	-0.011336879	0.034133315								
			5.045191349	-0.011336842	0.034133319								
			5.054530942	-0.011336806	0.034133323								
			5.063870533	-0.011336771	0.034133326								
			5.073210124	-0.011336735	0.03413333								
			5.082549714	-0.011336701	0.034133333								
			5.091889304	-0.011336666	0.034133337								
			5.101228893	-0.011336633	0.03413334								
			5.110568482	-0.0113366	0.034133344								
			5.11990807	-0.011336567	0.034133347								
			5.129247657	-0.011336535	0.03413335								
			5.138587244	-0.011336504	0.034133353								
			5.14792683	-0.011336472	0.034133357								
			5.157266416	-0.011336442	0.03413336								
			5.166606001	-0.011336412	0.034133363								
			5.175945586	-0.011336382	0.034133366								
			5.185285171	-0.011336352	0.034133368								
			5.194624754	-0.011336323	0.034133371								
			5.203964338	-0.011336295	0.034133374								
			5.213303921	-0.011336267	0.034133377								
			5.222643503	-0.011336239	0.03413338								
			5.231983086	-0.011336211	0.034133382								
			5.241322667	-0.011336185	0.034133385								
			5.250662249	-0.011336158	0.034133388								
			5.26000183	-0.011336131	0.03413339								
			5.26934141	-0.011336105	0.034133393								
			5.27868099	-0.01133608	0.034133395								
			5.28802057	-0.011336055	0.034133398								
			5.297360149	-0.01133603	0.0341334								
			5.306699728	-0.011336006	0.034133402								
			5.316039307	-0.011335982	0.034133405								
			5.325378885	-0.011335958	0.034133407								
