exp: x/lambda	exp: y/lambda	exp: z/lambda	theory: x/lambda	theory: y/lambda	theory: z/lambda
0.874930075	-0.005048873	0.029616119	-0.812578383	-0.000171152	0.033378338
0.880428411	-0.006243411	0.031580385	-0.803291256	-0.000176534	0.033380204
0.890701534	-0.005109841	0.032527393	-0.79400436	-0.000182117	0.033382159
0.899054217	-0.00603416	0.028352644	-0.784717708	-0.000187905	0.03338421
0.907662808	-0.005037607	0.026905942	-0.775431305	-0.00019391	0.033386361
0.917486266	-0.007640997	0.03004	-0.766145169	-0.000200137	0.033388618
0.923813068	-0.006632243	0.03130443	-0.756859305	-0.0002066	0.033390987
0.931694719	-0.007787895	0.030120061	-0.747573726	-0.000213304	0.033393474
0.941435028	-0.008603609	0.029359858	-0.738288447	-0.000220264	0.033396087
0.947921291	-0.00828687	0.031204278	-0.729003479	-0.000227487	0.033398831
0.958894199	-0.006765268	0.032976625	-0.719718834	-0.000234986	0.033401715
0.965055661	-0.009136985	0.031451547	-0.71043453	-0.000242774	0.033404747
0.973684698	-0.00842204	0.030394493	-0.701150577	-0.00025086	0.033407935
0.981395834	-0.00986938	0.033564478	-0.691866997	-0.00025926	0.033411289
0.991827702	-0.010037518	0.037521585	-0.682583797	-0.000267984	0.033414818
0.99850037	-0.009260644	0.037899504	-0.673301006	-0.00027705	0.033418533
1.005391602	-0.008630156	0.037105244	-0.664018629	-0.000286468	0.033422443
1.015142583	-0.007289355	0.035387878	-0.654736696	-0.000296259	0.033426564
1.022248835	-0.008147939	0.035080901	-0.645455216	-0.000306432	0.033430904
1.032761288	-0.008552974	0.036459526	-0.636174217	-0.000317011	0.033435479
1.041242687	-0.008301835	0.037959216	-0.626893717	-0.000328004	0.033440302
1.048158555	-0.009841292	0.038520541	-0.617613739	-0.000339441	0.033445391
1.058216021	-0.007736465	0.03617804	-0.608334305	-0.00035133	0.033450758
1.065274535	-0.007248845	0.034064639	-0.599055444	-0.000363701	0.033456424
1.073593348	-0.005896654	0.037503452	-0.589777174	-0.000376562	0.033462405
1.080812843	-0.00805897	0.044993527	-0.58049953	-0.000389949	0.033468723
1.091140292	-0.007348699	0.045813597	-0.571222534	-0.000403871	0.033475398
1.098034934	-0.007476607	0.042826329	-0.561946219	-0.000418364	0.033482454
1.106651009	-0.008446678	0.040400453	-0.552670615	-0.00043344	0.033489914
1.116876994	-0.008532787	0.04004724	-0.543395753	-0.000449137	0.033497805
1.124878774	-0.007089806	0.03970171	-0.53412167	-0.000465471	0.033506155
1.13368511	-0.008897326	0.03932072	-0.5248484	-0.00048248	0.033514994
1.141571264	-0.006542692	0.040494047	-0.515575974	-0.000500181	0.033524353
1.150127628	-0.00620793	0.042983649	-0.506304443	-0.000518616	0.033534269
1.157230908	-0.004770948	0.045105307	-0.497033836	-0.000537807	0.033544776
1.166049982	-0.005353984	0.046610269	-0.487764203	-0.000557794	0.033555917
1.176062764	-0.005481378	0.045462282	-0.47849558	-0.000578606	0.033567731
1.183656784	-0.00608183	0.043464904	-0.469228022	-0.000600281	0.033580267
1.191865296	-0.003936223	0.041735257	-0.459961563	-0.000622852	0.033593569
1.198561573	-0.007447488	0.041311973	-0.450696274	-0.00064636	0.033607698
1.209399121	-0.00494613	0.042882489	-0.441432184	-0.000670843	0.033622702
1.219396327	-0.004181991	0.042850291	-0.432169367	-0.000696339	0.033638648
1.2278922	-0.00566204	0.039974942	-0.422907872	-0.000722894	0.0336556
1.235451737	-0.004662893	0.038589497	-0.413647751	-0.000750545	0.033673624
1.243727345	-0.005043683	0.041718953	-0.404389079	-0.000779345	0.033692805
1.252784111	-0.003464771	0.047072823	-0.395131895	-0.000809325	0.033713211
1.26152529	-0.00248864	0.048408531	-0.385876305	-0.000840553	0.033734949
1.269639581	-0.004077371	0.046295896	-0.376622318	-0.000873046	0.033758086
1.2776401	-0.00051372	0.043038374	-0.367370083	-0.000906889	0.033782761
1.286698375	-0.002815066	0.041705435	-0.358119597	-0.000942086	0.033809042
1.295155805	-0.002770089	0.044744417	-0.34887099	-0.000978737	0.033837086
1.303635858	-0.000879084	0.047340267	-0.339624291	-0.001016837	0.033866981
1.312285006	-0.002158329	0.046555402	-0.330379623	-0.001056489	0.033898901
1.321139632	-0.002492314	0.045214786	-0.32113703	-0.001097687	0.033932958
1.329188462	-0.001296305	0.04466895	-0.311896622	-0.001140531	0.033969342
1.339670367	-0.001728018	0.044037648	-0.302658451	-0.001185015	0.034008189
1.345581038	-0.000977447	0.043508579	-0.29342264	-0.001231231	0.03404972
1.354491115	-0.000199231	0.042463945	-0.284189202	-0.001279171	0.034094077
1.362390144	0.002678157	0.041555502	-0.274958294	-0.001328918	0.034141526
1.373745874	-0.000754416	0.041270376	-0.265729921	-0.001380457	0.034192233
1.381911814	0.001320427	0.041698488	-0.256504214	-0.001433845	0.034246481
1.391061323	0.000619765	0.042089469	-0.247281217	-0.001489072	0.034304497
1.398537091	0.001436702	0.042191013	-0.238060967	-0.001546152	0.03436654
1.404361352	-0.000236507	0.042118596	-0.228843551	-0.001605075	0.034432908
1.413716746	0.000962769	0.041735482	-0.219628986	-0.001665805	0.034503876
1.423137687	0.001055963	0.041079548	-0.210417302	-0.00172832	0.034579765
1.430796611	0.001765214	0.04040068	-0.201208512	-0.001792527	0.034660878
1.438322321	0.003069737	0.039657139	-0.192002652	-0.001858385	0.034747601
1.448430964	0.002076449	0.038910732	-0.182799603	-0.001925729	0.034840184
1.457442835	0.000791026	0.039142221	-0.173599408	-0.001994478	0.034939077
1.465028912	0.0007168	0.039352602	-0.164401906	-0.002064386	0.035044532
1.473881333	0.000420577	0.037722933	-0.155207019	-0.002135311	0.035156973
1.482526454	0.000441226	0.035333366	-0.146014507	-0.002206922	0.035276617
1.490515799	0.001966833	0.035986469	-0.136824276	-0.00227898	0.035403913
1.498513134	0.001335397	0.038169619	-0.127636005	-0.002351071	0.035539047
1.507488292	0.001062127	0.035899835	-0.118449437	-0.002422851	0.035682366
1.514622882	-0.000649394	0.03310023	-0.109264148	-0.002493819	0.035833976
1.522724785	0.000331083	0.035072641	-0.100079788	-0.002563491	0.035994117
1.531624244	0.00091947	0.039063203	-0.09089588	-0.002631286	0.036162859
1.538928991	0.002419323	0.038488051	-0.081711913	-0.002696589	0.03634024
1.548065562	-0.000389807	0.033157569	-0.072527317	-0.002758747	0.036526217
1.555792506	0.000857221	0.031643496	-0.063341456	-0.002817038	0.036720605
1.564334143	0.000556293	0.033830215	-0.054153686	-0.002870736	0.036923206
1.573591211	0.000915307	0.033311416	-0.044963286	-0.002919067	0.037133649
1.582999831	2.4598E-05	0.031134566	-0.035769554	-0.002961252	0.037351538
1.59104005	-4.43265E-05	0.03004715	-0.026571733	-0.002996491	0.037576325
1.59978708	0.000303225	0.030865326	-0.017369077	-0.003024003	0.037807395
1.607668751	-0.001892143	0.032853133	-0.008160807	-0.003043029	0.038044025
1.616215203	-0.000362358	0.032917945	0.001053864	-0.00305287	0.038285404
1.624730225	-2.03888E-05	0.030031853	0.010275604	-0.003052762	0.038530815
1.6325901	-0.003944955	0.028954006	0.019504933	-0.003041856	0.038779056
1.640374433	-0.001857517	0.031109354	0.028742775	-0.003019798	0.039029243
1.649523344	-0.00138767	0.031572224	0.03798969	-0.002985991	0.039280311
1.655631043	-0.001516973	0.028936733	0.047246218	-0.002939932	0.039531126
1.666300982	-0.001793112	0.025792294	0.056512851	-0.002881212	0.039780509
1.672290729	-0.003793798	0.027866104	0.065790027	-0.002809515	0.040027251
1.681352403	-0.002109955	0.030934039	0.075078117	-0.002724602	0.040270116
1.689816769	-0.002215073	0.027341385	0.084377389	-0.002626335	0.040507792
1.698339945	-0.004860792	0.024553094	0.093688068	-0.002514651	0.040739015
1.706965067	-0.00318732	0.026039333	0.103010252	-0.002389601	0.040962431
1.715746662	-0.002570291	0.027508157	0.112343996	-0.002251303	0.041176767
1.722319124	-0.004780147	0.026689327	0.121689239	-0.002099977	0.041380709
1.731696993	-0.004164017	0.024348758	0.131045837	-0.001935944	0.041572943
1.739423303	-0.005052248	0.022978405	0.140413604	-0.001759567	0.041752274
1.745980393	-0.00497949	0.022954288	0.149792187	-0.00157137	0.041917372
1.757088315	-0.004522307	0.025935555	0.159181238	-0.00137185	0.042067137
1.764496789	-0.005378925	0.028413498	0.168580268	-0.001161669	0.042200369
1.772998079	-0.005709731	0.029959204	0.177988804	-0.000941497	0.042316055
1.78054236	-0.005539075	0.029413344	0.187406216	-0.000712076	0.042413156
1.789953605	-0.004705569	0.026431934	0.196831818	-0.000474239	0.04249068
1.796278096	-0.006936906	0.024559459	0.206264986	-0.000228789	0.042547867
1.808095143	-0.006788678	0.024041568	0.21570486	2.33E-05	0.042583795
1.815205836	-0.009169722	0.025988667	0.225150707	0.000281173	0.042597856
1.823668064	-0.007847904	0.029264693	0.234601679	0.000543794	0.042589387
1.831471595	-0.008802136	0.0305477	0.244056886	0.000810199	0.042557856
1.840652356	-0.005647595	0.029102424	0.25351545	0.001079361	0.042502827
1.849838322	-0.007300121	0.025829484	0.262976451	0.001350213	0.04242392
1.857117767	-0.005484955	0.023890799	0.272438979	0.001621747	0.042320909
1.865747166	-0.007898165	0.024855807	0.281902068	0.001892824	0.042193558
1.8741379	-0.008967198	0.027989628	0.291364841	0.002162442	0.042041854
1.884194748	-0.007365904	0.030339233	0.300826286	0.002429447	0.041865717
1.890344468	-0.0076974	0.030086891	0.310285576	0.002692831	0.04166533
1.900322096	-0.007363584	0.027258342	0.319741713	0.002951458	0.041440797
1.909203668	-0.009288213	0.025296173	0.329193885	0.003204319	0.041192458
1.915893224	-0.007670494	0.026542077	0.338641209	0.003450307	0.040920638
1.92569237	-0.009875526	0.028540335	0.348082876	0.00368843	0.040625815
1.933560886	-0.009099296	0.027098572	0.357518066	0.003917615	0.04030849
1.941419683	-0.009885486	0.025661419	0.366946087	0.004136912	0.039969329
1.950699755	-0.011318311	0.02883191	0.376366182	0.00434529	0.039608988
1.958702217	-0.009974983	0.033464419	0.385777781	0.004541844	0.039228305
1.968931897	-0.010901397	0.032456214	0.395180259	0.004725611	0.038828113
1.975383569	-0.009728102	0.029114803	0.404573112	0.004895732	0.038409377
1.984240526	-0.010075411	0.026531031	0.413955864	0.005051315	0.037973098
1.991852405	-0.009841294	0.026910574	0.423328151	0.00519156	0.037520386
2.000801129	-0.010154514	0.028604105	0.432689659	0.00531569	0.037052407
2.008784919	-0.009834	0.030203129	0.442040151	0.00542295	0.03657039
2.020246838	-0.010369524	0.031447935	0.451379518	0.005512677	0.036075661
2.024319026	-0.009488921	0.031330253	0.460707648	0.005584196	0.035569563
2.034683691	-0.0108149	0.029896596	0.470024573	0.00563692	0.035053529
2.043295454	-0.009907372	0.029121147	0.47933042	0.005670319	0.034529054
2.051766028	-0.00893975	0.029747496	0.488625376	0.005683891	0.033997669
2.059140347	-0.011282324	0.030338324	0.497909725	0.005677215	0.033460967
2.067766887	-0.008426008	0.029613981	0.507183845	0.005649929	0.032920586
2.075680849	-0.008710118	0.02891038	0.516448188	0.005601714	0.032378198
2.085759039	-0.009706063	0.031823597	0.525703302	0.005532334	0.03183552
2.093879933	-0.008668574	0.034557248	0.534949821	0.005441634	0.031294307
2.104112334	-0.009953972	0.0347533	0.544188423	0.005329504	0.030756328
2.110546384	-0.008537922	0.034186907	0.553419862	0.005195913	0.030223374
2.12155498	-0.00826061	0.03425351	0.562644955	0.005040912	0.029697259
2.129041353	-0.010557602	0.034101479	0.571864574	0.004864634	0.029179804
2.13823741	-0.011280135	0.03279526	0.581079618	0.004667289	0.028672831
2.14477626	-0.008857314	0.031876205	0.590291004	0.004449163	0.028178154
2.153829445	-0.009568705	0.03160927	0.599499662	0.004210634	0.027697576
2.16307312	-0.008796271	0.032253445	0.608706512	0.003952165	0.02723288
2.171664183	-0.008664957	0.033106068	0.61791245	0.003674306	0.026785816
2.18095206	-0.007987442	0.034117238	0.62711833	0.003377696	0.0263581
2.187893283	-0.009564336	0.034698479	0.636324944	0.003063059	0.025951396
2.19681335	-0.008734835	0.034675814	0.645533007	0.00273121	0.025567314
2.205041743	-0.010081204	0.033710556	0.654743142	0.002383055	0.025207397
2.214983375	-0.00880212	0.032106257	0.663955863	0.002019588	0.024873115
2.224873959	-0.008187083	0.031099905	0.67317156	0.001641885	0.02456585
2.229681227	-0.010144787	0.031135504	0.682390483	0.001251102	0.024286887
2.239093002	-0.010269292	0.032000649	0.691612742	0.000848471	0.024037411
2.248076844	-0.010116255	0.033199062	0.700838306	0.000435299	0.02381849
2.256804644	-0.010232138	0.034115593	0.710067006	1.30E-05	0.023631075
2.26450676	-0.008841628	0.034430329	0.719298534	-0.000417104	0.023475987
2.274242715	-0.009876158	0.03393897	0.728532453	-0.000853416	0.023353908
2.282644079	-0.008507952	0.032603574	0.737768222	-0.001294444	0.02326538
2.292289785	-0.00894129	0.031547672	0.747005215	-0.001738623	0.023210801
2.30011275	-0.008932054	0.033549092	0.756242743	-0.002184364	0.023190416
2.3085836	-0.010430885	0.035696684	0.765480079	-0.002630065	0.023204316
2.316455955	-0.008031143	0.034028679	0.774716493	-0.00307412	0.023252442
2.323376659	-0.008842673	0.030981189	0.783951278	-0.00351493	0.023334576
2.333087152	-0.008227724	0.028446918	0.793183779	-0.003950914	0.023450354
2.341585365	-0.008614967	0.029778613	0.802413419	-0.004380518	0.023599257
2.34957598	-0.008887517	0.031218686	0.811639726	-0.004802228	0.023780625
2.357901452	-0.00668688	0.032157998	0.820862351	-0.005214575	0.023993657
2.368120206	-0.008925331	0.033891192	0.830081083	-0.005616145	0.024237417
2.374125461	-0.009054191	0.034763088	0.839295859	-0.00600559	0.024510844
2.385328299	-0.009032913	0.034053431	0.848506768	-0.00638163	0.02481276
2.392867672	-0.008829944	0.032613639	0.857714055	-0.006743059	0.025141877
2.400715859	-0.00738143	0.03135908	0.866918113	-0.00708875	0.025496805
2.410133816	-0.009142381	0.030445118	0.876119473	-0.007417663	0.025876066
2.417996407	-0.008398027	0.030225746	0.885318795	-0.007728841	0.026278099
2.42549886	-0.007697944	0.030134665	0.894516852	-0.008021418	0.026701272
2.435768842	-0.00776172	0.029869942	0.903714511	-0.008294613	0.027143892
2.444557021	-0.008557851	0.031757201	0.91291272	-0.008547737	0.027604214
2.4537952	-0.009208842	0.036018966	0.922112482	-0.00878019	0.02808045
2.461220234	-0.008633027	0.037471679	0.93131484	-0.008991458	0.028570777
2.468024034	-0.009648938	0.035832565	0.94052086	-0.009181117	0.029073347
2.47737119	-0.00944707	0.032458159	0.949731607	-0.009348825	0.029586297
2.487126558	-0.007393114	0.03088787	0.958948136	-0.009494326	0.030107752
2.49584744	-0.008246222	0.030468556	0.968171471	-0.009617443	0.030635836
2.505033043	-0.008813702	0.03022595	0.977402598	-0.00971808	0.031168679
2.512418915	-0.007639869	0.031035186	0.986642445	-0.009796216	0.031704419
2.52095384	-0.007438371	0.033099719	0.995891881	-0.009851902	0.032241215
2.529855383	-0.009256704	0.033719326	1.005151699	-0.009885263	0.032777246
2.539278862	-0.009679463	0.031537929	1.014422614	-0.009896491	0.033310722
2.547606386	-0.008899522	0.030123306	1.023705259	-0.009885845	0.033839882
2.555266411	-0.007697308	0.030557111	1.033000175	-0.009853644	0.034363005
2.564197295	-0.007794134	0.032211996	1.042307815	-0.009800271	0.034878411
2.572712709	-0.009020487	0.033616116	1.051628536	-0.009726166	0.035384464
2.580165493	-0.009516456	0.03344594	1.060962603	-0.009631825	0.035879577
2.590184844	-0.008287645	0.031564026	1.070310189	-0.009517795	0.036362215
2.599075165	-0.009474554	0.032279424	1.079671376	-0.009384672	0.036830896
2.605570723	-0.006181366	0.033934944	1.089046153	-0.009233105	0.037284198
2.614201246	-0.00815895	0.035320638	1.09843442	-0.009063787	0.037720757
2.623606536	-0.006763329	0.033657377	1.107835991	-0.008877454	0.038139273
2.631683011	-0.008412505	0.031429621	1.117250605	-0.008674877	0.038538507
2.641983509	-0.00833048	0.030839039	1.126677917	-0.008456872	0.038917289
2.648653732	-0.008659775	0.031266779	1.136117508	-0.008224292	0.039274515
2.655417518	-0.008299016	0.031695718	1.14556889	-0.00797802	0.039609152
2.6639441	-0.008216899	0.031741338	1.155031506	-0.00771897	0.039920237
2.673079486	-0.007049594	0.031252102	1.164504745	-0.007448088	0.040206878
2.681170149	-0.007989882	0.031123852	1.173987935	-0.007166341	0.040468258
2.689751223	-0.007281148	0.031441862	1.183480348	-0.006874728	0.040703636
2.699143037	-0.00783391	0.031882673	1.192981216	-0.006574264	0.040912342
2.707395215	-0.007335841	0.03207793	1.202489725	-0.006265985	0.041093786
2.716293557	-0.007932242	0.032251262	1.212005028	-0.005950944	0.041247454
2.724694896	-0.007438542	0.032546138	1.221526241	-0.00563021	0.04137291
2.733243105	-0.008502826	0.032941923	1.231052458	-0.00530486	0.041469794
2.740514416	-0.007815844	0.033205792	1.240582749	-0.004975984	0.041537827
2.749898935	-0.008196097	0.033017412	1.250116167	-0.004644679	0.041576809
2.76059806	-0.006316591	0.032587218	1.259651755	-0.004312045	0.041586618
2.766911717	-0.008799372	0.033129218	1.269188548	-0.003979185	0.041567211
2.774847157	-0.007676879	0.034325429	1.278725581	-0.003647204	0.041518627
2.783732519	-0.008360137	0.034939912	1.288261895	-0.003317198	0.041440981
2.791984766	-0.00744203	0.034323866	1.297796535	-0.00299027	0.041334472
2.802741296	-0.008826338	0.032004232	1.307328568	-0.002667496	0.041199372
2.810704434	-0.006856437	0.030393712	1.316857068	-0.002349965	0.041036041
2.81988952	-0.009145993	0.030147252	1.326381149	-0.002038733	0.040844905
2.826737892	-0.009214005	0.03053201	1.335899942	-0.00173485	0.040626479
2.835880042	-0.006466101	0.030287831	1.345412617	-0.001439353	0.040381352
2.842291857	-0.006726361	0.029787214	1.354918394	-0.001153243	0.040110184
2.852730621	-0.007583195	0.030578011	1.364416514	-0.000877518	0.03981372
2.860802731	-0.008414382	0.031896184	1.373906286	-0.00061314	0.039492776
2.86971405	-0.009096388	0.031780226	1.383387076	-0.000361037	0.039148237
2.876255063	-0.00795816	0.03096493	1.39285829	-0.000122124	0.03878107
2.884915181	-0.007737322	0.030928344	1.402319415	0.000102726	0.038392306
2.894377782	-0.00635137	0.0322812	1.411769999	0.000312684	0.037983049
2.902386019	-0.008342072	0.033461592	1.421209666	0.000506941	0.037554469
2.911461722	-0.009324966	0.033713146	1.430638113	0.000684735	0.037107807
2.922240363	-0.00712285	0.031742721	1.44005511	0.000845352	0.036644364
2.926450238	-0.008759744	0.030771471	1.449460535	0.00098812	0.036165502
2.937465611	-0.007972039	0.029467548	1.458854331	0.00111241	0.035672647
2.946265872	-0.00853934	0.029864701	1.468236517	0.001217639	0.035167287
2.953873419	-0.009032865	0.030638681	1.477607249	0.001303294	0.03465095
2.964405832	-0.009337455	0.031620882	1.486966739	0.001368906	0.034125225
2.971788326	-0.007561805	0.032020636	1.496315296	0.001414056	0.033591752
2.980374566	-0.008425106	0.032678957	1.505653325	0.001438394	0.033052212
2.990965874	-0.006532974	0.033617427	1.51498135	0.001441643	0.032508318
2.995717251	-0.00545648	0.03349323	1.524299954	0.001423579	0.031961829
3.006490329	-0.008421339	0.031134514	1.533609792	0.001384031	0.031414544
3.014526244	-0.005706455	0.029028036	1.542911655	0.001322935	0.030868265
3.022796192	-0.008344363	0.028340932	1.552206387	0.001240291	0.030324825
3.031183857	-0.006215664	0.030301644	1.561494886	0.001136156	0.02978608
3.040832158	-0.006576385	0.03507262	1.570778105	0.001010665	0.029253897
3.050128056	-0.007626366	0.035335501	1.580057107	0.000864079	0.028730116
3.054976572	-0.008892043	0.033462333	1.589332929	0.000696704	0.028216601
3.065294625	-0.008426774	0.029679745	1.598606649	0.000508929	0.027715199
3.073901738	-0.007621087	0.029055629	1.607879383	0.00030126	0.02722772
3.080747171	-0.007881278	0.029741746	1.617152208	7.43E-05	0.026755955
3.091216152	-0.006758215	0.03139353	1.626426196	-0.000171328	0.026301652
3.098921009	-0.00683506	0.03157982	1.635702367	-0.000434809	0.025866513
3.108273706	-0.008235823	0.030434849	1.644981691	-0.000715281	0.025452169
3.114519174	-0.007703242	0.029699902	1.654265053	-0.001011793	0.025060194
3.124965237	-0.008089985	0.029561439	1.663553229	-0.001323292	0.024692079
3.132734232	-0.007827768	0.030006727	1.672846936	-0.001648612	0.024349202
3.142146694	-0.00877499	0.030804775	1.68214669	-0.001986546	0.024032878
3.148806941	-0.009134719	0.031665404	1.691452933	-0.002335739	0.023744265
3.158722919	-0.007832655	0.032813371	1.700765937	-0.002694795	0.023484424
3.167622092	-0.008252522	0.032000982	1.710085841	-0.003062239	0.023254271
3.176365999	-0.007032942	0.029279945	1.71941264	-0.003436495	0.02305457
3.184404245	-0.007241893	0.027437622	1.728746188	-0.003815974	0.022885944
3.191992976	-0.008471813	0.02744339	1.738086236	-0.004198975	0.022748829
3.200316311	-0.007737449	0.028736625	1.747432421	-0.004583815	0.022643512
3.210031184	-0.007434129	0.030594449	1.756784312	-0.00496872	0.022570071
3.218722791	-0.007906077	0.030966067	1.766141357	-0.00535196	0.022528447
3.226513815	-0.010676402	0.029664131	1.775503075	-0.005731746	0.022518338
3.236094984	-0.008934355	0.027874202	1.784868917	-0.006106329	0.022539276
3.245571167	-0.008608426	0.028040095	1.794238331	-0.006473998	0.022590626
3.252988012	-0.008139319	0.030774444	1.803610888	-0.006833007	0.022671495
3.260518629	-0.008212055	0.034699345	1.812986162	-0.007181782	0.022780886
3.27086474	-0.009270835	0.031291507	1.822363907	-0.00751869	0.022917513
3.277865979	-0.008030161	0.025850124	1.831743851	-0.007842301	0.02308003
3.286847727	-0.007150806	0.024008812	1.841125879	-0.008151249	0.023266888
3.294907726	-0.009404237	0.027013845	1.850510035	-0.008444219	0.023476313
3.303470319	-0.010043627	0.027849929	1.859896336	-0.008720168	0.023706544
3.310318831	-0.009203001	0.026646478	1.869285014	-0.008978064	0.02395555
3.321302523	-0.009117048	0.028897448	1.87867628	-0.009217124	0.024221307
3.329514413	-0.007562233	0.031565485	1.888070397	-0.009436735	0.024501725
3.338698975	-0.010277254	0.031105807	1.897467736	-0.009636381	0.024794545
3.347318428	-0.007568048	0.029116808	1.906868515	-0.009815849	0.025097693
3.356715239	-0.007172425	0.027940694	1.91627308	-0.009975025	0.025408921
3.363086805	-0.007394011	0.027501173	1.925681619	-0.010114035	0.025726162
3.37094876	-0.00707727	0.026815411	1.9350943	-0.010233177	0.026047382
3.380358802	-0.009053222	0.026936925	1.944511261	-0.010332892	0.026370566
3.389472944	-0.009608974	0.029086123	1.953932476	-0.010413834	0.026693952
3.397143353	-0.009466919	0.030284546	1.963357903	-0.010476761	0.02701581
3.406178576	-0.007581255	0.028072004	1.97278736	-0.010522567	0.027334624
3.414563244	-0.006989857	0.025013099	1.982220648	-0.01055225	0.027648955
3.421868502	-0.008817273	0.02525156	1.99165745	-0.010566887	0.027957573
3.431709422	-0.008600019	0.027758421	2.0010974	-0.010567598	0.02825937
3.440782114	-0.007347196	0.027210606	2.010540036	-0.010555506	0.02855339
3.449838307	-0.007950718	0.026707994	2.01998508	-0.01053196	0.028838652
3.458017836	-0.009702301	0.02839417	2.029432019	-0.010498136	0.029114678
3.465154596	-0.007978954	0.029844243	2.038880226	-0.010455082	0.029380742
3.474348107	-0.008326153	0.029391665	2.048329259	-0.010404013	0.029636388
3.48377328	-0.007768834	0.02872749	2.057778633	-0.010346055	0.029881266
3.491020099	-0.008215533	0.029844132	2.067227864	-0.010282279	0.030115131
3.501757357	-0.008245878	0.03040377	2.076676483	-0.010213689	0.030337856
3.509033738	-0.008738876	0.028533663	2.086124042	-0.010141224	0.030549405
3.517712883	-0.007817494	0.027808485	2.095570132	-0.010065743	0.030749848
3.526429098	-0.009181707	0.029026089	2.105014379	-0.009988038	0.030939338
3.53207024	-0.008430418	0.029999969	2.114456441	-0.00990882	0.031118087
3.543062129	-0.0105464	0.030541278	2.123896058	-0.00982872	0.031286427
3.551055355	-0.007483	0.030343874	2.133332962	-0.009748296	0.031444673
3.559361628	-0.009025004	0.030537081	2.142766949	-0.009668021	0.031593227
3.568523247	-0.007881967	0.029466734	2.152197842	-0.009588323	0.031732479
3.576558966	-0.010098343	0.027294921	2.161625537	-0.009509532	0.03186291
3.585574757	-0.006637306	0.025912015	2.171049921	-0.009431967	0.031984927
3.591772775	-0.009881607	0.026257627	2.180470991	-0.009355836	0.032099053
3.601813285	-0.00844063	0.026795684	2.18988865	-0.009281381	0.032205653
3.611885962	-0.00845699	0.025934396	2.199302944	-0.009208687	0.032305256
3.618267774	-0.007251803	0.026085579	2.208713848	-0.009137946	0.032398214
3.627502938	-0.007452771	0.027832099	2.218121466	-0.009069167	0.03248504
3.637686381	-0.008008833	0.028412317	2.227525735	-0.009002479	0.032566016
3.645510396	-0.008042787	0.027205766	2.236926835	-0.008937846	0.032641642
3.655220946	-0.007902665	0.026640574	2.246324762	-0.008875356	0.032712192
3.662170434	-0.009744533	0.027338688	2.255719629	-0.008814941	0.032778065
3.673236347	-0.008088214	0.028045658	2.265111501	-0.008756655	0.032839535
3.681477891	-0.008249353	0.027684163	2.274500515	-0.00870041	0.032896961
3.688976708	-0.008167712	0.027095879	2.283886686	-0.008646235	0.032950557
3.696698535	-0.008986881	0.02674625	2.293270192	-0.008594036	0.033000654
3.706768122	-0.007850179	0.0275196	2.302651058	-0.008543816	0.033047442
3.714510278	-0.008688676	0.028713122	2.312029411	-0.008495487	0.033091183
3.721104415	-0.008215182	0.029465003	2.321405348	-0.008449026	0.033132078
3.730881212	-0.008278117	0.029327227	2.330778948	-0.008404357	0.03317033
3.739433326	-0.009258921	0.027885015	2.340150315	-0.00836144	0.033206122
3.748330202	-0.008358758	0.026095826	2.349519529	-0.008320204	0.033239624
3.756977754	-0.010321096	0.025154096	2.35888668	-0.008280603	0.033270995
3.766607666	-0.007465915	0.024916704	2.368251863	-0.008242577	0.033300385
3.774420227	-0.008905827	0.024807501	2.377615141	-0.008206063	0.033327926
3.781998394	-0.007285434	0.024680044	2.386976603	-0.008171023	0.033353743
3.790786862	-0.008355956	0.024914202	2.39633634	-0.008137374	0.033377967
3.800224949	-0.008827269	0.025559636	2.405694395	-0.008105098	0.033400683
3.807679391	-0.009634143	0.02613258	2.415050875	-0.008074101	0.033422021
3.814942329	-0.008664435	0.026619024	2.424405808	-0.008044376	0.033442045
3.824414652	-0.008600953	0.027095709	2.433759312	-0.008015829	0.033460873
3.834902213	-0.00936477	0.028091351	2.443111385	-0.007988453	0.033478552
3.840388534	-0.007937933	0.029299406	2.452462153	-0.007962165	0.03349519
3.851686104	-0.008227435	0.030987824	2.461811623	-0.007936953	0.033510829
3.858657787	-0.008664446	0.028624804	2.471159891	-0.007912744	0.033525555
3.869496818	-0.00839028	0.023885941	2.480506981	-0.007889522	0.033539412
3.877553232	-0.008486587	0.025045117	2.489852964	-0.007867227	0.033552467
3.88276316	-0.008001344	0.026723444	2.499197872	-0.007845832	0.033564764
3.893597527	-0.007630214	0.027914781	2.508541763	-0.007825293	0.033576357
3.902374412	-0.008711517	0.025884128	2.517884682	-0.007805577	0.033587288
3.910025774	-0.008876049	0.024306873	2.527226658	-0.007786651	0.033597597
3.920284474	-0.009235675	0.024129976	2.53656775	-0.007768478	0.033607328
3.925823547	-0.009515557	0.025102011	2.545907983	-0.007751031	0.033616512
3.937132669	-0.007546536	0.027680813	2.555247406	-0.007734275	0.033625187
3.945498891	-0.009290169	0.028333977	2.56458604	-0.007718186	0.03363338
3.955378485	-0.008087331	0.027543117	2.573923935	-0.00770273	0.033641126
3.963032995	-0.008792603	0.026834065	2.583261111	-0.007687887	0.033648448
3.972093359	-0.008696746	0.025718555	2.592597611	-0.007673624	0.033655374
3.980779732	-0.00828179	0.024000719	2.601933448	-0.007659924	0.033661925
